fabric_code,loom_code,buyer_code,report_period,market_segment,team_leader,buyer_group,product_desc,buyer_name,sales_channel,region,total_invoice_qty,total_prod_per_machine,machine_id
FAB-W2021,LC-6015,BUY-2415,202403,APPAREL,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 2015,Weave & Co,Export,Central,1171,1171,LOOM-GEN0214
FAB-W2021,LC-6015,BUY-2415,202404,APPAREL,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 2015,Weave & Co,Export,Central,1082,1082,LOOM-GEN0214
FAB-W2022,LC-6016,BUY-2416,202403,LUXURY,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 2016,Loomcraft LLC,Domestic,West,1364,1364,LOOM-GEN0215
FAB-W2022,LC-6016,BUY-2416,202404,LUXURY,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 2016,Loomcraft LLC,Domestic,West,1171,1171,LOOM-GEN0215
FAB-W2023,LC-6017,BUY-2417,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 2017,FabricMart Ltd,Online,South,5157,5157,LOOM-GEN0216
FAB-W2023,LC-6017,BUY-2417,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 2017,FabricMart Ltd,Online,South,5542,5542,LOOM-GEN0216
FAB-W2024,LC-6018,BUY-2418,202403,APPAREL,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 2018,Global Threads Inc,Export,North,1726,1726,LOOM-GEN0217
FAB-W2024,LC-6018,BUY-2418,202404,APPAREL,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 2018,Global Threads Inc,Export,North,1592,1592,LOOM-GEN0217
FAB-W2025,LC-6019,BUY-2419,202403,LUXURY,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 2019,Luxe Drapes GmbH,Domestic,East,3782,3782,LOOM-GEN0218
FAB-W2025,LC-6019,BUY-2419,202404,LUXURY,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 2019,Luxe Drapes GmbH,Domestic,East,3697,3697,LOOM-GEN0218
FAB-W2026,LC-6020,BUY-2420,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 2020,HomeDecor Co,Online,Central,6437,6437,LOOM-GEN0219
FAB-W2026,LC-6020,BUY-2420,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 2020,HomeDecor Co,Online,Central,5724,5724,LOOM-GEN0219
FAB-W2027,LC-6021,BUY-2421,202403,APPAREL,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 2021,Nordic Fabrics Ltd,Export,West,2457,2457,LOOM-GEN0220
FAB-W2027,LC-6021,BUY-2421,202404,APPAREL,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 2021,Nordic Fabrics Ltd,Export,West,2703,2703,LOOM-GEN0220
FAB-W2028,LC-6022,BUY-2422,202403,LUXURY,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 2022,CurtainWorld,Domestic,South,6296,6296,LOOM-GEN0221
FAB-W2028,LC-6022,BUY-2422,202404,LUXURY,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 2022,CurtainWorld,Domestic,South,6409,6409,LOOM-GEN0221
FAB-W2029,LC-6023,BUY-2423,202403,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 2023,Textura Imports,Online,North,3966,3966,LOOM-GEN0222
FAB-W2029,LC-6023,BUY-2423,202404,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 2023,Textura Imports,Online,North,4198,4198,LOOM-GEN0222
FAB-W2030,LC-6024,BUY-2424,202403,APPAREL,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 2024,Weave & Co,Export,East,961,961,LOOM-GEN0223
FAB-W2030,LC-6024,BUY-2424,202404,APPAREL,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 2024,Weave & Co,Export,East,910,910,LOOM-GEN0223
FAB-W2031,LC-6025,BUY-2425,202403,LUXURY,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 2025,Loomcraft LLC,Domestic,Central,6491,6491,LOOM-GEN0224
FAB-W2031,LC-6025,BUY-2425,202404,LUXURY,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 2025,Loomcraft LLC,Domestic,Central,5761,5761,LOOM-GEN0224
FAB-W2032,LC-6026,BUY-2426,202403,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 2026,FabricMart Ltd,Online,West,4720,4720,LOOM-GEN0225
FAB-W2032,LC-6026,BUY-2426,202404,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 2026,FabricMart Ltd,Online,West,4183,4183,LOOM-GEN0225
FAB-W2033,LC-6027,BUY-2427,202403,APPAREL,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 2027,Global Threads Inc,Export,South,5524,5524,LOOM-GEN0226
FAB-W2033,LC-6027,BUY-2427,202404,APPAREL,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 2027,Global Threads Inc,Export,South,5079,5079,LOOM-GEN0226
FAB-W2034,LC-6028,BUY-2428,202403,LUXURY,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 2028,Luxe Drapes GmbH,Domestic,North,2292,2292,LOOM-GEN0227
FAB-W2034,LC-6028,BUY-2428,202404,LUXURY,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 2028,Luxe Drapes GmbH,Domestic,North,1992,1992,LOOM-GEN0227
FAB-W2035,LC-6029,BUY-2429,202403,HOME TEXTILES,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 2029,HomeDecor Co,Online,East,1634,1634,LOOM-GEN0228
FAB-W2035,LC-6029,BUY-2429,202404,HOME TEXTILES,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 2029,HomeDecor Co,Online,East,1463,1463,LOOM-GEN0228
FAB-W2036,LC-6030,BUY-2430,202403,APPAREL,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 2030,Nordic Fabrics Ltd,Export,Central,4831,4831,LOOM-GEN0229
FAB-W2036,LC-6030,BUY-2430,202404,APPAREL,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 2030,Nordic Fabrics Ltd,Export,Central,4135,4135,LOOM-GEN0229
FAB-W2037,LC-6031,BUY-2431,202403,LUXURY,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 2031,CurtainWorld,Domestic,West,2173,2173,LOOM-GEN0230
FAB-W2037,LC-6031,BUY-2431,202404,LUXURY,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 2031,CurtainWorld,Domestic,West,2288,2288,LOOM-GEN0230
FAB-W2038,LC-6032,BUY-2432,202403,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 2032,Textura Imports,Online,South,5924,5924,LOOM-GEN0231
FAB-W2038,LC-6032,BUY-2432,202404,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 2032,Textura Imports,Online,South,5245,5245,LOOM-GEN0231
FAB-W2039,LC-6033,BUY-2433,202403,APPAREL,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 2033,Weave & Co,Export,North,6367,6367,LOOM-GEN0232
FAB-W2039,LC-6033,BUY-2433,202404,APPAREL,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 2033,Weave & Co,Export,North,5960,5960,LOOM-GEN0232
FAB-W2040,LC-6034,BUY-2434,202403,LUXURY,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 2034,Loomcraft LLC,Domestic,East,6214,6214,LOOM-GEN0233
FAB-W2040,LC-6034,BUY-2434,202404,LUXURY,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 2034,Loomcraft LLC,Domestic,East,6516,6516,LOOM-GEN0233
FAB-W2041,LC-6035,BUY-2435,202403,HOME TEXTILES,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 2035,FabricMart Ltd,Online,Central,6097,6097,LOOM-GEN0234
FAB-W2041,LC-6035,BUY-2435,202404,HOME TEXTILES,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 2035,FabricMart Ltd,Online,Central,6453,6453,LOOM-GEN0234
FAB-W2042,LC-6036,BUY-2436,202403,APPAREL,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 2036,Global Threads Inc,Export,West,5260,5260,LOOM-GEN0235
FAB-W2042,LC-6036,BUY-2436,202404,APPAREL,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 2036,Global Threads Inc,Export,West,4966,4966,LOOM-GEN0235
FAB-W2043,LC-6037,BUY-2437,202403,LUXURY,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 2037,Luxe Drapes GmbH,Domestic,South,3543,3543,LOOM-GEN0236
FAB-W2043,LC-6037,BUY-2437,202404,LUXURY,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 2037,Luxe Drapes GmbH,Domestic,South,3554,3554,LOOM-GEN0236
FAB-W2044,LC-6038,BUY-2438,202403,HOME TEXTILES,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 2038,HomeDecor Co,Online,North,2194,2194,LOOM-GEN0237
FAB-W2044,LC-6038,BUY-2438,202404,HOME TEXTILES,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 2038,HomeDecor Co,Online,North,2410,2410,LOOM-GEN0237
FAB-W2045,LC-6039,BUY-2439,202403,APPAREL,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 2039,Nordic Fabrics Ltd,Export,East,4052,4052,LOOM-GEN0238
FAB-W2045,LC-6039,BUY-2439,202404,APPAREL,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 2039,Nordic Fabrics Ltd,Export,East,4256,4256,LOOM-GEN0238
FAB-W2046,LC-6040,BUY-2440,202403,LUXURY,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 2040,CurtainWorld,Domestic,Central,1741,1741,LOOM-GEN0239
FAB-W2046,LC-6040,BUY-2440,202404,LUXURY,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 2040,CurtainWorld,Domestic,Central,1868,1868,LOOM-GEN0239
FAB-W2047,LC-6041,BUY-2441,202403,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 2041,Textura Imports,Online,West,6113,6113,LOOM-GEN0240
FAB-W2047,LC-6041,BUY-2441,202404,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 2041,Textura Imports,Online,West,6389,6389,LOOM-GEN0240
FAB-W2048,LC-6042,BUY-2442,202403,APPAREL,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 2042,Weave & Co,Export,South,4942,4942,LOOM-GEN0241
FAB-W2048,LC-6042,BUY-2442,202404,APPAREL,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 2042,Weave & Co,Export,South,4603,4603,LOOM-GEN0241
FAB-W2049,LC-6043,BUY-2443,202403,LUXURY,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 2043,Loomcraft LLC,Domestic,North,1306,1306,LOOM-GEN0242
FAB-W2049,LC-6043,BUY-2443,202404,LUXURY,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 2043,Loomcraft LLC,Domestic,North,1293,1293,LOOM-GEN0242
FAB-W2050,LC-6044,BUY-2444,202403,HOME TEXTILES,Priya Nair,MID RETAIL,POLY-C Fabric Lot 2044,FabricMart Ltd,Online,East,6463,6463,LOOM-GEN0243
FAB-W2050,LC-6044,BUY-2444,202404,HOME TEXTILES,Priya Nair,MID RETAIL,POLY-C Fabric Lot 2044,FabricMart Ltd,Online,East,6801,6801,LOOM-GEN0243
FAB-W2051,LC-6045,BUY-2445,202403,APPAREL,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 2045,Global Threads Inc,Export,Central,5076,5076,LOOM-GEN0244
FAB-W2051,LC-6045,BUY-2445,202404,APPAREL,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 2045,Global Threads Inc,Export,Central,5088,5088,LOOM-GEN0244
FAB-W2052,LC-6046,BUY-2446,202403,LUXURY,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 2046,Luxe Drapes GmbH,Domestic,West,4651,4651,LOOM-GEN0245
FAB-W2052,LC-6046,BUY-2446,202404,LUXURY,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 2046,Luxe Drapes GmbH,Domestic,West,5026,5026,LOOM-GEN0245
FAB-W2053,LC-6047,BUY-2447,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 2047,HomeDecor Co,Online,South,4978,4978,LOOM-GEN0246
FAB-W2053,LC-6047,BUY-2447,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 2047,HomeDecor Co,Online,South,4726,4726,LOOM-GEN0246
FAB-W2054,LC-6048,BUY-2448,202403,APPAREL,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 2048,Nordic Fabrics Ltd,Export,North,2985,2985,LOOM-GEN0247
FAB-W2054,LC-6048,BUY-2448,202404,APPAREL,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 2048,Nordic Fabrics Ltd,Export,North,3267,3267,LOOM-GEN0247
FAB-W2055,LC-6049,BUY-2449,202403,LUXURY,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 2049,CurtainWorld,Domestic,East,3815,3815,LOOM-GEN0248
FAB-W2055,LC-6049,BUY-2449,202404,LUXURY,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 2049,CurtainWorld,Domestic,East,3574,3574,LOOM-GEN0248
FAB-W2056,LC-6050,BUY-2450,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 2050,Textura Imports,Online,Central,4962,4962,LOOM-GEN0249
FAB-W2056,LC-6050,BUY-2450,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 2050,Textura Imports,Online,Central,4857,4857,LOOM-GEN0249
FAB-W2057,LC-6051,BUY-2451,202403,APPAREL,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 2051,Weave & Co,Export,West,1327,1327,LOOM-GEN0250
FAB-W2057,LC-6051,BUY-2451,202404,APPAREL,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 2051,Weave & Co,Export,West,1222,1222,LOOM-GEN0250
FAB-W2058,LC-6052,BUY-2452,202403,LUXURY,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 2052,Loomcraft LLC,Domestic,South,2483,2483,LOOM-GEN0251
FAB-W2058,LC-6052,BUY-2452,202404,LUXURY,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 2052,Loomcraft LLC,Domestic,South,2540,2540,LOOM-GEN0251
FAB-W2059,LC-6053,BUY-2453,202403,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 2053,FabricMart Ltd,Online,North,2409,2409,LOOM-GEN0252
FAB-W2059,LC-6053,BUY-2453,202404,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 2053,FabricMart Ltd,Online,North,2192,2192,LOOM-GEN0252
FAB-W2060,LC-6054,BUY-2454,202403,APPAREL,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 2054,Global Threads Inc,Export,East,5292,5292,LOOM-GEN0253
FAB-W2060,LC-6054,BUY-2454,202404,APPAREL,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 2054,Global Threads Inc,Export,East,4704,4704,LOOM-GEN0253
FAB-W2061,LC-6055,BUY-2455,202403,LUXURY,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 2055,Luxe Drapes GmbH,Domestic,Central,1519,1519,LOOM-GEN0254
FAB-W2061,LC-6055,BUY-2455,202404,LUXURY,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 2055,Luxe Drapes GmbH,Domestic,Central,1555,1555,LOOM-GEN0254
FAB-W2062,LC-6056,BUY-2456,202403,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 2056,HomeDecor Co,Online,West,5929,5929,LOOM-GEN0255
FAB-W2062,LC-6056,BUY-2456,202404,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 2056,HomeDecor Co,Online,West,5154,5154,LOOM-GEN0255
FAB-W2063,LC-6057,BUY-2457,202403,APPAREL,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 2057,Nordic Fabrics Ltd,Export,South,4644,4644,LOOM-GEN0256
FAB-W2063,LC-6057,BUY-2457,202404,APPAREL,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 2057,Nordic Fabrics Ltd,Export,South,4029,4029,LOOM-GEN0256
FAB-W2064,LC-6058,BUY-2458,202403,LUXURY,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 2058,CurtainWorld,Domestic,North,4474,4474,LOOM-GEN0257
FAB-W2064,LC-6058,BUY-2458,202404,LUXURY,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 2058,CurtainWorld,Domestic,North,4019,4019,LOOM-GEN0257
FAB-W2065,LC-6059,BUY-2459,202403,HOME TEXTILES,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 2059,Textura Imports,Online,East,3366,3366,LOOM-GEN0258
FAB-W2065,LC-6059,BUY-2459,202404,HOME TEXTILES,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 2059,Textura Imports,Online,East,3686,3686,LOOM-GEN0258
FAB-W2066,LC-6060,BUY-2460,202403,APPAREL,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 2060,Weave & Co,Export,Central,6201,6201,LOOM-GEN0259
FAB-W2066,LC-6060,BUY-2460,202404,APPAREL,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 2060,Weave & Co,Export,Central,5851,5851,LOOM-GEN0259
FAB-W2067,LC-6061,BUY-2461,202403,LUXURY,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 2061,Loomcraft LLC,Domestic,West,1684,1684,LOOM-GEN0260
FAB-W2067,LC-6061,BUY-2461,202404,LUXURY,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 2061,Loomcraft LLC,Domestic,West,1831,1831,LOOM-GEN0260
FAB-W2068,LC-6062,BUY-2462,202403,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 2062,FabricMart Ltd,Online,South,2815,2815,LOOM-GEN0261
FAB-W2068,LC-6062,BUY-2462,202404,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 2062,FabricMart Ltd,Online,South,2802,2802,LOOM-GEN0261
FAB-W2069,LC-6063,BUY-2463,202403,APPAREL,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 2063,Global Threads Inc,Export,North,1503,1503,LOOM-GEN0262
FAB-W2069,LC-6063,BUY-2463,202404,APPAREL,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 2063,Global Threads Inc,Export,North,1462,1462,LOOM-GEN0262
FAB-W2070,LC-6064,BUY-2464,202403,LUXURY,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 2064,Luxe Drapes GmbH,Domestic,East,3021,3021,LOOM-GEN0263
FAB-W2070,LC-6064,BUY-2464,202404,LUXURY,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 2064,Luxe Drapes GmbH,Domestic,East,3174,3174,LOOM-GEN0263
FAB-W2071,LC-6065,BUY-2465,202403,HOME TEXTILES,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 2065,HomeDecor Co,Online,Central,3011,3011,LOOM-GEN0264
FAB-W2071,LC-6065,BUY-2465,202404,HOME TEXTILES,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 2065,HomeDecor Co,Online,Central,2685,2685,LOOM-GEN0264
FAB-W2072,LC-6066,BUY-2466,202403,APPAREL,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 2066,Nordic Fabrics Ltd,Export,West,2379,2379,LOOM-GEN0265
FAB-W2072,LC-6066,BUY-2466,202404,APPAREL,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 2066,Nordic Fabrics Ltd,Export,West,2384,2384,LOOM-GEN0265
FAB-W2073,LC-6067,BUY-2467,202403,LUXURY,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 2067,CurtainWorld,Domestic,South,3275,3275,LOOM-GEN0266
FAB-W2073,LC-6067,BUY-2467,202404,LUXURY,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 2067,CurtainWorld,Domestic,South,2898,2898,LOOM-GEN0266
FAB-W2074,LC-6068,BUY-2468,202403,HOME TEXTILES,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 2068,Textura Imports,Online,North,2860,2860,LOOM-GEN0267
FAB-W2074,LC-6068,BUY-2468,202404,HOME TEXTILES,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 2068,Textura Imports,Online,North,2682,2682,LOOM-GEN0267
FAB-W2075,LC-6069,BUY-2469,202403,APPAREL,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 2069,Weave & Co,Export,East,5194,5194,LOOM-GEN0268
FAB-W2075,LC-6069,BUY-2469,202404,APPAREL,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 2069,Weave & Co,Export,East,5296,5296,LOOM-GEN0268
FAB-W2076,LC-6070,BUY-2470,202403,LUXURY,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 2070,Loomcraft LLC,Domestic,Central,1978,1978,LOOM-GEN0269
FAB-W2076,LC-6070,BUY-2470,202404,LUXURY,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 2070,Loomcraft LLC,Domestic,Central,1745,1745,LOOM-GEN0269
FAB-W2077,LC-6071,BUY-2471,202403,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 2071,FabricMart Ltd,Online,West,4414,4414,LOOM-GEN0270
FAB-W2077,LC-6071,BUY-2471,202404,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 2071,FabricMart Ltd,Online,West,4855,4855,LOOM-GEN0270
FAB-W2078,LC-6072,BUY-2472,202403,APPAREL,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 2072,Global Threads Inc,Export,South,6360,6360,LOOM-GEN0271
FAB-W2078,LC-6072,BUY-2472,202404,APPAREL,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 2072,Global Threads Inc,Export,South,5495,5495,LOOM-GEN0271
FAB-W2079,LC-6073,BUY-2473,202403,LUXURY,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 2073,Luxe Drapes GmbH,Domestic,North,6243,6243,LOOM-GEN0272
FAB-W2079,LC-6073,BUY-2473,202404,LUXURY,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 2073,Luxe Drapes GmbH,Domestic,North,6075,6075,LOOM-GEN0272
FAB-W2080,LC-6074,BUY-2474,202403,HOME TEXTILES,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 2074,HomeDecor Co,Online,East,2916,2916,LOOM-GEN0273
FAB-W2080,LC-6074,BUY-2474,202404,HOME TEXTILES,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 2074,HomeDecor Co,Online,East,2623,2623,LOOM-GEN0273
FAB-W2081,LC-6075,BUY-2475,202403,APPAREL,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 2075,Nordic Fabrics Ltd,Export,Central,2654,2654,LOOM-GEN0274
FAB-W2081,LC-6075,BUY-2475,202404,APPAREL,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 2075,Nordic Fabrics Ltd,Export,Central,2373,2373,LOOM-GEN0274
FAB-W2082,LC-6076,BUY-2476,202403,LUXURY,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 2076,CurtainWorld,Domestic,West,6357,6357,LOOM-GEN0275
FAB-W2082,LC-6076,BUY-2476,202404,LUXURY,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 2076,CurtainWorld,Domestic,West,6741,6741,LOOM-GEN0275
FAB-W2083,LC-6077,BUY-2477,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 2077,Textura Imports,Online,South,2076,2076,LOOM-GEN0276
FAB-W2083,LC-6077,BUY-2477,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 2077,Textura Imports,Online,South,1832,1832,LOOM-GEN0276
FAB-W2084,LC-6078,BUY-2478,202403,APPAREL,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 2078,Weave & Co,Export,North,1082,1082,LOOM-GEN0277
FAB-W2084,LC-6078,BUY-2478,202404,APPAREL,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 2078,Weave & Co,Export,North,1141,1141,LOOM-GEN0277
FAB-W2085,LC-6079,BUY-2479,202403,LUXURY,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 2079,Loomcraft LLC,Domestic,East,5826,5826,LOOM-GEN0278
FAB-W2085,LC-6079,BUY-2479,202404,LUXURY,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 2079,Loomcraft LLC,Domestic,East,5026,5026,LOOM-GEN0278
FAB-W2086,LC-6080,BUY-2480,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 2080,FabricMart Ltd,Online,Central,5145,5145,LOOM-GEN0279
FAB-W2086,LC-6080,BUY-2480,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 2080,FabricMart Ltd,Online,Central,5393,5393,LOOM-GEN0279
FAB-W2087,LC-6081,BUY-2481,202403,APPAREL,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 2081,Global Threads Inc,Export,West,4587,4587,LOOM-GEN0280
FAB-W2087,LC-6081,BUY-2481,202404,APPAREL,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 2081,Global Threads Inc,Export,West,4336,4336,LOOM-GEN0280
FAB-W2088,LC-6082,BUY-2482,202403,LUXURY,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 2082,Luxe Drapes GmbH,Domestic,South,4471,4471,LOOM-GEN0281
FAB-W2088,LC-6082,BUY-2482,202404,LUXURY,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 2082,Luxe Drapes GmbH,Domestic,South,3981,3981,LOOM-GEN0281
FAB-W2089,LC-6083,BUY-2483,202403,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 2083,HomeDecor Co,Online,North,3480,3480,LOOM-GEN0282
FAB-W2089,LC-6083,BUY-2483,202404,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 2083,HomeDecor Co,Online,North,3204,3204,LOOM-GEN0282
FAB-W2090,LC-6084,BUY-2484,202403,APPAREL,Priya Nair,MID RETAIL,POLY-C Fabric Lot 2084,Nordic Fabrics Ltd,Export,East,6330,6330,LOOM-GEN0283
FAB-W2090,LC-6084,BUY-2484,202404,APPAREL,Priya Nair,MID RETAIL,POLY-C Fabric Lot 2084,Nordic Fabrics Ltd,Export,East,6559,6559,LOOM-GEN0283
