machine_id,loom_code,plant_weaving,plant_finishing,fabric_code,buyer_code,currency_code,exchange_rate,report_period,net_weight_kg,input_weight_kg,overhead_pct,yarn_grade,yarn_rate_per_kg,selling_price_inr,selling_price_fc,raw_material_inr,bought_out_inr,outsource_total_inr,outsource_weaving_inr,outsource_finishing_inr,domestic_outsource_inr,logistics_inr,packing_inr,forwarding_inr,process_tag
LOOM-GEN0437,LC-6238,9100,9200.0,FAB-W2244,BUY-2638,USD,83.5,202403,1.13,1.359,8.17,LINEN-A,242.95,1174.98,14.07,545.06,497.85,4.04,2.02,2.02,8.5,15.8,6.64,12.03,Monthly reconcile adjustment
LOOM-GEN0437,LC-6238,9100,9200.0,FAB-W2244,BUY-2638,USD,83.5,202404,1.13,1.359,8.17,LINEN-A,242.95,1174.98,14.07,545.06,497.85,4.04,2.02,2.02,8.5,15.8,6.64,12.03,Monthly reconcile adjustment
LOOM-GEN0438,LC-6239,6100,6200.0,FAB-W2245,BUY-2639,EUR,89.8,202403,1.714,2.167,7.33,VISCOSE-D,220.21,1229.82,13.7,530.82,439.44,25.03,12.52,12.52,8.78,20.95,8.05,12.64,Reviewed by finance team
LOOM-GEN0438,LC-6239,6100,6200.0,FAB-W2245,BUY-2639,EUR,89.8,202404,1.714,2.167,7.33,VISCOSE-D,220.21,1229.82,13.7,530.82,439.44,25.03,12.52,12.52,8.78,20.95,8.05,12.64,Reviewed by finance team
LOOM-GEN0439,LC-6240,7100,7200.0,FAB-W2246,BUY-2640,GBP,106.9,202403,0.789,0.951,10.35,MODAL-E,261.41,1070.5,10.01,479.38,498.4,28.14,14.07,14.07,9.64,13.32,15.48,5.19,Outsourced_here process cost
LOOM-GEN0439,LC-6240,7100,7200.0,FAB-W2246,BUY-2640,GBP,106.9,202404,0.789,0.951,10.35,MODAL-E,261.41,1070.5,10.01,479.38,498.4,28.14,14.07,14.07,9.64,13.32,15.48,5.19,Outsourced_here process cost
LOOM-GEN0440,LC-6241,9100,9200.0,FAB-W2247,BUY-2641,INR,1.0,202403,1.293,1.566,6.93,COTTON-A,378.31,1147.67,1147.67,498.09,450.43,19.22,9.61,9.61,3.07,26.75,8.01,11.98,Standard Weaving Cost
LOOM-GEN0440,LC-6241,9100,9200.0,FAB-W2247,BUY-2641,INR,1.0,202404,1.293,1.566,6.93,COTTON-A,378.31,1147.67,1147.67,498.09,450.43,19.22,9.61,9.61,3.07,26.75,8.01,11.98,Standard Weaving Cost
LOOM-GEN0441,LC-6242,6100,6200.0,FAB-W2248,BUY-2642,USD,83.5,202403,0.794,0.933,9.77,COTTON-B,231.22,372.59,4.46,159.29,149.53,23.59,11.79,11.79,0.63,29.86,16.08,11.99,Standard Weaving Cost
LOOM-GEN0441,LC-6242,6100,6200.0,FAB-W2248,BUY-2642,USD,83.5,202404,0.794,0.933,9.77,COTTON-B,231.22,372.59,4.46,159.29,149.53,23.59,11.79,11.79,0.63,29.86,16.08,11.99,Standard Weaving Cost
LOOM-GEN0442,LC-6243,7100,7200.0,FAB-W2249,BUY-2643,EUR,89.8,202403,1.421,1.72,7.34,POLY-B,399.39,731.39,8.14,350.75,313.08,19.13,9.56,9.56,6.2,10.14,9.0,6.43,Standard Weaving Cost
LOOM-GEN0442,LC-6243,7100,7200.0,FAB-W2249,BUY-2643,EUR,89.8,202404,1.421,1.72,7.34,POLY-B,399.39,731.39,8.14,350.75,313.08,19.13,9.56,9.56,6.2,10.14,9.0,6.43,Standard Weaving Cost
LOOM-GEN0443,LC-6244,9100,9200.0,FAB-W2250,BUY-2644,GBP,106.9,202403,1.711,1.979,8.6,POLY-C,374.91,406.47,3.8,172.3,147.11,8.94,4.47,4.47,3.15,14.76,19.12,15.83,Subcon Cost Considered here
LOOM-GEN0443,LC-6244,9100,9200.0,FAB-W2250,BUY-2644,GBP,106.9,202404,1.711,1.979,8.6,POLY-C,374.91,406.47,3.8,172.3,147.11,8.94,4.47,4.47,3.15,14.76,19.12,15.83,Subcon Cost Considered here
LOOM-GEN0444,LC-6245,6100,6200.0,FAB-W2251,BUY-2645,INR,1.0,202403,1.288,1.668,7.61,SILK-C,264.44,889.73,889.73,484.93,366.49,39.61,19.8,19.8,8.27,16.52,13.17,9.96,Monthly reconcile adjustment
LOOM-GEN0444,LC-6245,6100,6200.0,FAB-W2251,BUY-2645,INR,1.0,202404,1.288,1.668,7.61,SILK-C,264.44,889.73,889.73,484.93,366.49,39.61,19.8,19.8,8.27,16.52,13.17,9.96,Monthly reconcile adjustment
LOOM-GEN0445,LC-6246,7100,7200.0,FAB-W2252,BUY-2646,USD,83.5,202403,0.873,0.978,8.92,LINEN-A,244.61,488.01,5.84,214.81,227.75,25.27,12.63,12.63,1.11,11.65,9.5,5.56,Reviewed by finance team
LOOM-GEN0445,LC-6246,7100,7200.0,FAB-W2252,BUY-2646,USD,83.5,202404,0.873,0.978,8.92,LINEN-A,244.61,488.01,5.84,214.81,227.75,25.27,12.63,12.63,1.11,11.65,9.5,5.56,Reviewed by finance team
LOOM-GEN0446,LC-6247,9100,9200.0,FAB-W2253,BUY-2647,EUR,89.8,202403,1.855,2.147,7.99,VISCOSE-D,365.37,779.03,8.68,413.07,384.08,7.38,3.69,3.69,1.58,16.12,13.89,4.52,Outsourced_here process cost
LOOM-GEN0446,LC-6247,9100,9200.0,FAB-W2253,BUY-2647,EUR,89.8,202404,1.855,2.147,7.99,VISCOSE-D,365.37,779.03,8.68,413.07,384.08,7.38,3.69,3.69,1.58,16.12,13.89,4.52,Outsourced_here process cost
LOOM-GEN0447,LC-6248,6100,6200.0,FAB-W2254,BUY-2648,GBP,106.9,202403,0.967,1.242,9.9,MODAL-E,174.78,1168.95,10.93,625.08,411.23,2.78,1.39,1.39,8.05,8.96,13.59,5.38,Standard Weaving Cost
LOOM-GEN0447,LC-6248,6100,6200.0,FAB-W2254,BUY-2648,GBP,106.9,202404,0.967,1.242,9.9,MODAL-E,174.78,1168.95,10.93,625.08,411.23,2.78,1.39,1.39,8.05,8.96,13.59,5.38,Standard Weaving Cost
LOOM-GEN0448,LC-6249,7100,7200.0,FAB-W2255,BUY-2649,INR,1.0,202403,0.852,1.036,8.45,COTTON-A,302.6,1082.76,1082.76,523.16,478.72,23.35,11.68,11.68,7.63,12.26,7.16,5.69,Standard Weaving Cost
LOOM-GEN0448,LC-6249,7100,7200.0,FAB-W2255,BUY-2649,INR,1.0,202404,0.852,1.036,8.45,COTTON-A,302.6,1082.76,1082.76,523.16,478.72,23.35,11.68,11.68,7.63,12.26,7.16,5.69,Standard Weaving Cost
LOOM-GEN0449,LC-6250,9100,9200.0,FAB-W2256,BUY-2650,USD,83.5,202403,1.147,1.336,8.71,COTTON-B,387.97,1164.89,13.95,535.1,434.85,5.79,2.9,2.9,15.98,13.71,13.77,7.01,Standard Weaving Cost
LOOM-GEN0449,LC-6250,9100,9200.0,FAB-W2256,BUY-2650,USD,83.5,202404,1.147,1.336,8.71,COTTON-B,387.97,1164.89,13.95,535.1,434.85,5.79,2.9,2.9,15.98,13.71,13.77,7.01,Standard Weaving Cost
LOOM-GEN0450,LC-6251,6100,6200.0,FAB-W2257,BUY-2651,EUR,89.8,202403,1.362,1.605,9.4,POLY-B,200.62,788.41,8.78,378.49,311.45,1.66,0.83,0.83,18.86,26.43,18.2,14.96,Subcon Cost Considered here
LOOM-GEN0450,LC-6251,6100,6200.0,FAB-W2257,BUY-2651,EUR,89.8,202404,1.362,1.605,9.4,POLY-B,200.62,788.41,8.78,378.49,311.45,1.66,0.83,0.83,18.86,26.43,18.2,14.96,Subcon Cost Considered here
LOOM-GEN0451,LC-6252,7100,7200.0,FAB-W2258,BUY-2652,GBP,106.9,202403,0.644,0.728,9.22,POLY-C,328.33,1121.56,10.49,605.21,525.11,24.17,12.09,12.09,4.97,20.62,6.09,5.02,Monthly reconcile adjustment
LOOM-GEN0451,LC-6252,7100,7200.0,FAB-W2258,BUY-2652,GBP,106.9,202404,0.644,0.728,9.22,POLY-C,328.33,1121.56,10.49,605.21,525.11,24.17,12.09,12.09,4.97,20.62,6.09,5.02,Monthly reconcile adjustment
LOOM-GEN0452,LC-6253,9100,9200.0,FAB-W2259,BUY-2653,INR,1.0,202403,0.969,1.246,9.65,SILK-C,408.21,889.47,889.47,459.65,422.16,32.58,16.29,16.29,16.08,21.54,16.27,14.16,Reviewed by finance team
LOOM-GEN0452,LC-6253,9100,9200.0,FAB-W2259,BUY-2653,INR,1.0,202404,0.969,1.246,9.65,SILK-C,408.21,889.47,889.47,459.65,422.16,32.58,16.29,16.29,16.08,21.54,16.27,14.16,Reviewed by finance team
LOOM-GEN0453,LC-6254,6100,6200.0,FAB-W2260,BUY-2654,USD,83.5,202403,1.13,1.392,8.9,LINEN-A,413.17,1039.97,12.45,492.11,450.13,31.08,15.54,15.54,5.79,29.31,9.09,4.94,Outsourced_here process cost
LOOM-GEN0453,LC-6254,6100,6200.0,FAB-W2260,BUY-2654,USD,83.5,202404,1.13,1.392,8.9,LINEN-A,413.17,1039.97,12.45,492.11,450.13,31.08,15.54,15.54,5.79,29.31,9.09,4.94,Outsourced_here process cost
LOOM-GEN0454,LC-6255,7100,7200.0,FAB-W2261,BUY-2655,EUR,89.8,202403,0.731,0.915,8.56,VISCOSE-D,156.59,1164.97,12.97,618.76,518.44,12.48,6.24,6.24,18.98,15.52,7.2,12.45,Standard Weaving Cost
LOOM-GEN0454,LC-6255,7100,7200.0,FAB-W2261,BUY-2655,EUR,89.8,202404,0.731,0.915,8.56,VISCOSE-D,156.59,1164.97,12.97,618.76,518.44,12.48,6.24,6.24,18.98,15.52,7.2,12.45,Standard Weaving Cost
LOOM-GEN0455,LC-6256,9100,9200.0,FAB-W2262,BUY-2656,GBP,106.9,202403,0.819,1.005,8.28,MODAL-E,313.79,352.12,3.29,162.16,125.28,14.45,7.22,7.22,0.03,24.39,17.09,13.68,Standard Weaving Cost
LOOM-GEN0455,LC-6256,9100,9200.0,FAB-W2262,BUY-2656,GBP,106.9,202404,0.819,1.005,8.28,MODAL-E,313.79,352.12,3.29,162.16,125.28,14.45,7.22,7.22,0.03,24.39,17.09,13.68,Standard Weaving Cost
LOOM-GEN0456,LC-6257,6100,6200.0,FAB-W2263,BUY-2657,INR,1.0,202403,1.864,2.219,7.68,COTTON-A,389.78,785.83,785.83,351.78,277.61,4.18,2.09,2.09,16.19,15.78,18.75,7.26,Standard Weaving Cost
LOOM-GEN0456,LC-6257,6100,6200.0,FAB-W2263,BUY-2657,INR,1.0,202404,1.864,2.219,7.68,COTTON-A,389.78,785.83,785.83,351.78,277.61,4.18,2.09,2.09,16.19,15.78,18.75,7.26,Standard Weaving Cost
LOOM-GEN0457,LC-6258,7100,7200.0,FAB-W2264,BUY-2658,USD,83.5,202403,1.263,1.628,7.11,COTTON-B,228.28,1277.88,15.3,636.33,598.79,18.2,9.1,9.1,5.35,12.89,18.01,15.25,Subcon Cost Considered here
LOOM-GEN0457,LC-6258,7100,7200.0,FAB-W2264,BUY-2658,USD,83.5,202404,1.263,1.628,7.11,COTTON-B,228.28,1277.88,15.3,636.33,598.79,18.2,9.1,9.1,5.35,12.89,18.01,15.25,Subcon Cost Considered here
LOOM-GEN0458,LC-6259,9100,9200.0,FAB-W2265,BUY-2659,EUR,89.8,202403,0.972,1.189,8.82,POLY-B,423.97,849.0,9.45,356.99,417.19,9.88,4.94,4.94,2.13,13.03,16.47,15.99,Monthly reconcile adjustment
LOOM-GEN0458,LC-6259,9100,9200.0,FAB-W2265,BUY-2659,EUR,89.8,202404,0.972,1.189,8.82,POLY-B,423.97,849.0,9.45,356.99,417.19,9.88,4.94,4.94,2.13,13.03,16.47,15.99,Monthly reconcile adjustment
LOOM-GEN0459,LC-6260,6100,6200.0,FAB-W2266,BUY-2660,GBP,106.9,202403,1.005,1.143,9.02,POLY-C,437.95,417.27,3.9,220.46,147.1,6.71,3.35,3.35,15.18,17.92,9.27,4.78,Reviewed by finance team
LOOM-GEN0459,LC-6260,6100,6200.0,FAB-W2266,BUY-2660,GBP,106.9,202404,1.005,1.143,9.02,POLY-C,437.95,417.27,3.9,220.46,147.1,6.71,3.35,3.35,15.18,17.92,9.27,4.78,Reviewed by finance team
LOOM-GEN0460,LC-6261,7100,7200.0,FAB-W2267,BUY-2661,INR,1.0,202403,1.504,1.668,8.46,SILK-C,432.82,579.36,579.36,294.96,205.92,1.07,0.54,0.54,10.68,16.93,10.65,8.88,Outsourced_here process cost
LOOM-GEN0460,LC-6261,7100,7200.0,FAB-W2267,BUY-2661,INR,1.0,202404,1.504,1.668,8.46,SILK-C,432.82,579.36,579.36,294.96,205.92,1.07,0.54,0.54,10.68,16.93,10.65,8.88,Outsourced_here process cost
LOOM-GEN0461,LC-6262,9100,9200.0,FAB-W2268,BUY-2662,USD,83.5,202403,0.732,0.852,8.08,LINEN-A,248.2,624.19,7.48,267.14,259.74,38.02,19.01,19.01,8.0,21.19,18.28,8.54,Standard Weaving Cost
LOOM-GEN0461,LC-6262,9100,9200.0,FAB-W2268,BUY-2662,USD,83.5,202404,0.732,0.852,8.08,LINEN-A,248.2,624.19,7.48,267.14,259.74,38.02,19.01,19.01,8.0,21.19,18.28,8.54,Standard Weaving Cost
LOOM-GEN0462,LC-6263,6100,6200.0,FAB-W2269,BUY-2663,EUR,89.8,202403,1.49,1.813,8.58,VISCOSE-D,209.64,589.71,6.57,252.99,207.47,25.99,12.99,12.99,8.11,10.34,19.84,15.06,Standard Weaving Cost
LOOM-GEN0462,LC-6263,6100,6200.0,FAB-W2269,BUY-2663,EUR,89.8,202404,1.49,1.813,8.58,VISCOSE-D,209.64,589.71,6.57,252.99,207.47,25.99,12.99,12.99,8.11,10.34,19.84,15.06,Standard Weaving Cost
LOOM-GEN0463,LC-6264,7100,7200.0,FAB-W2270,BUY-2664,GBP,106.9,202403,1.238,1.478,9.51,MODAL-E,266.69,1252.2,11.71,650.49,479.95,19.22,9.61,9.61,11.48,14.82,8.76,6.42,Standard Weaving Cost
LOOM-GEN0463,LC-6264,7100,7200.0,FAB-W2270,BUY-2664,GBP,106.9,202404,1.238,1.478,9.51,MODAL-E,266.69,1252.2,11.71,650.49,479.95,19.22,9.61,9.61,11.48,14.82,8.76,6.42,Standard Weaving Cost
LOOM-GEN0464,LC-6265,9100,9200.0,FAB-W2271,BUY-2665,INR,1.0,202403,1.986,2.199,8.61,COTTON-A,156.51,1190.72,1190.72,568.58,519.23,30.36,15.18,15.18,16.64,29.84,9.89,4.28,Subcon Cost Considered here
LOOM-GEN0464,LC-6265,9100,9200.0,FAB-W2271,BUY-2665,INR,1.0,202404,1.986,2.199,8.61,COTTON-A,156.51,1190.72,1190.72,568.58,519.23,30.36,15.18,15.18,16.64,29.84,9.89,4.28,Subcon Cost Considered here
LOOM-GEN0465,LC-6266,6100,6200.0,FAB-W2272,BUY-2666,USD,83.5,202403,1.891,2.181,7.67,COTTON-B,431.79,1119.65,13.41,518.9,491.29,17.91,8.96,8.96,4.55,13.13,15.27,7.64,Monthly reconcile adjustment
LOOM-GEN0465,LC-6266,6100,6200.0,FAB-W2272,BUY-2666,USD,83.5,202404,1.891,2.181,7.67,COTTON-B,431.79,1119.65,13.41,518.9,491.29,17.91,8.96,8.96,4.55,13.13,15.27,7.64,Monthly reconcile adjustment
LOOM-GEN0466,LC-6267,7100,7200.0,FAB-W2273,BUY-2667,EUR,89.8,202403,1.391,1.643,9.31,POLY-B,233.01,1243.12,13.84,559.09,618.88,19.2,9.6,9.6,13.59,26.01,16.18,8.32,Reviewed by finance team
LOOM-GEN0466,LC-6267,7100,7200.0,FAB-W2273,BUY-2667,EUR,89.8,202404,1.391,1.643,9.31,POLY-B,233.01,1243.12,13.84,559.09,618.88,19.2,9.6,9.6,13.59,26.01,16.18,8.32,Reviewed by finance team
LOOM-GEN0467,LC-6268,9100,9200.0,FAB-W2274,BUY-2668,GBP,106.9,202403,1.87,2.385,9.53,POLY-C,222.67,1010.0,9.45,501.1,380.79,25.06,12.53,12.53,19.6,12.72,11.4,5.34,Outsourced_here process cost
LOOM-GEN0467,LC-6268,9100,9200.0,FAB-W2274,BUY-2668,GBP,106.9,202404,1.87,2.385,9.53,POLY-C,222.67,1010.0,9.45,501.1,380.79,25.06,12.53,12.53,19.6,12.72,11.4,5.34,Outsourced_here process cost
LOOM-GEN0468,LC-6269,6100,6200.0,FAB-W2275,BUY-2669,INR,1.0,202403,1.636,1.956,9.83,SILK-C,197.67,1294.73,1294.73,580.22,563.45,12.14,6.07,6.07,8.55,28.09,9.82,9.94,Standard Weaving Cost
LOOM-GEN0468,LC-6269,6100,6200.0,FAB-W2275,BUY-2669,INR,1.0,202404,1.636,1.956,9.83,SILK-C,197.67,1294.73,1294.73,580.22,563.45,12.14,6.07,6.07,8.55,28.09,9.82,9.94,Standard Weaving Cost
LOOM-GEN0469,LC-6270,7100,7200.0,FAB-W2276,BUY-2670,USD,83.5,202403,1.612,2.073,7.28,LINEN-A,366.26,882.15,10.56,410.53,378.36,34.31,17.16,17.16,19.39,13.36,14.7,14.39,Standard Weaving Cost
LOOM-GEN0469,LC-6270,7100,7200.0,FAB-W2276,BUY-2670,USD,83.5,202404,1.612,2.073,7.28,LINEN-A,366.26,882.15,10.56,410.53,378.36,34.31,17.16,17.16,19.39,13.36,14.7,14.39,Standard Weaving Cost
LOOM-GEN0470,LC-6271,9100,9200.0,FAB-W2277,BUY-2671,EUR,89.8,202403,1.522,1.792,8.31,VISCOSE-D,150.52,1016.23,11.32,557.74,501.86,10.94,5.47,5.47,4.02,10.74,16.71,15.01,Standard Weaving Cost
LOOM-GEN0470,LC-6271,9100,9200.0,FAB-W2277,BUY-2671,EUR,89.8,202404,1.522,1.792,8.31,VISCOSE-D,150.52,1016.23,11.32,557.74,501.86,10.94,5.47,5.47,4.02,10.74,16.71,15.01,Standard Weaving Cost
LOOM-GEN0471,LC-6272,6100,6200.0,FAB-W2278,BUY-2672,GBP,106.9,202403,1.147,1.477,8.22,MODAL-E,240.55,881.25,8.24,381.73,423.8,32.99,16.5,16.5,9.25,10.76,18.33,5.46,Subcon Cost Considered here
LOOM-GEN0471,LC-6272,6100,6200.0,FAB-W2278,BUY-2672,GBP,106.9,202404,1.147,1.477,8.22,MODAL-E,240.55,881.25,8.24,381.73,423.8,32.99,16.5,16.5,9.25,10.76,18.33,5.46,Subcon Cost Considered here
LOOM-GEN0472,LC-6273,7100,7200.0,FAB-W2279,BUY-2673,INR,1.0,202403,0.791,0.874,9.29,COTTON-A,313.86,931.74,931.74,504.52,377.96,10.52,5.26,5.26,6.05,12.59,14.3,12.33,Monthly reconcile adjustment
LOOM-GEN0472,LC-6273,7100,7200.0,FAB-W2279,BUY-2673,INR,1.0,202404,0.791,0.874,9.29,COTTON-A,313.86,931.74,931.74,504.52,377.96,10.52,5.26,5.26,6.05,12.59,14.3,12.33,Monthly reconcile adjustment
LOOM-GEN0473,LC-6274,9100,9200.0,FAB-W2280,BUY-2674,USD,83.5,202403,1.227,1.375,7.68,COTTON-B,442.47,963.59,11.54,449.88,337.97,34.96,17.48,17.48,11.99,13.22,15.26,9.71,Reviewed by finance team
LOOM-GEN0473,LC-6274,9100,9200.0,FAB-W2280,BUY-2674,USD,83.5,202404,1.227,1.375,7.68,COTTON-B,442.47,963.59,11.54,449.88,337.97,34.96,17.48,17.48,11.99,13.22,15.26,9.71,Reviewed by finance team
LOOM-GEN0474,LC-6275,6100,6200.0,FAB-W2281,BUY-2675,EUR,89.8,202403,1.776,1.989,8.66,POLY-B,250.39,1256.08,13.99,622.78,468.06,12.89,6.45,6.45,12.09,26.75,6.77,4.29,Outsourced_here process cost
LOOM-GEN0474,LC-6275,6100,6200.0,FAB-W2281,BUY-2675,EUR,89.8,202404,1.776,1.989,8.66,POLY-B,250.39,1256.08,13.99,622.78,468.06,12.89,6.45,6.45,12.09,26.75,6.77,4.29,Outsourced_here process cost
LOOM-GEN0475,LC-6276,7100,7200.0,FAB-W2282,BUY-2676,GBP,106.9,202403,1.893,2.23,6.71,POLY-C,135.81,426.19,3.99,232.1,201.53,26.69,13.35,13.35,15.0,9.83,10.57,4.89,Standard Weaving Cost
LOOM-GEN0475,LC-6276,7100,7200.0,FAB-W2282,BUY-2676,GBP,106.9,202404,1.893,2.23,6.71,POLY-C,135.81,426.19,3.99,232.1,201.53,26.69,13.35,13.35,15.0,9.83,10.57,4.89,Standard Weaving Cost
LOOM-GEN0476,LC-6277,9100,9200.0,FAB-W2283,BUY-2677,INR,1.0,202403,0.699,0.851,7.27,SILK-C,205.11,589.76,589.76,306.84,261.57,20.57,10.29,10.29,2.79,9.93,9.23,4.56,Standard Weaving Cost
LOOM-GEN0476,LC-6277,9100,9200.0,FAB-W2283,BUY-2677,INR,1.0,202404,0.699,0.851,7.27,SILK-C,205.11,589.76,589.76,306.84,261.57,20.57,10.29,10.29,2.79,9.93,9.23,4.56,Standard Weaving Cost
LOOM-GEN0477,LC-6278,6100,6200.0,FAB-W2284,BUY-2678,USD,83.5,202403,1.636,1.967,9.12,LINEN-A,183.76,1161.01,13.9,588.15,471.74,22.92,11.46,11.46,1.02,22.97,19.3,14.96,Standard Weaving Cost
LOOM-GEN0477,LC-6278,6100,6200.0,FAB-W2284,BUY-2678,USD,83.5,202404,1.636,1.967,9.12,LINEN-A,183.76,1161.01,13.9,588.15,471.74,22.92,11.46,11.46,1.02,22.97,19.3,14.96,Standard Weaving Cost
LOOM-GEN0478,LC-6279,7100,7200.0,FAB-W2285,BUY-2679,EUR,89.8,202403,1.748,2.221,8.41,VISCOSE-D,184.89,1235.56,13.76,530.75,481.32,10.5,5.25,5.25,2.5,22.88,19.22,9.59,Subcon Cost Considered here
LOOM-GEN0478,LC-6279,7100,7200.0,FAB-W2285,BUY-2679,EUR,89.8,202404,1.748,2.221,8.41,VISCOSE-D,184.89,1235.56,13.76,530.75,481.32,10.5,5.25,5.25,2.5,22.88,19.22,9.59,Subcon Cost Considered here
LOOM-GEN0479,LC-6280,9100,9200.0,FAB-W2286,BUY-2680,GBP,106.9,202403,1.479,1.813,8.15,MODAL-E,417.34,694.66,6.5,320.39,286.79,24.24,12.12,12.12,2.53,9.58,19.88,10.56,Monthly reconcile adjustment
LOOM-GEN0479,LC-6280,9100,9200.0,FAB-W2286,BUY-2680,GBP,106.9,202404,1.479,1.813,8.15,MODAL-E,417.34,694.66,6.5,320.39,286.79,24.24,12.12,12.12,2.53,9.58,19.88,10.56,Monthly reconcile adjustment
LOOM-GEN0480,LC-6281,6100,6200.0,FAB-W2287,BUY-2681,INR,1.0,202403,1.83,2.021,7.35,COTTON-A,146.93,1040.87,1040.87,490.97,409.18,19.23,9.62,9.62,1.26,21.85,19.65,6.68,Reviewed by finance team
LOOM-GEN0480,LC-6281,6100,6200.0,FAB-W2287,BUY-2681,INR,1.0,202404,1.83,2.021,7.35,COTTON-A,146.93,1040.87,1040.87,490.97,409.18,19.23,9.62,9.62,1.26,21.85,19.65,6.68,Reviewed by finance team
LOOM-GEN0481,LC-6282,7100,7200.0,FAB-W2288,BUY-2682,USD,83.5,202403,0.641,0.729,7.55,COTTON-B,158.4,946.4,11.33,472.24,391.37,7.57,3.79,3.79,18.26,21.41,6.93,14.17,Outsourced_here process cost
LOOM-GEN0481,LC-6282,7100,7200.0,FAB-W2288,BUY-2682,USD,83.5,202404,0.641,0.729,7.55,COTTON-B,158.4,946.4,11.33,472.24,391.37,7.57,3.79,3.79,18.26,21.41,6.93,14.17,Outsourced_here process cost
LOOM-GEN0482,LC-6283,9100,9200.0,FAB-W2289,BUY-2683,EUR,89.8,202403,1.208,1.332,7.48,POLY-B,194.36,898.53,10.01,385.29,391.52,9.12,4.56,4.56,3.59,15.55,17.04,10.4,Standard Weaving Cost
LOOM-GEN0482,LC-6283,9100,9200.0,FAB-W2289,BUY-2683,EUR,89.8,202404,1.208,1.332,7.48,POLY-B,194.36,898.53,10.01,385.29,391.52,9.12,4.56,4.56,3.59,15.55,17.04,10.4,Standard Weaving Cost
LOOM-GEN0483,LC-6284,6100,6200.0,FAB-W2290,BUY-2684,GBP,106.9,202403,1.84,2.258,8.11,POLY-C,269.89,446.61,4.18,209.67,196.68,18.44,9.22,9.22,5.2,26.61,13.95,14.15,Standard Weaving Cost
LOOM-GEN0483,LC-6284,6100,6200.0,FAB-W2290,BUY-2684,GBP,106.9,202404,1.84,2.258,8.11,POLY-C,269.89,446.61,4.18,209.67,196.68,18.44,9.22,9.22,5.2,26.61,13.95,14.15,Standard Weaving Cost
LOOM-GEN0484,LC-6285,7100,7200.0,FAB-W2291,BUY-2685,INR,1.0,202403,0.832,0.946,7.24,SILK-C,322.92,1073.53,1073.53,486.91,485.85,11.14,5.57,5.57,19.23,25.63,16.46,9.15,Standard Weaving Cost
LOOM-GEN0484,LC-6285,7100,7200.0,FAB-W2291,BUY-2685,INR,1.0,202404,0.832,0.946,7.24,SILK-C,322.92,1073.53,1073.53,486.91,485.85,11.14,5.57,5.57,19.23,25.63,16.46,9.15,Standard Weaving Cost
LOOM-GEN0485,LC-6286,9100,9200.0,FAB-W2292,BUY-2686,USD,83.5,202403,1.585,1.915,8.53,LINEN-A,407.8,1189.6,14.25,511.14,556.11,8.9,4.45,4.45,0.93,13.67,14.47,10.24,Subcon Cost Considered here
LOOM-GEN0485,LC-6286,9100,9200.0,FAB-W2292,BUY-2686,USD,83.5,202404,1.585,1.915,8.53,LINEN-A,407.8,1189.6,14.25,511.14,556.11,8.9,4.45,4.45,0.93,13.67,14.47,10.24,Subcon Cost Considered here
LOOM-GEN0486,LC-6287,6100,6200.0,FAB-W2293,BUY-2687,EUR,89.8,202403,1.049,1.259,6.84,VISCOSE-D,230.2,1017.36,11.33,505.83,456.78,27.77,13.88,13.88,15.42,28.02,15.78,6.0,Monthly reconcile adjustment
LOOM-GEN0486,LC-6287,6100,6200.0,FAB-W2293,BUY-2687,EUR,89.8,202404,1.049,1.259,6.84,VISCOSE-D,230.2,1017.36,11.33,505.83,456.78,27.77,13.88,13.88,15.42,28.02,15.78,6.0,Monthly reconcile adjustment
LOOM-GEN0487,LC-6288,7100,7200.0,FAB-W2294,BUY-2688,GBP,106.9,202403,1.274,1.523,8.94,MODAL-E,176.67,688.51,6.44,297.94,256.67,28.53,14.27,14.27,5.33,16.58,9.3,6.02,Reviewed by finance team
LOOM-GEN0487,LC-6288,7100,7200.0,FAB-W2294,BUY-2688,GBP,106.9,202404,1.274,1.523,8.94,MODAL-E,176.67,688.51,6.44,297.94,256.67,28.53,14.27,14.27,5.33,16.58,9.3,6.02,Reviewed by finance team
LOOM-GEN0488,LC-6289,9100,9200.0,FAB-W2295,BUY-2689,INR,1.0,202403,1.177,1.503,10.37,COTTON-A,250.44,371.36,371.36,163.01,148.02,11.88,5.94,5.94,10.7,8.15,14.71,8.14,Outsourced_here process cost
LOOM-GEN0488,LC-6289,9100,9200.0,FAB-W2295,BUY-2689,INR,1.0,202404,1.177,1.503,10.37,COTTON-A,250.44,371.36,371.36,163.01,148.02,11.88,5.94,5.94,10.7,8.15,14.71,8.14,Outsourced_here process cost
LOOM-GEN0489,LC-6290,6100,6200.0,FAB-W2296,BUY-2690,USD,83.5,202403,1.467,1.78,8.46,COTTON-B,373.96,1035.41,12.4,565.46,486.12,7.82,3.91,3.91,16.61,29.49,17.94,7.79,Standard Weaving Cost
LOOM-GEN0489,LC-6290,6100,6200.0,FAB-W2296,BUY-2690,USD,83.5,202404,1.467,1.78,8.46,COTTON-B,373.96,1035.41,12.4,565.46,486.12,7.82,3.91,3.91,16.61,29.49,17.94,7.79,Standard Weaving Cost
