yarn_code,rate_per_unit,rate_period,unit_of_measure
Y-GEN-3320,380.32,202403,KG
Y-GEN-3320,425.77,202404,KG
Y-GEN-3321,124.07,202403,KG
Y-GEN-3321,142.05,202404,KG
Y-GEN-3322,414.25,202403,KG
Y-GEN-3322,501.3,202404,KG
Y-GEN-3323,427.28,202403,KG
Y-GEN-3323,552.96,202404,KG
Y-GEN-3324,261.79,202403,KG
Y-GEN-3324,298.91,202404,KG
Y-GEN-3325,187.04,202403,KG
Y-GEN-3325,227.29,202404,KG
Y-GEN-3326,341.49,202403,KG
Y-GEN-3326,410.75,202404,KG
Y-GEN-3327,209.26,202403,KG
Y-GEN-3327,241.41,202404,KG
Y-GEN-3328,261.57,202403,KG
Y-GEN-3328,292.93,202404,KG
Y-GEN-3329,365.07,202403,KG
Y-GEN-3329,402.72,202404,KG
Y-GEN-3330,400.16,202403,KG
Y-GEN-3330,484.5,202404,KG
Y-GEN-3331,395600.0,202403,TO
Y-GEN-3331,499300.0,202404,TO
Y-GEN-3332,448.19,202403,KG
Y-GEN-3332,473.21,202404,KG
Y-GEN-3333,129.72,202403,KG
Y-GEN-3333,157.6,202404,KG
Y-GEN-3334,356.66,202403,KG
Y-GEN-3334,380.84,202404,KG
Y-GEN-3335,446.17,202403,KG
Y-GEN-3335,531.03,202404,KG
Y-GEN-3336,385.04,202403,KG
Y-GEN-3336,470.45,202404,KG
Y-GEN-3337,258.87,202403,KG
Y-GEN-3337,310.65,202404,KG
Y-GEN-3338,378.97,202403,KG
Y-GEN-3338,422.14,202404,KG
Y-GEN-3339,281.64,202403,KG
Y-GEN-3339,322.75,202404,KG
Y-GEN-3340,301.2,202403,KG
Y-GEN-3340,346.69,202404,KG
Y-GEN-3341,187.71,202403,KG
Y-GEN-3341,232.97,202404,KG
Y-GEN-3342,263.72,202403,KG
Y-GEN-3342,292.58,202404,KG
Y-GEN-3343,257.92,202403,KG
Y-GEN-3343,286.29,202404,KG
Y-GEN-3344,177.42,202403,KG
Y-GEN-3344,207.62,202404,KG
Y-GEN-3345,127.82,202403,KG
Y-GEN-3345,131.59,202404,KG
Y-GEN-3346,402.49,202403,KG
Y-GEN-3346,398.13,202404,KG
Y-GEN-3347,197.85,202403,KG
Y-GEN-3347,191.09,202404,KG
Y-GEN-3348,136.43,202403,KG
Y-GEN-3348,175.03,202404,KG
Y-GEN-3349,382.78,202403,KG
Y-GEN-3349,479.33,202404,KG
Y-GEN-3350,224.38,202403,KG
Y-GEN-3350,219.26,202404,KG
Y-GEN-3351,370.82,202403,KG
Y-GEN-3351,369.86,202404,KG
Y-GEN-3352,422.65,202403,KG
Y-GEN-3352,526.94,202404,KG
Y-GEN-3353,221.74,202403,KG
Y-GEN-3353,287.19,202404,KG
Y-GEN-3354,128.86,202403,KG
Y-GEN-3354,123.85,202404,KG
Y-GEN-3355,274.4,202403,KG
Y-GEN-3355,344.94,202404,KG
Y-GEN-3356,220.07,202403,KG
Y-GEN-3356,221.48,202404,KG
Y-GEN-3357,169.6,202403,KG
Y-GEN-3357,179.14,202404,KG
Y-GEN-3358,137.6,202403,KG
Y-GEN-3358,149.99,202404,KG
Y-GEN-3359,313.57,202403,KG
Y-GEN-3359,401.56,202404,KG
Y-GEN-3360,337.24,202403,KG
Y-GEN-3360,322.71,202404,KG
Y-GEN-3361,333.08,202403,KG
Y-GEN-3361,323.63,202404,KG
Y-GEN-3362,167.05,202403,KG
Y-GEN-3362,170.49,202404,KG
Y-GEN-3363,139.28,202403,KG
Y-GEN-3363,151.74,202404,KG
Y-GEN-3364,307.55,202403,KG
Y-GEN-3364,310.77,202404,KG
Y-GEN-3365,285.87,202403,KG
Y-GEN-3365,310.87,202404,KG
Y-GEN-3366,311.19,202403,KG
Y-GEN-3366,331.63,202404,KG
Y-GEN-3367,231.07,202403,KG
Y-GEN-3367,250.46,202404,KG
Y-GEN-3368,392460.0,202403,TO
Y-GEN-3368,392750.0,202404,TO
Y-GEN-3369,120.46,202403,KG
Y-GEN-3369,150.47,202404,KG
Y-GEN-3370,295.69,202403,KG
Y-GEN-3370,377.38,202404,KG
Y-GEN-3371,267.64,202403,KG
Y-GEN-3371,289.01,202404,KG
Y-GEN-3372,318.36,202403,KG
Y-GEN-3372,380.75,202404,KG
Y-GEN-3373,438.28,202403,KG
Y-GEN-3373,542.61,202404,KG
Y-GEN-3374,385.67,202403,KG
Y-GEN-3374,494.63,202404,KG
Y-GEN-3375,121.36,202403,KG
Y-GEN-3375,117.08,202404,KG
Y-GEN-3376,404.78,202403,KG
Y-GEN-3376,424.24,202404,KG
Y-GEN-3377,270.9,202403,KG
Y-GEN-3377,326.78,202404,KG
Y-GEN-3378,218.68,202403,KG
Y-GEN-3378,266.44,202404,KG
Y-GEN-3379,134.41,202403,KG
Y-GEN-3379,131.79,202404,KG
Y-GEN-3380,243.01,202403,KG
Y-GEN-3380,254.87,202404,KG
Y-GEN-3381,419.34,202403,KG
Y-GEN-3381,472.82,202404,KG
Y-GEN-3382,414.63,202403,KG
Y-GEN-3382,467.41,202404,KG
Y-GEN-3383,408.75,202403,KG
Y-GEN-3383,398.17,202404,KG
Y-GEN-3384,181.03,202403,KG
Y-GEN-3384,219.27,202404,KG
Y-GEN-3385,369.12,202403,KG
Y-GEN-3385,435.91,202404,KG
Y-GEN-3386,181.57,202403,KG
Y-GEN-3386,202.18,202404,KG
Y-GEN-3387,227.93,202403,KG
Y-GEN-3387,276.38,202404,KG
Y-GEN-3388,418.84,202403,KG
Y-GEN-3388,492.3,202404,KG
Y-GEN-3389,211.23,202403,KG
Y-GEN-3389,232.44,202404,KG
Y-GEN-3390,306.87,202403,KG
Y-GEN-3390,295.52,202404,KG
Y-GEN-3391,448.97,202403,KG
Y-GEN-3391,481.52,202404,KG
Y-GEN-3392,266.11,202403,KG
Y-GEN-3392,270.45,202404,KG
Y-GEN-3393,155.56,202403,KG
Y-GEN-3393,157.23,202404,KG
Y-GEN-3394,232.13,202403,KG
Y-GEN-3394,247.25,202404,KG
Y-GEN-3395,165.66,202403,KG
Y-GEN-3395,184.36,202404,KG
Y-GEN-3396,326.53,202403,KG
Y-GEN-3396,369.67,202404,KG
Y-GEN-3397,255.68,202403,KG
Y-GEN-3397,284.79,202404,KG
Y-GEN-3398,332.64,202403,KG
Y-GEN-3398,417.46,202404,KG
Y-GEN-3399,177.32,202403,KG
Y-GEN-3399,228.97,202404,KG
Y-GEN-3400,399.59,202403,KG
Y-GEN-3400,478.23,202404,KG
Y-GEN-3401,304.96,202403,KG
Y-GEN-3401,348.66,202404,KG
Y-GEN-3402,350.75,202403,KG
Y-GEN-3402,398.32,202404,KG
Y-GEN-3403,378.12,202403,KG
Y-GEN-3403,431.63,202404,KG
Y-GEN-3404,432.72,202403,KG
Y-GEN-3404,536.38,202404,KG
Y-GEN-3405,271780.0,202403,TO
Y-GEN-3405,305540.0,202404,TO
Y-GEN-3406,312.28,202403,KG
Y-GEN-3406,350.37,202404,KG
Y-GEN-3407,419.23,202403,KG
Y-GEN-3407,448.6,202404,KG
Y-GEN-3408,428.24,202403,KG
Y-GEN-3408,495.79,202404,KG
Y-GEN-3409,361.82,202403,KG
Y-GEN-3409,402.45,202404,KG
Y-GEN-3410,331.43,202403,KG
Y-GEN-3410,377.41,202404,KG
Y-GEN-3411,195.93,202403,KG
Y-GEN-3411,228.63,202404,KG
Y-GEN-3412,284.15,202403,KG
Y-GEN-3412,341.06,202404,KG
Y-GEN-3413,314.77,202403,KG
Y-GEN-3413,388.55,202404,KG
Y-GEN-3414,305.6,202403,KG
Y-GEN-3414,375.46,202404,KG
Y-GEN-3415,182.09,202403,KG
Y-GEN-3415,179.92,202404,KG
Y-GEN-3416,214.72,202403,KG
Y-GEN-3416,207.45,202404,KG
Y-GEN-3417,336.75,202403,KG
Y-GEN-3417,416.02,202404,KG
Y-GEN-3418,408.19,202403,KG
Y-GEN-3418,529.75,202404,KG
Y-GEN-3419,403.02,202403,KG
Y-GEN-3419,497.12,202404,KG
Y-GEN-3420,341.48,202403,KG
Y-GEN-3420,402.38,202404,KG
Y-GEN-3421,201.02,202403,KG
Y-GEN-3421,220.24,202404,KG
Y-GEN-3422,316.92,202403,KG
Y-GEN-3422,337.03,202404,KG
Y-GEN-3423,126.42,202403,KG
Y-GEN-3423,125.25,202404,KG
Y-GEN-3424,290.41,202403,KG
Y-GEN-3424,298.98,202404,KG
Y-GEN-3425,259.85,202403,KG
Y-GEN-3425,258.28,202404,KG
Y-GEN-3426,143.86,202403,KG
Y-GEN-3426,178.71,202404,KG
Y-GEN-3427,408.32,202403,KG
Y-GEN-3427,424.61,202404,KG
Y-GEN-3428,346.89,202403,KG
Y-GEN-3428,344.39,202404,KG
Y-GEN-3429,394.88,202403,KG
Y-GEN-3429,408.67,202404,KG
Y-GEN-3430,221.02,202403,KG
Y-GEN-3430,262.74,202404,KG
Y-GEN-3431,146.06,202403,KG
Y-GEN-3431,139.25,202404,KG
Y-GEN-3432,340.37,202403,KG
Y-GEN-3432,423.06,202404,KG
Y-GEN-3433,225.4,202403,KG
Y-GEN-3433,258.81,202404,KG
Y-GEN-3434,250.16,202403,KG
Y-GEN-3434,276.65,202404,KG
Y-GEN-3435,378.36,202403,KG
Y-GEN-3435,414.61,202404,KG
Y-GEN-3436,198.14,202403,KG
Y-GEN-3436,225.87,202404,KG
Y-GEN-3437,148.12,202403,KG
Y-GEN-3437,155.4,202404,KG
Y-GEN-3438,225.71,202403,KG
Y-GEN-3438,270.76,202404,KG
Y-GEN-3439,399.32,202403,KG
Y-GEN-3439,508.08,202404,KG
Y-GEN-3440,432.36,202403,KG
Y-GEN-3440,542.28,202404,KG
Y-GEN-3441,301.89,202403,KG
Y-GEN-3441,359.76,202404,KG
Y-GEN-3442,369290.0,202403,TO
Y-GEN-3442,476060.0,202404,TO
Y-GEN-3443,208.83,202403,KG
Y-GEN-3443,215.71,202404,KG
Y-GEN-3444,380.32,202403,KG
Y-GEN-3444,372.94,202404,KG
Y-GEN-3445,137.22,202403,KG
Y-GEN-3445,164.29,202404,KG
Y-GEN-3446,405.42,202403,KG
Y-GEN-3446,473.93,202404,KG
Y-GEN-3447,135.28,202403,KG
Y-GEN-3447,174.53,202404,KG
Y-GEN-3448,190.05,202403,KG
Y-GEN-3448,242.83,202404,KG
Y-GEN-3449,147.03,202403,KG
Y-GEN-3449,174.83,202404,KG
Y-GEN-3450,268.76,202403,KG
Y-GEN-3450,258.87,202404,KG
Y-GEN-3451,324.12,202403,KG
Y-GEN-3451,341.1,202404,KG
Y-GEN-3452,380.77,202403,KG
Y-GEN-3452,410.18,202404,KG
Y-GEN-3453,211.98,202403,KG
Y-GEN-3453,218.59,202404,KG
Y-GEN-3454,298.59,202403,KG
Y-GEN-3454,377.69,202404,KG
Y-GEN-3455,148.19,202403,KG
Y-GEN-3455,186.81,202404,KG
Y-GEN-3456,242.33,202403,KG
Y-GEN-3456,313.03,202404,KG
Y-GEN-3457,222.21,202403,KG
Y-GEN-3457,229.25,202404,KG
Y-GEN-3458,218.84,202403,KG
Y-GEN-3458,284.22,202404,KG
Y-GEN-3459,398.27,202403,KG
Y-GEN-3459,478.66,202404,KG
Y-GEN-3460,228.16,202403,KG
Y-GEN-3460,263.72,202404,KG
Y-GEN-3461,170.24,202403,KG
Y-GEN-3461,178.17,202404,KG
Y-GEN-3462,153.93,202403,KG
Y-GEN-3462,174.09,202404,KG
Y-GEN-3463,439.45,202403,KG
Y-GEN-3463,523.75,202404,KG
Y-GEN-3464,317.99,202403,KG
Y-GEN-3464,405.84,202404,KG
Y-GEN-3465,435.57,202403,KG
Y-GEN-3465,552.42,202404,KG
Y-GEN-3466,383.72,202403,KG
Y-GEN-3466,420.97,202404,KG
Y-GEN-3467,416.0,202403,KG
Y-GEN-3467,436.87,202404,KG
Y-GEN-3468,410.75,202403,KG
Y-GEN-3468,392.07,202404,KG
Y-GEN-3469,287.52,202403,KG
Y-GEN-3469,344.41,202404,KG
Y-GEN-3470,419.51,202403,KG
Y-GEN-3470,418.66,202404,KG
Y-GEN-3471,393.29,202403,KG
Y-GEN-3471,448.5,202404,KG
Y-GEN-3472,174.68,202403,KG
Y-GEN-3472,197.38,202404,KG
Y-GEN-3473,216.69,202403,KG
Y-GEN-3473,266.05,202404,KG
Y-GEN-3474,182.55,202403,KG
Y-GEN-3474,187.74,202404,KG
Y-GEN-3475,408.45,202403,KG
Y-GEN-3475,522.75,202404,KG
Y-GEN-3476,325.86,202403,KG
Y-GEN-3476,382.98,202404,KG
Y-GEN-3477,223.4,202403,KG
Y-GEN-3477,261.01,202404,KG
Y-GEN-3478,332.79,202403,KG
Y-GEN-3478,325.94,202404,KG
Y-GEN-3479,434690.0,202403,TO
Y-GEN-3479,454940.0,202404,TO
Y-GEN-3480,414.83,202403,KG
Y-GEN-3480,398.74,202404,KG
Y-GEN-3481,292.31,202403,KG
Y-GEN-3481,374.21,202404,KG
Y-GEN-3482,408.55,202403,KG
Y-GEN-3482,495.68,202404,KG
Y-GEN-3483,137.34,202403,KG
Y-GEN-3483,166.99,202404,KG
Y-GEN-3484,121.55,202403,KG
Y-GEN-3484,135.63,202404,KG
Y-GEN-3485,213.95,202403,KG
Y-GEN-3485,255.48,202404,KG
Y-GEN-3486,394.07,202403,KG
Y-GEN-3486,453.39,202404,KG
Y-GEN-3487,143.24,202403,KG
Y-GEN-3487,184.79,202404,KG
Y-GEN-3488,131.6,202403,KG
Y-GEN-3488,155.6,202404,KG
Y-GEN-3489,155.61,202403,KG
Y-GEN-3489,188.92,202404,KG
Y-GEN-3490,400.92,202403,KG
Y-GEN-3490,477.19,202404,KG
Y-GEN-3491,365.18,202403,KG
Y-GEN-3491,365.63,202404,KG
Y-GEN-3492,292.31,202403,KG
Y-GEN-3492,366.77,202404,KG
Y-GEN-3493,135.48,202403,KG
Y-GEN-3493,145.22,202404,KG
Y-GEN-3494,363.85,202403,KG
Y-GEN-3494,381.41,202404,KG
Y-GEN-3495,408.6,202403,KG
Y-GEN-3495,489.38,202404,KG
Y-GEN-3496,336.54,202403,KG
Y-GEN-3496,396.49,202404,KG
Y-GEN-3497,363.19,202403,KG
Y-GEN-3497,419.01,202404,KG
Y-GEN-3498,336.26,202403,KG
Y-GEN-3498,431.01,202404,KG
Y-GEN-3499,343.42,202403,KG
Y-GEN-3499,327.4,202404,KG
Y-GEN-3500,365.85,202403,KG
Y-GEN-3500,426.19,202404,KG
Y-GEN-3501,365.83,202403,KG
Y-GEN-3501,451.08,202404,KG
Y-GEN-3502,132.53,202403,KG
Y-GEN-3502,139.77,202404,KG
Y-GEN-3503,166.6,202403,KG
Y-GEN-3503,163.77,202404,KG
Y-GEN-3504,401.45,202403,KG
Y-GEN-3504,512.13,202404,KG
Y-GEN-3505,228.46,202403,KG
Y-GEN-3505,222.35,202404,KG
Y-GEN-3506,173.17,202403,KG
Y-GEN-3506,200.68,202404,KG
Y-GEN-3507,329.7,202403,KG
Y-GEN-3507,379.93,202404,KG
Y-GEN-3508,349.05,202403,KG
Y-GEN-3508,443.42,202404,KG
Y-GEN-3509,239.85,202403,KG
Y-GEN-3509,248.9,202404,KG
Y-GEN-3510,341.59,202403,KG
Y-GEN-3510,377.18,202404,KG
Y-GEN-3511,298.42,202403,KG
Y-GEN-3511,321.53,202404,KG
Y-GEN-3512,418.83,202403,KG
Y-GEN-3512,484.7,202404,KG
Y-GEN-3513,398.69,202403,KG
Y-GEN-3513,416.73,202404,KG
Y-GEN-3514,162.14,202403,KG
Y-GEN-3514,175.17,202404,KG
Y-GEN-3515,421.17,202403,KG
Y-GEN-3515,502.97,202404,KG
Y-GEN-3516,159940.0,202403,TO
Y-GEN-3516,159370.0,202404,TO
Y-GEN-3517,301.6,202403,KG
Y-GEN-3517,329.45,202404,KG
Y-GEN-3518,379.64,202403,KG
Y-GEN-3518,453.69,202404,KG
Y-GEN-3519,225.74,202403,KG
Y-GEN-3519,260.44,202404,KG
Y-GEN-3520,124.53,202403,KG
Y-GEN-3520,119.98,202404,KG
Y-GEN-3521,323.45,202403,KG
Y-GEN-3521,331.21,202404,KG
Y-GEN-3522,241.22,202403,KG
Y-GEN-3522,309.04,202404,KG
Y-GEN-3523,220.01,202403,KG
Y-GEN-3523,215.48,202404,KG
Y-GEN-3524,190.46,202403,KG
Y-GEN-3524,199.43,202404,KG
Y-GEN-3525,159.67,202403,KG
Y-GEN-3525,157.67,202404,KG
Y-GEN-3526,195.96,202403,KG
Y-GEN-3526,212.8,202404,KG
Y-GEN-3527,151.97,202403,KG
Y-GEN-3527,181.29,202404,KG
Y-GEN-3528,358.2,202403,KG
Y-GEN-3528,378.83,202404,KG
Y-GEN-3529,130.94,202403,KG
Y-GEN-3529,143.89,202404,KG
Y-GEN-3530,437.52,202403,KG
Y-GEN-3530,434.54,202404,KG
Y-GEN-3531,181.57,202403,KG
Y-GEN-3531,213.68,202404,KG
Y-GEN-3532,293.96,202403,KG
Y-GEN-3532,326.39,202404,KG
Y-GEN-3533,317.34,202403,KG
Y-GEN-3533,312.87,202404,KG
Y-GEN-3534,260.58,202403,KG
Y-GEN-3534,262.55,202404,KG
Y-GEN-3535,427.16,202403,KG
Y-GEN-3535,529.75,202404,KG
Y-GEN-3536,123.06,202403,KG
Y-GEN-3536,146.56,202404,KG
Y-GEN-3537,197.95,202403,KG
Y-GEN-3537,244.47,202404,KG
Y-GEN-3538,226.66,202403,KG
Y-GEN-3538,248.85,202404,KG
Y-GEN-3539,442.86,202403,KG
Y-GEN-3539,491.95,202404,KG
Y-GEN-3540,426.04,202403,KG
Y-GEN-3540,460.52,202404,KG
Y-GEN-3541,172.32,202403,KG
Y-GEN-3541,199.07,202404,KG
Y-GEN-3542,130.88,202403,KG
Y-GEN-3542,161.85,202404,KG
Y-GEN-3543,164.97,202403,KG
Y-GEN-3543,191.23,202404,KG
Y-GEN-3544,142.11,202403,KG
Y-GEN-3544,164.85,202404,KG
Y-GEN-3545,261.94,202403,KG
Y-GEN-3545,330.97,202404,KG
Y-GEN-3546,295.45,202403,KG
Y-GEN-3546,295.36,202404,KG
Y-GEN-3547,196.02,202403,KG
Y-GEN-3547,217.62,202404,KG
Y-GEN-3548,433.88,202403,KG
Y-GEN-3548,540.14,202404,KG
Y-GEN-3549,122.22,202403,KG
Y-GEN-3549,124.38,202404,KG
Y-GEN-3550,217.71,202403,KG
Y-GEN-3550,265.83,202404,KG
Y-GEN-3551,135.59,202403,KG
Y-GEN-3551,169.08,202404,KG
Y-GEN-3552,135.43,202403,KG
Y-GEN-3552,149.91,202404,KG
Y-GEN-3553,214690.0,202403,TO
Y-GEN-3553,204870.0,202404,TO
Y-GEN-3554,404.05,202403,KG
Y-GEN-3554,463.12,202404,KG
Y-GEN-3555,243.93,202403,KG
Y-GEN-3555,263.82,202404,KG
Y-GEN-3556,183.5,202403,KG
Y-GEN-3556,200.63,202404,KG
Y-GEN-3557,403.66,202403,KG
Y-GEN-3557,419.29,202404,KG
Y-GEN-3558,184.22,202403,KG
Y-GEN-3558,235.9,202404,KG
Y-GEN-3559,438.92,202403,KG
Y-GEN-3559,546.46,202404,KG
Y-GEN-3560,428.16,202403,KG
Y-GEN-3560,458.62,202404,KG
Y-GEN-3561,287.06,202403,KG
Y-GEN-3561,353.16,202404,KG
Y-GEN-3562,262.48,202403,KG
Y-GEN-3562,295.84,202404,KG
Y-GEN-3563,278.81,202403,KG
Y-GEN-3563,286.94,202404,KG
Y-GEN-3564,439.44,202403,KG
Y-GEN-3564,491.7,202404,KG
Y-GEN-3565,266.33,202403,KG
Y-GEN-3565,332.94,202404,KG
Y-GEN-3566,212.93,202403,KG
Y-GEN-3566,215.88,202404,KG
Y-GEN-3567,229.37,202403,KG
Y-GEN-3567,266.21,202404,KG
Y-GEN-3568,282.42,202403,KG
Y-GEN-3568,319.45,202404,KG
Y-GEN-3569,260.88,202403,KG
Y-GEN-3569,319.71,202404,KG
Y-GEN-3570,163.34,202403,KG
Y-GEN-3570,158.55,202404,KG
Y-GEN-3571,396.58,202403,KG
Y-GEN-3571,423.12,202404,KG
Y-GEN-3572,244.85,202403,KG
Y-GEN-3572,244.61,202404,KG
Y-GEN-3573,163.36,202403,KG
Y-GEN-3573,177.41,202404,KG
Y-GEN-3574,292.44,202403,KG
Y-GEN-3574,379.83,202404,KG
Y-GEN-3575,435.45,202403,KG
Y-GEN-3575,442.66,202404,KG
Y-GEN-3576,189.63,202403,KG
Y-GEN-3576,185.58,202404,KG
Y-GEN-3577,447.77,202403,KG
Y-GEN-3577,553.74,202404,KG
Y-GEN-3578,383.68,202403,KG
Y-GEN-3578,496.98,202404,KG
Y-GEN-3579,257.96,202403,KG
Y-GEN-3579,327.41,202404,KG
Y-GEN-3580,335.01,202403,KG
Y-GEN-3580,428.86,202404,KG
Y-GEN-3581,353.4,202403,KG
Y-GEN-3581,432.27,202404,KG
Y-GEN-3582,417.18,202403,KG
Y-GEN-3582,416.45,202404,KG
Y-GEN-3583,283.4,202403,KG
Y-GEN-3583,365.55,202404,KG
Y-GEN-3584,415.43,202403,KG
Y-GEN-3584,506.32,202404,KG
Y-GEN-3585,384.32,202403,KG
Y-GEN-3585,467.89,202404,KG
Y-GEN-3586,177.36,202403,KG
Y-GEN-3586,212.45,202404,KG
Y-GEN-3587,200.09,202403,KG
Y-GEN-3587,197.4,202404,KG
Y-GEN-3588,183.01,202403,KG
Y-GEN-3588,237.09,202404,KG
Y-GEN-3589,384.73,202403,KG
Y-GEN-3589,487.67,202404,KG
Y-GEN-3590,409060.0,202403,TO
Y-GEN-3590,476100.0,202404,TO
Y-GEN-3591,381.9,202403,KG
Y-GEN-3591,381.2,202404,KG
Y-GEN-3592,140.5,202403,KG
Y-GEN-3592,164.45,202404,KG
Y-GEN-3593,356.07,202403,KG
Y-GEN-3593,445.63,202404,KG
Y-GEN-3594,185.19,202403,KG
Y-GEN-3594,182.75,202404,KG
Y-GEN-3595,412.5,202403,KG
Y-GEN-3595,435.1,202404,KG
Y-GEN-3596,244.53,202403,KG
Y-GEN-3596,257.56,202404,KG
Y-GEN-3597,248.58,202403,KG
Y-GEN-3597,263.05,202404,KG
Y-GEN-3598,261.83,202403,KG
Y-GEN-3598,258.33,202404,KG
Y-GEN-3599,319.01,202403,KG
Y-GEN-3599,353.9,202404,KG
Y-GEN-3600,154.21,202403,KG
Y-GEN-3600,196.83,202404,KG
Y-GEN-3601,194.81,202403,KG
Y-GEN-3601,230.13,202404,KG
Y-GEN-3602,410.39,202403,KG
Y-GEN-3602,443.34,202404,KG
Y-GEN-3603,337.64,202403,KG
Y-GEN-3603,425.84,202404,KG
Y-GEN-3604,158.27,202403,KG
Y-GEN-3604,201.79,202404,KG
Y-GEN-3605,175.63,202403,KG
Y-GEN-3605,214.26,202404,KG
Y-GEN-3606,224.28,202403,KG
Y-GEN-3606,258.36,202404,KG
Y-GEN-3607,270.87,202403,KG
Y-GEN-3607,271.13,202404,KG
Y-GEN-3608,183.85,202403,KG
Y-GEN-3608,178.71,202404,KG
Y-GEN-3609,194.87,202403,KG
Y-GEN-3609,233.88,202404,KG
Y-GEN-3610,186.54,202403,KG
Y-GEN-3610,183.67,202404,KG
Y-GEN-3611,434.08,202403,KG
Y-GEN-3611,456.39,202404,KG
Y-GEN-3612,224.82,202403,KG
Y-GEN-3612,284.77,202404,KG
Y-GEN-3613,295.71,202403,KG
Y-GEN-3613,374.75,202404,KG
Y-GEN-3614,283.22,202403,KG
Y-GEN-3614,333.19,202404,KG
Y-GEN-3615,150.88,202403,KG
Y-GEN-3615,153.24,202404,KG
Y-GEN-3616,242.97,202403,KG
Y-GEN-3616,271.65,202404,KG
Y-GEN-3617,194.29,202403,KG
Y-GEN-3617,185.55,202404,KG
Y-GEN-3618,187.42,202403,KG
Y-GEN-3618,194.89,202404,KG
Y-GEN-3619,438.77,202403,KG
Y-GEN-3619,475.31,202404,KG
Y-GEN-3620,220.1,202403,KG
Y-GEN-3620,268.52,202404,KG
Y-GEN-3621,175.14,202403,KG
Y-GEN-3621,169.49,202404,KG
Y-GEN-3622,278.99,202403,KG
Y-GEN-3622,324.02,202404,KG
Y-GEN-3623,400.74,202403,KG
Y-GEN-3623,391.42,202404,KG
Y-GEN-3624,211.7,202403,KG
Y-GEN-3624,236.45,202404,KG
Y-GEN-3625,240.11,202403,KG
Y-GEN-3625,309.72,202404,KG
Y-GEN-3626,393.73,202403,KG
Y-GEN-3626,429.78,202404,KG
Y-GEN-3627,240970.0,202403,TO
Y-GEN-3627,233490.0,202404,TO
Y-GEN-3628,396.47,202403,KG
Y-GEN-3628,445.75,202404,KG
Y-GEN-3629,129.55,202403,KG
Y-GEN-3629,156.0,202404,KG
Y-GEN-3630,403.02,202403,KG
Y-GEN-3630,492.89,202404,KG
Y-GEN-3631,255.59,202403,KG
Y-GEN-3631,258.06,202404,KG
Y-GEN-3632,205.24,202403,KG
Y-GEN-3632,211.24,202404,KG
Y-GEN-3633,298.15,202403,KG
Y-GEN-3633,351.83,202404,KG
Y-GEN-3634,210.07,202403,KG
Y-GEN-3634,269.45,202404,KG
Y-GEN-3635,228.92,202403,KG
Y-GEN-3635,224.41,202404,KG
Y-GEN-3636,312.33,202403,KG
Y-GEN-3636,379.5,202404,KG
Y-GEN-3637,347.58,202403,KG
Y-GEN-3637,403.39,202404,KG
Y-GEN-3638,393.7,202403,KG
Y-GEN-3638,454.87,202404,KG
Y-GEN-3639,163.59,202403,KG
Y-GEN-3639,158.7,202404,KG
Y-GEN-3640,254.23,202403,KG
Y-GEN-3640,330.0,202404,KG
Y-GEN-3641,154.99,202403,KG
Y-GEN-3641,151.42,202404,KG
Y-GEN-3642,180.33,202403,KG
Y-GEN-3642,226.47,202404,KG
Y-GEN-3643,421.29,202403,KG
Y-GEN-3643,517.5,202404,KG
Y-GEN-3644,412.18,202403,KG
Y-GEN-3644,407.15,202404,KG
Y-GEN-3645,299.66,202403,KG
Y-GEN-3645,325.5,202404,KG
Y-GEN-3646,437.96,202403,KG
Y-GEN-3646,418.36,202404,KG
Y-GEN-3647,305.66,202403,KG
Y-GEN-3647,295.71,202404,KG
Y-GEN-3648,342.51,202403,KG
Y-GEN-3648,430.65,202404,KG
Y-GEN-3649,263.51,202403,KG
Y-GEN-3649,258.12,202404,KG
Y-GEN-3650,151.8,202403,KG
Y-GEN-3650,150.29,202404,KG
Y-GEN-3651,162.47,202403,KG
Y-GEN-3651,187.38,202404,KG
Y-GEN-3652,381.25,202403,KG
Y-GEN-3652,423.27,202404,KG
Y-GEN-3653,204.03,202403,KG
Y-GEN-3653,239.33,202404,KG
Y-GEN-3654,399.87,202403,KG
Y-GEN-3654,413.04,202404,KG
Y-GEN-3655,153.73,202403,KG
Y-GEN-3655,166.48,202404,KG
Y-GEN-3656,164.11,202403,KG
Y-GEN-3656,199.21,202404,KG
Y-GEN-3657,182.78,202403,KG
Y-GEN-3657,225.72,202404,KG
Y-GEN-3658,260.99,202403,KG
Y-GEN-3658,258.53,202404,KG
Y-GEN-3659,309.77,202403,KG
Y-GEN-3659,336.87,202404,KG
Y-GEN-3660,187.88,202403,KG
Y-GEN-3660,228.4,202404,KG
Y-GEN-3661,132.5,202403,KG
Y-GEN-3661,127.67,202404,KG
Y-GEN-3662,262.84,202403,KG
Y-GEN-3662,309.87,202404,KG
Y-GEN-3663,440.6,202403,KG
Y-GEN-3663,518.29,202404,KG
Y-GEN-3664,170100.0,202403,TO
Y-GEN-3664,175250.0,202404,TO
Y-GEN-3665,380.3,202403,KG
Y-GEN-3665,362.14,202404,KG
Y-GEN-3666,384.26,202403,KG
Y-GEN-3666,416.97,202404,KG
Y-GEN-3667,219.9,202403,KG
Y-GEN-3667,249.76,202404,KG
Y-GEN-3668,302.64,202403,KG
