fabric_code,prod_plant_code
FAB-W2542,6100
FAB-W2543,7200
FAB-W2544,9100
FAB-W2545,6200
FAB-W2546,7100
FAB-W2547,9200
FAB-W2548,6100
FAB-W2549,7200
FAB-W2550,9100
FAB-W2551,6200
FAB-W2552,7100
FAB-W2553,9200
FAB-W2554,6100
FAB-W2555,7200
FAB-W2556,9100
FAB-W2557,6200
FAB-W2558,7100
FAB-W2559,9200
FAB-W2560,6100
FAB-W2561,7200
FAB-W2562,9100
FAB-W2563,6200
FAB-W2564,7100
FAB-W2565,9200
FAB-W2566,6100
FAB-W2567,7200
FAB-W2568,9100
FAB-W2569,6200
FAB-W2570,7100
FAB-W2571,9200
FAB-W2572,6100
FAB-W2573,7200
FAB-W2574,9100
FAB-W2575,6200
FAB-W2576,7100
FAB-W2577,9200
FAB-W2578,6100
FAB-W2579,7200
FAB-W2580,9100
FAB-W2581,6200
FAB-W2582,7100
FAB-W2583,9200
FAB-W2584,6100
FAB-W2585,7200
FAB-W2586,9100
FAB-W2587,6200
FAB-W2588,7100
FAB-W2589,9200
FAB-W2590,6100
FAB-W2591,7200
FAB-W2592,9100
FAB-W2593,6200
FAB-W2594,7100
FAB-W2595,9200
FAB-W2596,6100
FAB-W2597,7200
FAB-W2598,9100
FAB-W2599,6200
FAB-W2600,7100
FAB-W2601,9200
FAB-W2602,6100
FAB-W2603,7200
FAB-W2604,9100
FAB-W2605,6200
FAB-W2606,7100
FAB-W2607,9200
FAB-W2608,6100
FAB-W2609,7200
FAB-W2610,9100
FAB-W2611,6200
FAB-W2612,7100
FAB-W2613,9200
FAB-W2614,6100
FAB-W2615,7200
FAB-W2616,9100
FAB-W2617,6200
FAB-W2618,7100
FAB-W2619,9200
FAB-W2620,6100
FAB-W2621,7200
FAB-W2622,9100
FAB-W2623,6200
FAB-W2624,7100
FAB-W2625,9200
FAB-W2626,6100
FAB-W2627,7200
FAB-W2628,9100
FAB-W2629,6200
FAB-W2630,7100
FAB-W2631,9200
FAB-W2632,6100
FAB-W2633,7200
FAB-W2634,9100
FAB-W2635,6200
FAB-W2636,7100
FAB-W2637,9200
FAB-W2638,6100
FAB-W2639,7200
FAB-W2640,9100
FAB-W2641,6200
FAB-W2642,7100
FAB-W2643,9200
FAB-W2644,6100
FAB-W2645,7200
FAB-W2646,9100
FAB-W2647,6200
FAB-W2648,7100
FAB-W2649,9200
FAB-W2650,6100
FAB-W2651,7200
FAB-W2652,9100
FAB-W2653,6200
FAB-W2654,7100
FAB-W2655,9200
FAB-W2656,6100
FAB-W2657,7200
FAB-W2658,9100
FAB-W2659,6200
FAB-W2660,7100
FAB-W2661,9200
FAB-W2662,6100
FAB-W2663,7200
FAB-W2664,9100
FAB-W2665,6200
FAB-W2666,7100
FAB-W2667,9200
FAB-W2668,6100
FAB-W2669,7200
FAB-W2670,9100
FAB-W2671,6200
FAB-W2672,7100
FAB-W2673,9200
FAB-W2674,6100
FAB-W2675,7200
FAB-W2676,9100
FAB-W2677,6200
FAB-W2678,7100
FAB-W2679,9200
FAB-W2680,6100
FAB-W2681,7200
FAB-W2682,9100
FAB-W2683,6200
FAB-W2684,7100
FAB-W2685,9200
FAB-W2686,6100
FAB-W2687,7200
FAB-W2688,9100
FAB-W2689,6200
FAB-W2690,7100
FAB-W2691,9200
FAB-W2692,6100
FAB-W2693,7200
FAB-W2694,9100
FAB-W2695,6200
FAB-W2696,7100
FAB-W2697,9200
FAB-W2698,6100
FAB-W2699,7200
FAB-W2700,9100
FAB-W2701,6200
FAB-W2702,7100
FAB-W2703,9200
FAB-W2704,6100
FAB-W2705,7200
FAB-W2706,9100
FAB-W2707,6200
FAB-W2708,7100
FAB-W2709,9200
FAB-W2710,6100
FAB-W2711,7200
FAB-W2712,9100
FAB-W2713,6200
FAB-W2714,7100
FAB-W2715,9200
FAB-W2716,6100
FAB-W2717,7200
FAB-W2718,9100
FAB-W2719,6200
FAB-W2720,7100
FAB-W2721,9200
FAB-W2722,6100
FAB-W2723,7200
FAB-W2724,9100
FAB-W2725,6200
FAB-W2726,7100
FAB-W2727,9200
FAB-W2728,6100
FAB-W2729,7200
FAB-W2730,9100
FAB-W2731,6200
FAB-W2732,7100
FAB-W2733,9200
FAB-W2734,6100
FAB-W2735,7200
FAB-W2736,9100
FAB-W2737,6200
FAB-W2738,7100
FAB-W2739,9200
FAB-W2740,6100
FAB-W2741,7200
FAB-W2742,9100
FAB-W2743,6200
FAB-W2744,7100
FAB-W2745,9200
FAB-W2746,6100
FAB-W2747,7200
FAB-W2748,9100
FAB-W2749,6200
FAB-W2750,7100
FAB-W2751,9200
FAB-W2752,6100
FAB-W2753,7200
FAB-W2754,9100
FAB-W2755,6200
FAB-W2756,7100
FAB-W2757,9200
FAB-W2758,6100
FAB-W2759,7200
FAB-W2760,9100
FAB-W2761,6200
FAB-W2762,7100
FAB-W2763,9200
FAB-W2764,6100
FAB-W2765,7200
FAB-W2766,9100
FAB-W2767,6200
FAB-W2768,7100
FAB-W2769,9200
FAB-W2770,6100
FAB-W2771,7200
FAB-W2772,9100
FAB-W2773,6200
FAB-W2774,7100
FAB-W2775,9200
FAB-W2776,6100
FAB-W2777,7200
FAB-W2778,9100
FAB-W2779,6200
FAB-W2780,7100
FAB-W2781,9200
FAB-W2782,6100
FAB-W2783,7200
FAB-W2784,9100
FAB-W2785,6200
FAB-W2786,7100
FAB-W2787,9200
FAB-W2788,6100
FAB-W2789,7200
FAB-W2790,9100
FAB-W2791,6200
FAB-W2792,7100
FAB-W2793,9200
FAB-W2794,6100
FAB-W2795,7200
FAB-W2796,9100
FAB-W2797,6200
FAB-W2798,7100
FAB-W2799,9200
FAB-W2800,6100
FAB-W2801,7200
FAB-W2802,9100
FAB-W2803,6200
FAB-W2804,7100
FAB-W2805,9200
FAB-W2806,6100
FAB-W2807,7200
FAB-W2808,9100
FAB-W2809,6200
FAB-W2810,7100
FAB-W2811,9200
FAB-W2812,6100
FAB-W2813,7200
FAB-W2814,9100
FAB-W2815,6200
FAB-W2816,7100
FAB-W2817,9200
FAB-W2818,6100
FAB-W2819,7200
FAB-W2820,9100
FAB-W2821,6200
FAB-W2822,7100
FAB-W2823,9200
FAB-W2824,6100
FAB-W2825,7200
FAB-W2826,9100
FAB-W2827,6200
FAB-W2828,7100
FAB-W2829,9200
FAB-W2830,6100
FAB-W2831,7200
FAB-W2832,9100
FAB-W2833,6200
FAB-W2834,7100
FAB-W2835,9200
FAB-W2836,6100
FAB-W2837,7200
FAB-W2838,9100
FAB-W2839,6200
FAB-W2840,7100
FAB-W2841,9200
FAB-W2842,6100
FAB-W2843,7200
FAB-W2844,9100
FAB-W2845,6200
FAB-W2846,7100
FAB-W2847,9200
FAB-W2848,6100
FAB-W2849,7200
FAB-W2850,9100
FAB-W2851,6200
FAB-W2852,7100
FAB-W2853,9200
FAB-W2854,6100
FAB-W2855,7200
FAB-W2856,9100
FAB-W2857,6200
FAB-W2858,7100
FAB-W2859,9200
FAB-W2860,6100
FAB-W2861,7200
FAB-W2862,9100
FAB-W2863,6200
FAB-W2864,7100
FAB-W2865,9200
FAB-W2866,6100
FAB-W2867,7200
FAB-W2868,9100
FAB-W2869,6200
FAB-W2870,7100
FAB-W2871,9200
FAB-W2872,6100
FAB-W2873,7200
FAB-W2874,9100
FAB-W2875,6200
FAB-W2876,7100
FAB-W2877,9200
FAB-W2878,6100
FAB-W2879,7200
FAB-W2880,9100
FAB-W2881,6200
FAB-W2882,7100
FAB-W2883,9200
FAB-W2884,6100
FAB-W2885,7200
FAB-W2886,9100
FAB-W2887,6200
FAB-W2888,7100
FAB-W2889,9200
FAB-W2890,6100
FAB-W2891,7200
FAB-W2892,9100
FAB-W2893,6200
FAB-W2894,7100
FAB-W2895,9200
FAB-W2896,6100
FAB-W2897,7200
FAB-W2898,9100
FAB-W2899,6200
FAB-W2900,7100
FAB-W2901,9200
FAB-W2902,6100
FAB-W2903,7200
FAB-W2904,9100
FAB-W2905,6200
FAB-W2906,7100
FAB-W2907,9200
FAB-W2908,6100
FAB-W2909,7200
FAB-W2910,9100
FAB-W2911,6200
FAB-W2912,7100
FAB-W2913,9200
FAB-W2914,6100
FAB-W2915,7200
FAB-W2916,9100
FAB-W2917,6200
FAB-W2918,7100
FAB-W2919,9200
FAB-W2920,6100
FAB-W2921,7200
FAB-W2922,9100
FAB-W2923,6200
FAB-W2924,7100
FAB-W2925,9200
FAB-W2926,6100
FAB-W2927,7200
FAB-W2928,9100
FAB-W2929,6200
FAB-W2930,7100
FAB-W2931,9200
FAB-W2932,6100
FAB-W2933,7200
FAB-W2934,9100
FAB-W2935,6200
FAB-W2936,7100
FAB-W2937,9200
FAB-W2938,6100
FAB-W2939,7200
FAB-W2940,9100
FAB-W2941,6200
FAB-W2942,7100
FAB-W2943,9200
FAB-W2944,6100
FAB-W2945,7200
FAB-W2946,9100
FAB-W2947,6200
FAB-W2948,7100
FAB-W2949,9200
FAB-W2950,6100
FAB-W2951,7200
FAB-W2952,9100
FAB-W2953,6200
FAB-W2954,7100
FAB-W2955,9200
FAB-W2956,6100
FAB-W2957,7200
FAB-W2958,9100
FAB-W2959,6200
FAB-W2960,7100
FAB-W2961,9200
FAB-W2962,6100
FAB-W2963,7200
FAB-W2964,9100
FAB-W2965,6200
FAB-W2966,7100
FAB-W2967,9200
FAB-W2968,6100
FAB-W2969,7200
FAB-W2970,9100
FAB-W2971,6200
FAB-W2972,7100
FAB-W2973,9200
FAB-W2974,6100
FAB-W2975,7200
FAB-W2976,9100
FAB-W2977,6200
FAB-W2978,7100
FAB-W2979,9200
FAB-W2980,6100
FAB-W2981,7200
FAB-W2982,9100
FAB-W2983,6200
FAB-W2984,7100
FAB-W2985,9200
FAB-W2986,6100
FAB-W2987,7200
FAB-W2988,9100
FAB-W2989,6200
FAB-W2990,7100
FAB-W2991,9200
FAB-W2992,6100
FAB-W2993,7200
FAB-W2994,9100
FAB-W2995,6200
FAB-W2996,7100
FAB-W2997,9200
FAB-W2998,6100
FAB-W2999,7200
FAB-W3000,9100
FAB-W3001,6200
FAB-W3002,7100
FAB-W3003,9200
FAB-W3004,6100
FAB-W3005,7200
FAB-W3006,9100
FAB-W3007,6200
FAB-W3008,7100
FAB-W3009,9200
FAB-W3010,6100
FAB-W3011,7200
FAB-W3012,9100
FAB-W3013,6200
FAB-W3014,7100
FAB-W3015,9200
FAB-W3016,6100
FAB-W3017,7200
FAB-W3018,9100
FAB-W3019,6200
FAB-W3020,7100
FAB-W3021,9200
FAB-W3022,6100
FAB-W3023,7200
FAB-W3024,9100
FAB-W3025,6200
FAB-W3026,7100
FAB-W3027,9200
FAB-W3028,6100
FAB-W3029,7200
FAB-W3030,9100
FAB-W3031,6200
FAB-W3032,7100
FAB-W3033,9200
FAB-W3034,6100
FAB-W3035,7200
FAB-W3036,9100
FAB-W3037,6200
FAB-W3038,7100
FAB-W3039,9200
FAB-W3040,6100
FAB-W3041,7200
FAB-W3042,9100
FAB-W3043,6200
FAB-W3044,7100
FAB-W3045,9200
FAB-W3046,6100
FAB-W3047,7200
FAB-W3048,9100
FAB-W3049,6200
FAB-W3050,7100
FAB-W3051,9200
FAB-W3052,6100
FAB-W3053,7200
FAB-W3054,9100
FAB-W3055,6200
FAB-W3056,7100
FAB-W3057,9200
FAB-W3058,6100
FAB-W3059,7200
FAB-W3060,9100
FAB-W3061,6200
FAB-W3062,7100
FAB-W3063,9200
FAB-W3064,6100
FAB-W3065,7200
FAB-W3066,9100
FAB-W3067,6200
FAB-W3068,7100
FAB-W3069,9200
FAB-W3070,6100
FAB-W3071,7200
FAB-W3072,9100
FAB-W3073,6200
FAB-W3074,7100
FAB-W3075,9200
FAB-W3076,6100
FAB-W3077,7200
FAB-W3078,9100
FAB-W3079,6200
FAB-W3080,7100
FAB-W3081,9200
FAB-W3082,6100
FAB-W3083,7200
FAB-W3084,9100
FAB-W3085,6200
FAB-W3086,7100
FAB-W3087,9200
FAB-W3088,6100
FAB-W3089,7200
FAB-W3090,9100
FAB-W3091,6200
FAB-W3092,7100
FAB-W3093,9200
FAB-W3094,6100
FAB-W3095,7200
FAB-W3096,9100
FAB-W3097,6200
FAB-W3098,7100
FAB-W3099,9200
FAB-W3100,6100
FAB-W3101,7200
FAB-W3102,9100
FAB-W3103,6200
FAB-W3104,7100
FAB-W3105,9200
FAB-W3106,6100
FAB-W3107,7200
FAB-W3108,9100
FAB-W3109,6200
FAB-W3110,7100
FAB-W3111,9200
FAB-W3112,6100
FAB-W3113,7200
FAB-W3114,9100
FAB-W3115,6200
FAB-W3116,7100
FAB-W3117,9200
FAB-W3118,6100
FAB-W3119,7200
FAB-W3120,9100
FAB-W3121,6200
FAB-W3122,7100
FAB-W3123,9200
FAB-W3124,6100
FAB-W3125,7200
FAB-W3126,9100
FAB-W3127,6200
FAB-W3128,7100
FAB-W3129,9200
FAB-W3130,6100
FAB-W3131,7200
FAB-W3132,9100
FAB-W3133,6200
FAB-W3134,7100
FAB-W3135,9200
FAB-W3136,6100
FAB-W3137,7200
FAB-W3138,9100
FAB-W3139,6200
FAB-W3140,7100
FAB-W3141,9200
FAB-W3142,6100
FAB-W3143,7200
FAB-W3144,9100
FAB-W3145,6200
FAB-W3146,7100
FAB-W3147,9200
FAB-W3148,6100
FAB-W3149,7200
FAB-W3150,9100
FAB-W3151,6200
FAB-W3152,7100
FAB-W3153,9200
FAB-W3154,6100
FAB-W3155,7200
FAB-W3156,9100
FAB-W3157,6200
FAB-W3158,7100
FAB-W3159,9200
FAB-W3160,6100
FAB-W3161,7200
FAB-W3162,9100
FAB-W3163,6200
FAB-W3164,7100
FAB-W3165,9200
FAB-W3166,6100
FAB-W3167,7200
FAB-W3168,9100
FAB-W3169,6200
FAB-W3170,7100
FAB-W3171,9200
FAB-W3172,6100
FAB-W3173,7200
FAB-W3174,9100
FAB-W3175,6200
FAB-W3176,7100
FAB-W3177,9200
FAB-W3178,6100
FAB-W3179,7200
FAB-W3180,9100
FAB-W3181,6200
FAB-W3182,7100
FAB-W3183,9200
FAB-W3184,6100
FAB-W3185,7200
FAB-W3186,9100
FAB-W3187,6200
FAB-W3188,7100
FAB-W3189,9200
FAB-W3190,6100
FAB-W3191,7200
FAB-W3192,9100
FAB-W3193,6200
FAB-W3194,7100
FAB-W3195,9200
FAB-W3196,6100
FAB-W3197,7200
FAB-W3198,9100
FAB-W3199,6200
FAB-W3200,7100
FAB-W3201,9200
FAB-W3202,6100
FAB-W3203,7200
FAB-W3204,9100
FAB-W3205,6200
FAB-W3206,7100
FAB-W3207,9200
FAB-W3208,6100
FAB-W3209,7200
FAB-W3210,9100
FAB-W3211,6200
FAB-W3212,7100
FAB-W3213,9200
FAB-W3214,6100
FAB-W3215,7200
FAB-W3216,9100
FAB-W3217,6200
FAB-W3218,7100
FAB-W3219,9200
FAB-W3220,6100
FAB-W3221,7200
FAB-W3222,9100
FAB-W3223,6200
FAB-W3224,7100
FAB-W3225,9200
FAB-W3226,6100
FAB-W3227,7200
FAB-W3228,9100
FAB-W3229,6200
FAB-W3230,7100
FAB-W3231,9200
FAB-W3232,6100
FAB-W3233,7200
FAB-W3234,9100
FAB-W3235,6200
FAB-W3236,7100
FAB-W3237,9200
FAB-W3238,6100
FAB-W3239,7200
FAB-W3240,9100
FAB-W3241,6200
FAB-W3242,7100
FAB-W3243,9200
FAB-W3244,6100
FAB-W3245,7200
FAB-W3246,9100
FAB-W3247,6200
FAB-W3248,7100
FAB-W3249,9200
FAB-W3250,6100
FAB-W3251,7200
FAB-W3252,9100
FAB-W3253,6200
FAB-W3254,7100
FAB-W3255,9200
FAB-W3256,6100
FAB-W3257,7200
FAB-W3258,9100
FAB-W3259,6200
FAB-W3260,7100
FAB-W3261,9200
FAB-W3262,6100
FAB-W3263,7200
FAB-W3264,9100
FAB-W3265,6200
FAB-W3266,7100
FAB-W3267,9200
FAB-W3268,6100
FAB-W3269,7200
FAB-W3270,9100
FAB-W3271,6200
FAB-W3272,7100
FAB-W3273,9200
FAB-W3274,6100
FAB-W3275,7200
FAB-W3276,9100
FAB-W3277,6200
FAB-W3278,7100
FAB-W3279,9200
FAB-W3280,6100
FAB-W3281,7200
FAB-W3282,9100
FAB-W3283,6200
FAB-W3284,7100
FAB-W3285,9200
FAB-W3286,6100
FAB-W3287,7200
FAB-W3288,9100
FAB-W3289,6200
FAB-W3290,7100
FAB-W3291,9200
FAB-W3292,6100
FAB-W3293,7200
FAB-W3294,9100
FAB-W3295,6200
FAB-W3296,7100
FAB-W3297,9200
FAB-W3298,6100
FAB-W3299,7200
FAB-W3300,9100
FAB-W3301,6200
FAB-W3302,7100
FAB-W3303,9200
FAB-W3304,6100
FAB-W3305,7200
FAB-W3306,9100
FAB-W3307,6200
FAB-W3308,7100
FAB-W3309,9200
FAB-W3310,6100
FAB-W3311,7200
FAB-W3312,9100
FAB-W3313,6200
FAB-W3314,7100
FAB-W3315,9200
FAB-W3316,6100
FAB-W3317,7200
FAB-W3318,9100
FAB-W3319,6200
FAB-W3320,7100
FAB-W3321,9200
FAB-W3322,6100
FAB-W3323,7200
FAB-W3324,9100
FAB-W3325,6200
FAB-W3326,7100
FAB-W3327,9200
FAB-W3328,6100
FAB-W3329,7200
FAB-W3330,9100
FAB-W3331,6200
FAB-W3332,7100
FAB-W3333,9200
FAB-W3334,6100
FAB-W3335,7200
FAB-W3336,9100
FAB-W3337,6200
FAB-W3338,7100
FAB-W3339,9200
FAB-W3340,6100
FAB-W3341,7200
FAB-W3342,9100
FAB-W3343,6200
FAB-W3344,7100
FAB-W3345,9200
FAB-W3346,6100
FAB-W3347,7200
FAB-W3348,9100
FAB-W3349,6200
FAB-W3350,7100
FAB-W3351,9200
FAB-W3352,6100
FAB-W3353,7200
FAB-W3354,9100
FAB-W3355,6200
FAB-W3356,7100
FAB-W3357,9200
FAB-W3358,6100
FAB-W3359,7200
FAB-W3360,9100
FAB-W3361,6200
FAB-W3362,7100
FAB-W3363,9200
FAB-W3364,6100
FAB-W3365,7200
FAB-W3366,9100
FAB-W3367,6200
FAB-W3368,7100
FAB-W3369,9200
FAB-W3370,6100
FAB-W3371,7200
FAB-W3372,9100
FAB-W3373,6200
FAB-W3374,7100
FAB-W3375,9200
FAB-W3376,6100
FAB-W3377,7200
FAB-W3378,9100
FAB-W3379,6200
FAB-W3380,7100
FAB-W3381,9200
FAB-W3382,6100
FAB-W3383,7200
FAB-W3384,9100
FAB-W3385,6200
FAB-W3386,7100
FAB-W3387,9200
FAB-W3388,6100
FAB-W3389,7200
FAB-W3390,9100
FAB-W3391,6200
FAB-W3392,7100
FAB-W3393,9200
FAB-W3394,6100
FAB-W3395,7200
FAB-W3396,9100
FAB-W3397,6200
FAB-W3398,7100
FAB-W3399,9200
FAB-W3400,6100
FAB-W3401,7200
FAB-W3402,9100
FAB-W3403,6200
FAB-W3404,7100
FAB-W3405,9200
FAB-W3406,6100
FAB-W3407,7200
FAB-W3408,9100
FAB-W3409,6200
FAB-W3410,7100
FAB-W3411,9200
FAB-W3412,6100
FAB-W3413,7200
FAB-W3414,9100
FAB-W3415,6200
FAB-W3416,7100
FAB-W3417,9200
FAB-W3418,6100
FAB-W3419,7200
FAB-W3420,9100
FAB-W3421,6200
FAB-W3422,7100
FAB-W3423,9200
FAB-W3424,6100
FAB-W3425,7200
FAB-W3426,9100
FAB-W3427,6200
FAB-W3428,7100
FAB-W3429,9200
FAB-W3430,6100
FAB-W3431,7200
FAB-W3432,9100
FAB-W3433,6200
FAB-W3434,7100
FAB-W3435,9200
FAB-W3436,6100
FAB-W3437,7200
FAB-W3438,9100
FAB-W3439,6200
FAB-W3440,7100
FAB-W3441,9200
FAB-W3442,6100
FAB-W3443,7200
FAB-W3444,9100
FAB-W3445,6200
FAB-W3446,7100
FAB-W3447,9200
FAB-W3448,6100
FAB-W3449,7200
FAB-W3450,9100
FAB-W3451,6200
FAB-W3452,7100
FAB-W3453,9200
FAB-W3454,6100
FAB-W3455,7200
FAB-W3456,9100
FAB-W3457,6200
FAB-W3458,7100
FAB-W3459,9200
FAB-W3460,6100
FAB-W3461,7200
FAB-W3462,9100
FAB-W3463,6200
FAB-W3464,7100
FAB-W3465,9200
FAB-W3466,6100
FAB-W3467,7200
FAB-W3468,9100
FAB-W3469,6200
FAB-W3470,7100
FAB-W3471,9200
FAB-W3472,6100
FAB-W3473,7200
FAB-W3474,9100
FAB-W3475,6200
FAB-W3476,7100
FAB-W3477,9200
FAB-W3478,6100
FAB-W3479,7200
FAB-W3480,9100
FAB-W3481,6200
FAB-W3482,7100
FAB-W3483,9200
FAB-W3484,6100
FAB-W3485,7200
FAB-W3486,9100
FAB-W3487,6200
FAB-W3488,7100
FAB-W3489,9200
FAB-W3490,6100
FAB-W3491,7200
FAB-W3492,9100
FAB-W3493,6200
FAB-W3494,7100
FAB-W3495,9200
FAB-W3496,6100
FAB-W3497,7200
FAB-W3498,9100
FAB-W3499,6200
FAB-W3500,7100
FAB-W3501,9200
FAB-W3502,6100
FAB-W3503,7200
FAB-W3504,9100
FAB-W3505,6200
FAB-W3506,7100
FAB-W3507,9200
FAB-W3508,6100
FAB-W3509,7200
FAB-W3510,9100
FAB-W3511,6200
FAB-W3512,7100
FAB-W3513,9200
FAB-W3514,6100
FAB-W3515,7200
FAB-W3516,9100
FAB-W3517,6200
FAB-W3518,7100
FAB-W3519,9200
FAB-W3520,6100
FAB-W3521,7200
FAB-W3522,9100
FAB-W3523,6200
FAB-W3524,7100
FAB-W3525,9200
FAB-W3526,6100
FAB-W3527,7200
FAB-W3528,9100
FAB-W3529,6200
FAB-W3530,7100
FAB-W3531,9200
FAB-W3532,6100
FAB-W3533,7200
FAB-W3534,9100
FAB-W3535,6200
FAB-W3536,7100
FAB-W3537,9200
FAB-W3538,6100
FAB-W3539,7200
FAB-W3540,9100
FAB-W3541,6200
FAB-W3542,7100
FAB-W3543,9200
FAB-W3544,6100
FAB-W3545,7200
FAB-W3546,9100
FAB-W3547,6200
FAB-W3548,7100
FAB-W3549,9200
FAB-W3550,6100
FAB-W3551,7200
FAB-W3552,9100
FAB-W3553,6200
FAB-W3554,7100
FAB-W3555,9200
FAB-W3556,6100
FAB-W3557,7200
FAB-W3558,9100
FAB-W3559,6200
FAB-W3560,7100
FAB-W3561,9200
FAB-W3562,6100
FAB-W3563,7200
FAB-W3564,9100
FAB-W3565,6200
FAB-W3566,7100
FAB-W3567,9200
FAB-W3568,6100
FAB-W3569,7200
FAB-W3570,9100
FAB-W3571,6200
FAB-W3572,7100
FAB-W3573,9200
FAB-W3574,6100
FAB-W3575,7200
FAB-W3576,9100
FAB-W3577,6200
FAB-W3578,7100
FAB-W3579,9200
FAB-W3580,6100
FAB-W3581,7200
FAB-W3582,9100
FAB-W3583,6200
FAB-W3584,7100
FAB-W3585,9200
FAB-W3586,6100
FAB-W3587,7200
FAB-W3588,9100
FAB-W3589,6200
FAB-W3590,7100
FAB-W3591,9200
FAB-W3592,6100
FAB-W3593,7200
FAB-W3594,9100
FAB-W3595,6200
FAB-W3596,7100
FAB-W3597,9200
FAB-W3598,6100
FAB-W3599,7200
FAB-W3600,9100
FAB-W3601,6200
FAB-W3602,7100
FAB-W3603,9200
FAB-W3604,6100
FAB-W3605,7200
FAB-W3606,9100
FAB-W3607,6200
FAB-W3608,7100
FAB-W3609,9200
FAB-W3610,6100
FAB-W3611,7200
FAB-W3612,9100
FAB-W3613,6200
FAB-W3614,7100
FAB-W3615,9200
FAB-W3616,6100
FAB-W3617,7200
FAB-W3618,9100
FAB-W3619,6200
FAB-W3620,7100
FAB-W3621,9200
FAB-W3622,6100
FAB-W3623,7200
FAB-W3624,9100
FAB-W3625,6200
FAB-W3626,7100
FAB-W3627,9200
FAB-W3628,6100
FAB-W3629,7200
FAB-W3630,9100
FAB-W3631,6200
FAB-W3632,7100
FAB-W3633,9200
FAB-W3634,6100
FAB-W3635,7200
FAB-W3636,9100
FAB-W3637,6200
FAB-W3638,7100
FAB-W3639,9200
FAB-W3640,6100
FAB-W3641,7200
FAB-W3642,9100
FAB-W3643,6200
FAB-W3644,7100
FAB-W3645,9200
FAB-W3646,6100
FAB-W3647,7200
FAB-W3648,9100
FAB-W3649,6200
FAB-W3650,7100
FAB-W3651,9200
FAB-W3652,6100
FAB-W3653,7200
FAB-W3654,9100
FAB-W3655,6200
FAB-W3656,7100
FAB-W3657,9200
FAB-W3658,6100
FAB-W3659,7200
FAB-W3660,9100
FAB-W3661,6200
FAB-W3662,7100
FAB-W3663,9200
FAB-W3664,6100
FAB-W3665,7200
FAB-W3666,9100
FAB-W3667,6200
FAB-W3668,7100
FAB-W3669,9200
FAB-W3670,6100
FAB-W3671,7200
FAB-W3672,9100
FAB-W3673,6200
FAB-W3674,7100
FAB-W3675,9200
FAB-W3676,6100
FAB-W3677,7200
FAB-W3678,9100
FAB-W3679,6200
FAB-W3680,7100
FAB-W3681,9200
FAB-W3682,6100
FAB-W3683,7200
FAB-W3684,9100
FAB-W3685,6200
FAB-W3686,7100
FAB-W3687,9200
FAB-W3688,6100
FAB-W3689,7200
FAB-W3690,9100
FAB-W3691,6200
FAB-W3692,7100
FAB-W3693,9200
FAB-W3694,6100
FAB-W3695,7200
FAB-W3696,9100
FAB-W3697,6200
FAB-W3698,7100
FAB-W3699,9200
FAB-W3700,6100
FAB-W3701,7200
FAB-W3702,9100
FAB-W3703,6200
FAB-W3704,7100
FAB-W3705,9200
FAB-W3706,6100
FAB-W3707,7200
FAB-W3708,9100
FAB-W3709,6200
FAB-W3710,7100
FAB-W3711,9200
FAB-W3712,6100
FAB-W3713,7200
FAB-W3714,9100
FAB-W3715,6200
FAB-W3716,7100
FAB-W3717,9200
FAB-W3718,6100
FAB-W3719,7200
FAB-W3720,9100
FAB-W3721,6200
FAB-W3722,7100
FAB-W3723,9200
FAB-W3724,6100
FAB-W3725,7200
FAB-W3726,9100
FAB-W3727,6200
FAB-W3728,7100
FAB-W3729,9200
FAB-W3730,6100
FAB-W3731,7200
FAB-W3732,9100
FAB-W3733,6200
FAB-W3734,7100
FAB-W3735,9200
FAB-W3736,6100
FAB-W3737,7200
FAB-W3738,9100
FAB-W3739,6200
FAB-W3740,7100
FAB-W3741,9200
FAB-W3742,6100
FAB-W3743,7200
FAB-W3744,9100
FAB-W3745,6200
FAB-W3746,7100
FAB-W3747,9200
FAB-W3748,6100
FAB-W3749,7200
FAB-W3750,9100
FAB-W3751,6200
FAB-W3752,7100
FAB-W3753,9200
FAB-W3754,6100
FAB-W3755,7200
FAB-W3756,9100
FAB-W3757,6200
FAB-W3758,7100
FAB-W3759,9200
FAB-W3760,6100
FAB-W3761,7200
FAB-W3762,9100
FAB-W3763,6200
FAB-W3764,7100
FAB-W3765,9200
FAB-W3766,6100
FAB-W3767,7200
FAB-W3768,9100
FAB-W3769,6200
FAB-W3770,7100
FAB-W3771,9200
FAB-W3772,6100
FAB-W3773,7200
FAB-W3774,9100
FAB-W3775,6200
FAB-W3776,7100
FAB-W3777,9200
FAB-W3778,6100
FAB-W3779,7200
FAB-W3780,9100
FAB-W3781,6200
FAB-W3782,7100
FAB-W3783,9200
FAB-W3784,6100
FAB-W3785,7200
FAB-W3786,9100
FAB-W3787,6200
FAB-W3788,7100
FAB-W3789,9200
FAB-W3790,6100
FAB-W3791,7200
FAB-W3792,9100
FAB-W3793,6200
FAB-W3794,7100
FAB-W3795,9200
FAB-W3796,6100
FAB-W3797,7200
FAB-W3798,9100
FAB-W3799,6200
FAB-W3800,7100
FAB-W3801,9200
FAB-W3802,6100
FAB-W3803,7200
FAB-W3804,9100
FAB-W3805,6200
FAB-W3806,7100
FAB-W3807,9200
FAB-W3808,6100
FAB-W3809,7200
FAB-W3810,9100
FAB-W3811,6200
FAB-W3812,7100
