fabric_code,product_category,distribution_channel,production_plant
FAB-W1270,DOMESTIC,CH04,6100
FAB-W1271,EXPORT,CH01,7100
FAB-W1272,DOMESTIC,CH02,9100
FAB-W1273,EXPORT,CH03,6100
FAB-W1274,DOMESTIC,CH04,7100
FAB-W1275,EXPORT,CH01,9100
FAB-W1276,DOMESTIC,CH02,6100
FAB-W1277,EXPORT,CH03,7100
FAB-W1278,DOMESTIC,CH04,9100
FAB-W1279,EXPORT,CH01,6100
FAB-W1280,DOMESTIC,CH02,7100
FAB-W1281,EXPORT,CH03,9100
FAB-W1282,DOMESTIC,CH04,6100
FAB-W1283,EXPORT,CH01,7100
FAB-W1284,DOMESTIC,CH02,9100
FAB-W1285,EXPORT,CH03,6100
FAB-W1286,DOMESTIC,CH04,7100
FAB-W1287,EXPORT,CH01,9100
FAB-W1288,DOMESTIC,CH02,6100
FAB-W1289,EXPORT,CH03,7100
FAB-W1290,DOMESTIC,CH04,9100
FAB-W1291,EXPORT,CH01,6100
FAB-W1292,DOMESTIC,CH02,7100
FAB-W1293,EXPORT,CH03,9100
FAB-W1294,DOMESTIC,CH04,6100
FAB-W1295,EXPORT,CH01,7100
FAB-W1296,DOMESTIC,CH02,9100
FAB-W1297,EXPORT,CH03,6100
FAB-W1298,DOMESTIC,CH04,7100
FAB-W1299,EXPORT,CH01,9100
FAB-W1300,DOMESTIC,CH02,6100
FAB-W1301,EXPORT,CH03,7100
FAB-W1302,DOMESTIC,CH04,9100
FAB-W1303,EXPORT,CH01,6100
FAB-W1304,DOMESTIC,CH02,7100
FAB-W1305,EXPORT,CH03,9100
FAB-W1306,DOMESTIC,CH04,6100
FAB-W1307,EXPORT,CH01,7100
FAB-W1308,DOMESTIC,CH02,9100
FAB-W1309,EXPORT,CH03,6100
FAB-W1310,DOMESTIC,CH04,7100
FAB-W1311,EXPORT,CH01,9100
FAB-W1312,DOMESTIC,CH02,6100
FAB-W1313,EXPORT,CH03,7100
FAB-W1314,DOMESTIC,CH04,9100
FAB-W1315,EXPORT,CH01,6100
FAB-W1316,DOMESTIC,CH02,7100
FAB-W1317,EXPORT,CH03,9100
FAB-W1318,DOMESTIC,CH04,6100
FAB-W1319,EXPORT,CH01,7100
FAB-W1320,DOMESTIC,CH02,9100
FAB-W1321,EXPORT,CH03,6100
FAB-W1322,DOMESTIC,CH04,7100
FAB-W1323,EXPORT,CH01,9100
FAB-W1324,DOMESTIC,CH02,6100
FAB-W1325,EXPORT,CH03,7100
FAB-W1326,DOMESTIC,CH04,9100
FAB-W1327,EXPORT,CH01,6100
FAB-W1328,DOMESTIC,CH02,7100
FAB-W1329,EXPORT,CH03,9100
FAB-W1330,DOMESTIC,CH04,6100
FAB-W1331,EXPORT,CH01,7100
FAB-W1332,DOMESTIC,CH02,9100
FAB-W1333,EXPORT,CH03,6100
FAB-W1334,DOMESTIC,CH04,7100
FAB-W1335,EXPORT,CH01,9100
FAB-W1336,DOMESTIC,CH02,6100
FAB-W1337,EXPORT,CH03,7100
FAB-W1338,DOMESTIC,CH04,9100
FAB-W1339,EXPORT,CH01,6100
FAB-W1340,DOMESTIC,CH02,7100
FAB-W1341,EXPORT,CH03,9100
FAB-W1342,DOMESTIC,CH04,6100
FAB-W1343,EXPORT,CH01,7100
FAB-W1344,DOMESTIC,CH02,9100
FAB-W1345,EXPORT,CH03,6100
FAB-W1346,DOMESTIC,CH04,7100
FAB-W1347,EXPORT,CH01,9100
FAB-W1348,DOMESTIC,CH02,6100
FAB-W1349,EXPORT,CH03,7100
FAB-W1350,DOMESTIC,CH04,9100
FAB-W1351,EXPORT,CH01,6100
FAB-W1352,DOMESTIC,CH02,7100
FAB-W1353,EXPORT,CH03,9100
FAB-W1354,DOMESTIC,CH04,6100
FAB-W1355,EXPORT,CH01,7100
FAB-W1356,DOMESTIC,CH02,9100
FAB-W1357,EXPORT,CH03,6100
FAB-W1358,DOMESTIC,CH04,7100
FAB-W1359,EXPORT,CH01,9100
FAB-W1360,DOMESTIC,CH02,6100
FAB-W1361,EXPORT,CH03,7100
FAB-W1362,DOMESTIC,CH04,9100
FAB-W1363,EXPORT,CH01,6100
FAB-W1364,DOMESTIC,CH02,7100
FAB-W1365,EXPORT,CH03,9100
FAB-W1366,DOMESTIC,CH04,6100
FAB-W1367,EXPORT,CH01,7100
FAB-W1368,DOMESTIC,CH02,9100
FAB-W1369,EXPORT,CH03,6100
FAB-W1370,DOMESTIC,CH04,7100
FAB-W1371,EXPORT,CH01,9100
FAB-W1372,DOMESTIC,CH02,6100
FAB-W1373,EXPORT,CH03,7100
FAB-W1374,DOMESTIC,CH04,9100
FAB-W1375,EXPORT,CH01,6100
FAB-W1376,DOMESTIC,CH02,7100
FAB-W1377,EXPORT,CH03,9100
FAB-W1378,DOMESTIC,CH04,6100
FAB-W1379,EXPORT,CH01,7100
FAB-W1380,DOMESTIC,CH02,9100
FAB-W1381,EXPORT,CH03,6100
FAB-W1382,DOMESTIC,CH04,7100
FAB-W1383,EXPORT,CH01,9100
FAB-W1384,DOMESTIC,CH02,6100
FAB-W1385,EXPORT,CH03,7100
FAB-W1386,DOMESTIC,CH04,9100
FAB-W1387,EXPORT,CH01,6100
FAB-W1388,DOMESTIC,CH02,7100
FAB-W1389,EXPORT,CH03,9100
FAB-W1390,DOMESTIC,CH04,6100
FAB-W1391,EXPORT,CH01,7100
FAB-W1392,DOMESTIC,CH02,9100
FAB-W1393,EXPORT,CH03,6100
FAB-W1394,DOMESTIC,CH04,7100
FAB-W1395,EXPORT,CH01,9100
FAB-W1396,DOMESTIC,CH02,6100
FAB-W1397,EXPORT,CH03,7100
FAB-W1398,DOMESTIC,CH04,9100
FAB-W1399,EXPORT,CH01,6100
FAB-W1400,DOMESTIC,CH02,7100
FAB-W1401,EXPORT,CH03,9100
FAB-W1402,DOMESTIC,CH04,6100
FAB-W1403,EXPORT,CH01,7100
FAB-W1404,DOMESTIC,CH02,9100
FAB-W1405,EXPORT,CH03,6100
FAB-W1406,DOMESTIC,CH04,7100
FAB-W1407,EXPORT,CH01,9100
FAB-W1408,DOMESTIC,CH02,6100
FAB-W1409,EXPORT,CH03,7100
FAB-W1410,DOMESTIC,CH04,9100
FAB-W1411,EXPORT,CH01,6100
FAB-W1412,DOMESTIC,CH02,7100
FAB-W1413,EXPORT,CH03,9100
FAB-W1414,DOMESTIC,CH04,6100
FAB-W1415,EXPORT,CH01,7100
FAB-W1416,DOMESTIC,CH02,9100
FAB-W1417,EXPORT,CH03,6100
FAB-W1418,DOMESTIC,CH04,7100
FAB-W1419,EXPORT,CH01,9100
FAB-W1420,DOMESTIC,CH02,6100
FAB-W1421,EXPORT,CH03,7100
FAB-W1422,DOMESTIC,CH04,9100
FAB-W1423,EXPORT,CH01,6100
FAB-W1424,DOMESTIC,CH02,7100
FAB-W1425,EXPORT,CH03,9100
FAB-W1426,DOMESTIC,CH04,6100
FAB-W1427,EXPORT,CH01,7100
FAB-W1428,DOMESTIC,CH02,9100
FAB-W1429,EXPORT,CH03,6100
FAB-W1430,DOMESTIC,CH04,7100
FAB-W1431,EXPORT,CH01,9100
FAB-W1432,DOMESTIC,CH02,6100
FAB-W1433,EXPORT,CH03,7100
FAB-W1434,DOMESTIC,CH04,9100
FAB-W1435,EXPORT,CH01,6100
FAB-W1436,DOMESTIC,CH02,7100
FAB-W1437,EXPORT,CH03,9100
FAB-W1438,DOMESTIC,CH04,6100
FAB-W1439,EXPORT,CH01,7100
FAB-W1440,DOMESTIC,CH02,9100
FAB-W1441,EXPORT,CH03,6100
FAB-W1442,DOMESTIC,CH04,7100
FAB-W1443,EXPORT,CH01,9100
FAB-W1444,DOMESTIC,CH02,6100
FAB-W1445,EXPORT,CH03,7100
FAB-W1446,DOMESTIC,CH04,9100
FAB-W1447,EXPORT,CH01,6100
FAB-W1448,DOMESTIC,CH02,7100
FAB-W1449,EXPORT,CH03,9100
FAB-W1450,DOMESTIC,CH04,6100
FAB-W1451,EXPORT,CH01,7100
FAB-W1452,DOMESTIC,CH02,9100
FAB-W1453,EXPORT,CH03,6100
FAB-W1454,DOMESTIC,CH04,7100
FAB-W1455,EXPORT,CH01,9100
FAB-W1456,DOMESTIC,CH02,6100
FAB-W1457,EXPORT,CH03,7100
FAB-W1458,DOMESTIC,CH04,9100
FAB-W1459,EXPORT,CH01,6100
FAB-W1460,DOMESTIC,CH02,7100
FAB-W1461,EXPORT,CH03,9100
FAB-W1462,DOMESTIC,CH04,6100
FAB-W1463,EXPORT,CH01,7100
FAB-W1464,DOMESTIC,CH02,9100
FAB-W1465,EXPORT,CH03,6100
FAB-W1466,DOMESTIC,CH04,7100
FAB-W1467,EXPORT,CH01,9100
FAB-W1468,DOMESTIC,CH02,6100
FAB-W1469,EXPORT,CH03,7100
FAB-W1470,DOMESTIC,CH04,9100
FAB-W1471,EXPORT,CH01,6100
FAB-W1472,DOMESTIC,CH02,7100
FAB-W1473,EXPORT,CH03,9100
FAB-W1474,DOMESTIC,CH04,6100
FAB-W1475,EXPORT,CH01,7100
FAB-W1476,DOMESTIC,CH02,9100
FAB-W1477,EXPORT,CH03,6100
FAB-W1478,DOMESTIC,CH04,7100
FAB-W1479,EXPORT,CH01,9100
FAB-W1480,DOMESTIC,CH02,6100
FAB-W1481,EXPORT,CH03,7100
FAB-W1482,DOMESTIC,CH04,9100
FAB-W1483,EXPORT,CH01,6100
FAB-W1484,DOMESTIC,CH02,7100
FAB-W1485,EXPORT,CH03,9100
FAB-W1486,DOMESTIC,CH04,6100
FAB-W1487,EXPORT,CH01,7100
FAB-W1488,DOMESTIC,CH02,9100
FAB-W1489,EXPORT,CH03,6100
FAB-W1490,DOMESTIC,CH04,7100
FAB-W1491,EXPORT,CH01,9100
FAB-W1492,DOMESTIC,CH02,6100
FAB-W1493,EXPORT,CH03,7100
FAB-W1494,DOMESTIC,CH04,9100
FAB-W1495,EXPORT,CH01,6100
FAB-W1496,DOMESTIC,CH02,7100
FAB-W1497,EXPORT,CH03,9100
FAB-W1498,DOMESTIC,CH04,6100
FAB-W1499,EXPORT,CH01,7100
FAB-W1500,DOMESTIC,CH02,9100
FAB-W1501,EXPORT,CH03,6100
FAB-W1502,DOMESTIC,CH04,7100
FAB-W1503,EXPORT,CH01,9100
FAB-W1504,DOMESTIC,CH02,6100
FAB-W1505,EXPORT,CH03,7100
FAB-W1506,DOMESTIC,CH04,9100
FAB-W1507,EXPORT,CH01,6100
FAB-W1508,DOMESTIC,CH02,7100
FAB-W1509,EXPORT,CH03,9100
FAB-W1510,DOMESTIC,CH04,6100
FAB-W1511,EXPORT,CH01,7100
FAB-W1512,DOMESTIC,CH02,9100
FAB-W1513,EXPORT,CH03,6100
FAB-W1514,DOMESTIC,CH04,7100
FAB-W1515,EXPORT,CH01,9100
FAB-W1516,DOMESTIC,CH02,6100
FAB-W1517,EXPORT,CH03,7100
FAB-W1518,DOMESTIC,CH04,9100
FAB-W1519,EXPORT,CH01,6100
FAB-W1520,DOMESTIC,CH02,7100
FAB-W1521,EXPORT,CH03,9100
FAB-W1522,DOMESTIC,CH04,6100
FAB-W1523,EXPORT,CH01,7100
FAB-W1524,DOMESTIC,CH02,9100
FAB-W1525,EXPORT,CH03,6100
FAB-W1526,DOMESTIC,CH04,7100
FAB-W1527,EXPORT,CH01,9100
FAB-W1528,DOMESTIC,CH02,6100
FAB-W1529,EXPORT,CH03,7100
FAB-W1530,DOMESTIC,CH04,9100
FAB-W1531,EXPORT,CH01,6100
FAB-W1532,DOMESTIC,CH02,7100
FAB-W1533,EXPORT,CH03,9100
FAB-W1534,DOMESTIC,CH04,6100
FAB-W1535,EXPORT,CH01,7100
FAB-W1536,DOMESTIC,CH02,9100
FAB-W1537,EXPORT,CH03,6100
FAB-W1538,DOMESTIC,CH04,7100
FAB-W1539,EXPORT,CH01,9100
FAB-W1540,DOMESTIC,CH02,6100
FAB-W1541,EXPORT,CH03,7100
FAB-W1542,DOMESTIC,CH04,9100
FAB-W1543,EXPORT,CH01,6100
FAB-W1544,DOMESTIC,CH02,7100
FAB-W1545,EXPORT,CH03,9100
FAB-W1546,DOMESTIC,CH04,6100
FAB-W1547,EXPORT,CH01,7100
FAB-W1548,DOMESTIC,CH02,9100
FAB-W1549,EXPORT,CH03,6100
FAB-W1550,DOMESTIC,CH04,7100
FAB-W1551,EXPORT,CH01,9100
FAB-W1552,DOMESTIC,CH02,6100
FAB-W1553,EXPORT,CH03,7100
FAB-W1554,DOMESTIC,CH04,9100
FAB-W1555,EXPORT,CH01,6100
FAB-W1556,DOMESTIC,CH02,7100
FAB-W1557,EXPORT,CH03,9100
FAB-W1558,DOMESTIC,CH04,6100
FAB-W1559,EXPORT,CH01,7100
FAB-W1560,DOMESTIC,CH02,9100
FAB-W1561,EXPORT,CH03,6100
FAB-W1562,DOMESTIC,CH04,7100
FAB-W1563,EXPORT,CH01,9100
FAB-W1564,DOMESTIC,CH02,6100
FAB-W1565,EXPORT,CH03,7100
FAB-W1566,DOMESTIC,CH04,9100
FAB-W1567,EXPORT,CH01,6100
FAB-W1568,DOMESTIC,CH02,7100
FAB-W1569,EXPORT,CH03,9100
FAB-W1570,DOMESTIC,CH04,6100
FAB-W1571,EXPORT,CH01,7100
FAB-W1572,DOMESTIC,CH02,9100
FAB-W1573,EXPORT,CH03,6100
FAB-W1574,DOMESTIC,CH04,7100
FAB-W1575,EXPORT,CH01,9100
FAB-W1576,DOMESTIC,CH02,6100
FAB-W1577,EXPORT,CH03,7100
FAB-W1578,DOMESTIC,CH04,9100
FAB-W1579,EXPORT,CH01,6100
FAB-W1580,DOMESTIC,CH02,7100
FAB-W1581,EXPORT,CH03,9100
FAB-W1582,DOMESTIC,CH04,6100
FAB-W1583,EXPORT,CH01,7100
FAB-W1584,DOMESTIC,CH02,9100
FAB-W1585,EXPORT,CH03,6100
FAB-W1586,DOMESTIC,CH04,7100
FAB-W1587,EXPORT,CH01,9100
FAB-W1588,DOMESTIC,CH02,6100
FAB-W1589,EXPORT,CH03,7100
FAB-W1590,DOMESTIC,CH04,9100
FAB-W1591,EXPORT,CH01,6100
FAB-W1592,DOMESTIC,CH02,7100
FAB-W1593,EXPORT,CH03,9100
FAB-W1594,DOMESTIC,CH04,6100
FAB-W1595,EXPORT,CH01,7100
FAB-W1596,DOMESTIC,CH02,9100
FAB-W1597,EXPORT,CH03,6100
FAB-W1598,DOMESTIC,CH04,7100
FAB-W1599,EXPORT,CH01,9100
FAB-W1600,DOMESTIC,CH02,6100
FAB-W1601,EXPORT,CH03,7100
FAB-W1602,DOMESTIC,CH04,9100
FAB-W1603,EXPORT,CH01,6100
FAB-W1604,DOMESTIC,CH02,7100
FAB-W1605,EXPORT,CH03,9100
FAB-W1606,DOMESTIC,CH04,6100
FAB-W1607,EXPORT,CH01,7100
FAB-W1608,DOMESTIC,CH02,9100
FAB-W1609,EXPORT,CH03,6100
FAB-W1610,DOMESTIC,CH04,7100
FAB-W1611,EXPORT,CH01,9100
FAB-W1612,DOMESTIC,CH02,6100
FAB-W1613,EXPORT,CH03,7100
FAB-W1614,DOMESTIC,CH04,9100
FAB-W1615,EXPORT,CH01,6100
FAB-W1616,DOMESTIC,CH02,7100
FAB-W1617,EXPORT,CH03,9100
FAB-W1618,DOMESTIC,CH04,6100
FAB-W1619,EXPORT,CH01,7100
FAB-W1620,DOMESTIC,CH02,9100
FAB-W1621,EXPORT,CH03,6100
FAB-W1622,DOMESTIC,CH04,7100
FAB-W1623,EXPORT,CH01,9100
FAB-W1624,DOMESTIC,CH02,6100
FAB-W1625,EXPORT,CH03,7100
FAB-W1626,DOMESTIC,CH04,9100
FAB-W1627,EXPORT,CH01,6100
FAB-W1628,DOMESTIC,CH02,7100
FAB-W1629,EXPORT,CH03,9100
FAB-W1630,DOMESTIC,CH04,6100
FAB-W1631,EXPORT,CH01,7100
FAB-W1632,DOMESTIC,CH02,9100
FAB-W1633,EXPORT,CH03,6100
FAB-W1634,DOMESTIC,CH04,7100
FAB-W1635,EXPORT,CH01,9100
FAB-W1636,DOMESTIC,CH02,6100
FAB-W1637,EXPORT,CH03,7100
FAB-W1638,DOMESTIC,CH04,9100
FAB-W1639,EXPORT,CH01,6100
FAB-W1640,DOMESTIC,CH02,7100
FAB-W1641,EXPORT,CH03,9100
FAB-W1642,DOMESTIC,CH04,6100
FAB-W1643,EXPORT,CH01,7100
FAB-W1644,DOMESTIC,CH02,9100
FAB-W1645,EXPORT,CH03,6100
FAB-W1646,DOMESTIC,CH04,7100
FAB-W1647,EXPORT,CH01,9100
FAB-W1648,DOMESTIC,CH02,6100
FAB-W1649,EXPORT,CH03,7100
FAB-W1650,DOMESTIC,CH04,9100
FAB-W1651,EXPORT,CH01,6100
FAB-W1652,DOMESTIC,CH02,7100
FAB-W1653,EXPORT,CH03,9100
FAB-W1654,DOMESTIC,CH04,6100
FAB-W1655,EXPORT,CH01,7100
FAB-W1656,DOMESTIC,CH02,9100
FAB-W1657,EXPORT,CH03,6100
FAB-W1658,DOMESTIC,CH04,7100
FAB-W1659,EXPORT,CH01,9100
FAB-W1660,DOMESTIC,CH02,6100
FAB-W1661,EXPORT,CH03,7100
FAB-W1662,DOMESTIC,CH04,9100
FAB-W1663,EXPORT,CH01,6100
FAB-W1664,DOMESTIC,CH02,7100
FAB-W1665,EXPORT,CH03,9100
FAB-W1666,DOMESTIC,CH04,6100
FAB-W1667,EXPORT,CH01,7100
FAB-W1668,DOMESTIC,CH02,9100
FAB-W1669,EXPORT,CH03,6100
FAB-W1670,DOMESTIC,CH04,7100
FAB-W1671,EXPORT,CH01,9100
FAB-W1672,DOMESTIC,CH02,6100
FAB-W1673,EXPORT,CH03,7100
FAB-W1674,DOMESTIC,CH04,9100
FAB-W1675,EXPORT,CH01,6100
FAB-W1676,DOMESTIC,CH02,7100
FAB-W1677,EXPORT,CH03,9100
FAB-W1678,DOMESTIC,CH04,6100
FAB-W1679,EXPORT,CH01,7100
FAB-W1680,DOMESTIC,CH02,9100
FAB-W1681,EXPORT,CH03,6100
FAB-W1682,DOMESTIC,CH04,7100
FAB-W1683,EXPORT,CH01,9100
FAB-W1684,DOMESTIC,CH02,6100
FAB-W1685,EXPORT,CH03,7100
FAB-W1686,DOMESTIC,CH04,9100
FAB-W1687,EXPORT,CH01,6100
FAB-W1688,DOMESTIC,CH02,7100
FAB-W1689,EXPORT,CH03,9100
FAB-W1690,DOMESTIC,CH04,6100
FAB-W1691,EXPORT,CH01,7100
FAB-W1692,DOMESTIC,CH02,9100
FAB-W1693,EXPORT,CH03,6100
FAB-W1694,DOMESTIC,CH04,7100
FAB-W1695,EXPORT,CH01,9100
FAB-W1696,DOMESTIC,CH02,6100
FAB-W1697,EXPORT,CH03,7100
FAB-W1698,DOMESTIC,CH04,9100
FAB-W1699,EXPORT,CH01,6100
FAB-W1700,DOMESTIC,CH02,7100
FAB-W1701,EXPORT,CH03,9100
FAB-W1702,DOMESTIC,CH04,6100
FAB-W1703,EXPORT,CH01,7100
FAB-W1704,DOMESTIC,CH02,9100
FAB-W1705,EXPORT,CH03,6100
FAB-W1706,DOMESTIC,CH04,7100
FAB-W1707,EXPORT,CH01,9100
FAB-W1708,DOMESTIC,CH02,6100
FAB-W1709,EXPORT,CH03,7100
FAB-W1710,DOMESTIC,CH04,9100
FAB-W1711,EXPORT,CH01,6100
FAB-W1712,DOMESTIC,CH02,7100
FAB-W1713,EXPORT,CH03,9100
FAB-W1714,DOMESTIC,CH04,6100
FAB-W1715,EXPORT,CH01,7100
FAB-W1716,DOMESTIC,CH02,9100
FAB-W1717,EXPORT,CH03,6100
FAB-W1718,DOMESTIC,CH04,7100
FAB-W1719,EXPORT,CH01,9100
FAB-W1720,DOMESTIC,CH02,6100
FAB-W1721,EXPORT,CH03,7100
FAB-W1722,DOMESTIC,CH04,9100
FAB-W1723,EXPORT,CH01,6100
FAB-W1724,DOMESTIC,CH02,7100
FAB-W1725,EXPORT,CH03,9100
FAB-W1726,DOMESTIC,CH04,6100
FAB-W1727,EXPORT,CH01,7100
FAB-W1728,DOMESTIC,CH02,9100
FAB-W1729,EXPORT,CH03,6100
FAB-W1730,DOMESTIC,CH04,7100
FAB-W1731,EXPORT,CH01,9100
FAB-W1732,DOMESTIC,CH02,6100
FAB-W1733,EXPORT,CH03,7100
FAB-W1734,DOMESTIC,CH04,9100
FAB-W1735,EXPORT,CH01,6100
FAB-W1736,DOMESTIC,CH02,7100
FAB-W1737,EXPORT,CH03,9100
FAB-W1738,DOMESTIC,CH04,6100
FAB-W1739,EXPORT,CH01,7100
FAB-W1740,DOMESTIC,CH02,9100
FAB-W1741,EXPORT,CH03,6100
FAB-W1742,DOMESTIC,CH04,7100
FAB-W1743,EXPORT,CH01,9100
FAB-W1744,DOMESTIC,CH02,6100
FAB-W1745,EXPORT,CH03,7100
FAB-W1746,DOMESTIC,CH04,9100
FAB-W1747,EXPORT,CH01,6100
FAB-W1748,DOMESTIC,CH02,7100
FAB-W1749,EXPORT,CH03,9100
FAB-W1750,DOMESTIC,CH04,6100
FAB-W1751,EXPORT,CH01,7100
FAB-W1752,DOMESTIC,CH02,9100
FAB-W1753,EXPORT,CH03,6100
FAB-W1754,DOMESTIC,CH04,7100
FAB-W1755,EXPORT,CH01,9100
FAB-W1756,DOMESTIC,CH02,6100
FAB-W1757,EXPORT,CH03,7100
FAB-W1758,DOMESTIC,CH04,9100
FAB-W1759,EXPORT,CH01,6100
FAB-W1760,DOMESTIC,CH02,7100
FAB-W1761,EXPORT,CH03,9100
FAB-W1762,DOMESTIC,CH04,6100
FAB-W1763,EXPORT,CH01,7100
FAB-W1764,DOMESTIC,CH02,9100
FAB-W1765,EXPORT,CH03,6100
FAB-W1766,DOMESTIC,CH04,7100
FAB-W1767,EXPORT,CH01,9100
FAB-W1768,DOMESTIC,CH02,6100
FAB-W1769,EXPORT,CH03,7100
FAB-W1770,DOMESTIC,CH04,9100
FAB-W1771,EXPORT,CH01,6100
FAB-W1772,DOMESTIC,CH02,7100
FAB-W1773,EXPORT,CH03,9100
FAB-W1774,DOMESTIC,CH04,6100
FAB-W1775,EXPORT,CH01,7100
FAB-W1776,DOMESTIC,CH02,9100
FAB-W1777,EXPORT,CH03,6100
FAB-W1778,DOMESTIC,CH04,7100
FAB-W1779,EXPORT,CH01,9100
FAB-W1780,DOMESTIC,CH02,6100
FAB-W1781,EXPORT,CH03,7100
FAB-W1782,DOMESTIC,CH04,9100
FAB-W1783,EXPORT,CH01,6100
FAB-W1784,DOMESTIC,CH02,7100
FAB-W1785,EXPORT,CH03,9100
FAB-W1786,DOMESTIC,CH04,6100
FAB-W1787,EXPORT,CH01,7100
FAB-W1788,DOMESTIC,CH02,9100
FAB-W1789,EXPORT,CH03,6100
FAB-W1790,DOMESTIC,CH04,7100
FAB-W1791,EXPORT,CH01,9100
FAB-W1792,DOMESTIC,CH02,6100
FAB-W1793,EXPORT,CH03,7100
FAB-W1794,DOMESTIC,CH04,9100
FAB-W1795,EXPORT,CH01,6100
FAB-W1796,DOMESTIC,CH02,7100
FAB-W1797,EXPORT,CH03,9100
FAB-W1798,DOMESTIC,CH04,6100
FAB-W1799,EXPORT,CH01,7100
FAB-W1800,DOMESTIC,CH02,9100
FAB-W1801,EXPORT,CH03,6100
FAB-W1802,DOMESTIC,CH04,7100
FAB-W1803,EXPORT,CH01,9100
FAB-W1804,DOMESTIC,CH02,6100
FAB-W1805,EXPORT,CH03,7100
FAB-W1806,DOMESTIC,CH04,9100
FAB-W1807,EXPORT,CH01,6100
FAB-W1808,DOMESTIC,CH02,7100
FAB-W1809,EXPORT,CH03,9100
FAB-W1810,DOMESTIC,CH04,6100
FAB-W1811,EXPORT,CH01,7100
FAB-W1812,DOMESTIC,CH02,9100
FAB-W1813,EXPORT,CH03,6100
FAB-W1814,DOMESTIC,CH04,7100
FAB-W1815,EXPORT,CH01,9100
FAB-W1816,DOMESTIC,CH02,6100
FAB-W1817,EXPORT,CH03,7100
FAB-W1818,DOMESTIC,CH04,9100
FAB-W1819,EXPORT,CH01,6100
FAB-W1820,DOMESTIC,CH02,7100
FAB-W1821,EXPORT,CH03,9100
FAB-W1822,DOMESTIC,CH04,6100
FAB-W1823,EXPORT,CH01,7100
FAB-W1824,DOMESTIC,CH02,9100
FAB-W1825,EXPORT,CH03,6100
FAB-W1826,DOMESTIC,CH04,7100
FAB-W1827,EXPORT,CH01,9100
FAB-W1828,DOMESTIC,CH02,6100
FAB-W1829,EXPORT,CH03,7100
FAB-W1830,DOMESTIC,CH04,9100
FAB-W1831,EXPORT,CH01,6100
FAB-W1832,DOMESTIC,CH02,7100
FAB-W1833,EXPORT,CH03,9100
FAB-W1834,DOMESTIC,CH04,6100
FAB-W1835,EXPORT,CH01,7100
FAB-W1836,DOMESTIC,CH02,9100
FAB-W1837,EXPORT,CH03,6100
FAB-W1838,DOMESTIC,CH04,7100
FAB-W1839,EXPORT,CH01,9100
FAB-W1840,DOMESTIC,CH02,6100
FAB-W1841,EXPORT,CH03,7100
FAB-W1842,DOMESTIC,CH04,9100
FAB-W1843,EXPORT,CH01,6100
FAB-W1844,DOMESTIC,CH02,7100
FAB-W1845,EXPORT,CH03,9100
FAB-W1846,DOMESTIC,CH04,6100
FAB-W1847,EXPORT,CH01,7100
FAB-W1848,DOMESTIC,CH02,9100
FAB-W1849,EXPORT,CH03,6100
FAB-W1850,DOMESTIC,CH04,7100
FAB-W1851,EXPORT,CH01,9100
FAB-W1852,DOMESTIC,CH02,6100
FAB-W1853,EXPORT,CH03,7100
FAB-W1854,DOMESTIC,CH04,9100
FAB-W1855,EXPORT,CH01,6100
FAB-W1856,DOMESTIC,CH02,7100
FAB-W1857,EXPORT,CH03,9100
FAB-W1858,DOMESTIC,CH04,6100
FAB-W1859,EXPORT,CH01,7100
FAB-W1860,DOMESTIC,CH02,9100
FAB-W1861,EXPORT,CH03,6100
FAB-W1862,DOMESTIC,CH04,7100
FAB-W1863,EXPORT,CH01,9100
FAB-W1864,DOMESTIC,CH02,6100
FAB-W1865,EXPORT,CH03,7100
FAB-W1866,DOMESTIC,CH04,9100
FAB-W1867,EXPORT,CH01,6100
FAB-W1868,DOMESTIC,CH02,7100
FAB-W1869,EXPORT,CH03,9100
FAB-W1870,DOMESTIC,CH04,6100
FAB-W1871,EXPORT,CH01,7100
FAB-W1872,DOMESTIC,CH02,9100
FAB-W1873,EXPORT,CH03,6100
FAB-W1874,DOMESTIC,CH04,7100
FAB-W1875,EXPORT,CH01,9100
FAB-W1876,DOMESTIC,CH02,6100
FAB-W1877,EXPORT,CH03,7100
FAB-W1878,DOMESTIC,CH04,9100
FAB-W1879,EXPORT,CH01,6100
FAB-W1880,DOMESTIC,CH02,7100
FAB-W1881,EXPORT,CH03,9100
FAB-W1882,DOMESTIC,CH04,6100
FAB-W1883,EXPORT,CH01,7100
FAB-W1884,DOMESTIC,CH02,9100
FAB-W1885,EXPORT,CH03,6100
FAB-W1886,DOMESTIC,CH04,7100
FAB-W1887,EXPORT,CH01,9100
FAB-W1888,DOMESTIC,CH02,6100
FAB-W1889,EXPORT,CH03,7100
FAB-W1890,DOMESTIC,CH04,9100
FAB-W1891,EXPORT,CH01,6100
FAB-W1892,DOMESTIC,CH02,7100
FAB-W1893,EXPORT,CH03,9100
FAB-W1894,DOMESTIC,CH04,6100
FAB-W1895,EXPORT,CH01,7100
FAB-W1896,DOMESTIC,CH02,9100
FAB-W1897,EXPORT,CH03,6100
FAB-W1898,DOMESTIC,CH04,7100
FAB-W1899,EXPORT,CH01,9100
FAB-W1900,DOMESTIC,CH02,6100
FAB-W1901,EXPORT,CH03,7100
FAB-W1902,DOMESTIC,CH04,9100
FAB-W1903,EXPORT,CH01,6100
FAB-W1904,DOMESTIC,CH02,7100
