fabric_code,loom_code,component_code
FAB-W1164,LC-5158,Y-GEN-2157
FAB-W1165,LC-5159,Y-GEN-2158
FAB-W1166,LC-5160,Y-GEN-2159
FAB-W1167,LC-5161,Y-GEN-2160
FAB-W1168,LC-5162,Y-GEN-2161
FAB-W1169,LC-5163,Y-GEN-2162
FAB-W1170,LC-5164,Y-GEN-2163
FAB-W1171,LC-5165,Y-GEN-2164
FAB-W1172,LC-5166,Y-GEN-2165
FAB-W1173,LC-5167,Y-GEN-2166
FAB-W1174,LC-5168,Y-GEN-2167
FAB-W1175,LC-5169,Y-GEN-2168
FAB-W1176,LC-5170,Y-GEN-2169
FAB-W1177,LC-5171,Y-GEN-2170
FAB-W1178,LC-5172,Y-GEN-2171
FAB-W1179,LC-5173,Y-GEN-2172
FAB-W1180,LC-5174,Y-GEN-2173
FAB-W1181,LC-5175,Y-GEN-2174
FAB-W1182,LC-5176,Y-GEN-2175
FAB-W1183,LC-5177,Y-GEN-2176
FAB-W1184,LC-5178,Y-GEN-2177
FAB-W1185,LC-5179,Y-GEN-2178
FAB-W1186,LC-5180,Y-GEN-2179
FAB-W1187,LC-5181,Y-GEN-2180
FAB-W1188,LC-5182,Y-GEN-2181
FAB-W1189,LC-5183,Y-GEN-2182
FAB-W1190,LC-5184,Y-GEN-2183
FAB-W1191,LC-5185,Y-GEN-2184
FAB-W1192,LC-5186,Y-GEN-2185
FAB-W1193,LC-5187,Y-GEN-2186
FAB-W1194,LC-5188,Y-GEN-2187
FAB-W1195,LC-5189,Y-GEN-2188
FAB-W1196,LC-5190,Y-GEN-2189
FAB-W1197,LC-5191,Y-GEN-2190
FAB-W1198,LC-5192,Y-GEN-2191
FAB-W1199,LC-5193,Y-GEN-2192
FAB-W1200,LC-5194,Y-GEN-2193
FAB-W1201,LC-5195,Y-GEN-2194
FAB-W1202,LC-5196,Y-GEN-2195
FAB-W1203,LC-5197,Y-GEN-2196
FAB-W1204,LC-5198,Y-GEN-2197
FAB-W1205,LC-5199,Y-GEN-2198
FAB-W1206,LC-5200,Y-GEN-2199
FAB-W1207,LC-5201,Y-GEN-2200
FAB-W1208,LC-5202,Y-GEN-2201
FAB-W1209,LC-5203,Y-GEN-2202
FAB-W1210,LC-5204,Y-GEN-2203
FAB-W1211,LC-5205,Y-GEN-2204
FAB-W1212,LC-5206,Y-GEN-2205
FAB-W1213,LC-5207,Y-GEN-2206
FAB-W1214,LC-5208,Y-GEN-2207
FAB-W1215,LC-5209,Y-GEN-2208
FAB-W1216,LC-5210,Y-GEN-2209
FAB-W1217,LC-5211,Y-GEN-2210
FAB-W1218,LC-5212,Y-GEN-2211
FAB-W1219,LC-5213,Y-GEN-2212
FAB-W1220,LC-5214,Y-GEN-2213
FAB-W1221,LC-5215,Y-GEN-2214
FAB-W1222,LC-5216,Y-GEN-2215
FAB-W1223,LC-5217,Y-GEN-2216
FAB-W1224,LC-5218,Y-GEN-2217
FAB-W1225,LC-5219,Y-GEN-2218
FAB-W1226,LC-5220,Y-GEN-2219
FAB-W1227,LC-5221,Y-GEN-2220
FAB-W1228,LC-5222,Y-GEN-2221
FAB-W1229,LC-5223,Y-GEN-2222
FAB-W1230,LC-5224,Y-GEN-2223
FAB-W1231,LC-5225,Y-GEN-2224
FAB-W1232,LC-5226,Y-GEN-2225
FAB-W1233,LC-5227,Y-GEN-2226
FAB-W1234,LC-5228,Y-GEN-2227
FAB-W1235,LC-5229,Y-GEN-2228
FAB-W1236,LC-5230,Y-GEN-2229
FAB-W1237,LC-5231,Y-GEN-2230
FAB-W1238,LC-5232,Y-GEN-2231
FAB-W1239,LC-5233,Y-GEN-2232
FAB-W1240,LC-5234,Y-GEN-2233
FAB-W1241,LC-5235,Y-GEN-2234
FAB-W1242,LC-5236,Y-GEN-2235
FAB-W1243,LC-5237,Y-GEN-2236
FAB-W1244,LC-5238,Y-GEN-2237
FAB-W1245,LC-5239,Y-GEN-2238
FAB-W1246,LC-5240,Y-GEN-2239
FAB-W1247,LC-5241,Y-GEN-2240
FAB-W1248,LC-5242,Y-GEN-2241
FAB-W1249,LC-5243,Y-GEN-2242
FAB-W1250,LC-5244,Y-GEN-2243
FAB-W1251,LC-5245,Y-GEN-2244
FAB-W1252,LC-5246,Y-GEN-2245
FAB-W1253,LC-5247,Y-GEN-2246
FAB-W1254,LC-5248,Y-GEN-2247
FAB-W1255,LC-5249,Y-GEN-2248
FAB-W1256,LC-5250,Y-GEN-2249
FAB-W1257,LC-5251,Y-GEN-2250
FAB-W1258,LC-5252,Y-GEN-2251
FAB-W1259,LC-5253,Y-GEN-2252
FAB-W1260,LC-5254,Y-GEN-2253
FAB-W1261,LC-5255,Y-GEN-2254
FAB-W1262,LC-5256,Y-GEN-2255
FAB-W1263,LC-5257,Y-GEN-2256
FAB-W1264,LC-5258,Y-GEN-2257
FAB-W1265,LC-5259,Y-GEN-2258
FAB-W1266,LC-5260,Y-GEN-2259
FAB-W1267,LC-5261,Y-GEN-2260
FAB-W1268,LC-5262,Y-GEN-2261
FAB-W1269,LC-5263,Y-GEN-2262
FAB-W1270,LC-5264,Y-GEN-2263
FAB-W1271,LC-5265,Y-GEN-2264
FAB-W1272,LC-5266,Y-GEN-2265
FAB-W1273,LC-5267,Y-GEN-2266
FAB-W1274,LC-5268,Y-GEN-2267
FAB-W1275,LC-5269,Y-GEN-2268
FAB-W1276,LC-5270,Y-GEN-2269
FAB-W1277,LC-5271,Y-GEN-2270
FAB-W1278,LC-5272,Y-GEN-2271
FAB-W1279,LC-5273,Y-GEN-2272
FAB-W1280,LC-5274,Y-GEN-2273
FAB-W1281,LC-5275,Y-GEN-2274
FAB-W1282,LC-5276,Y-GEN-2275
FAB-W1283,LC-5277,Y-GEN-2276
FAB-W1284,LC-5278,Y-GEN-2277
FAB-W1285,LC-5279,Y-GEN-2278
FAB-W1286,LC-5280,Y-GEN-2279
FAB-W1287,LC-5281,Y-GEN-2280
FAB-W1288,LC-5282,Y-GEN-2281
FAB-W1289,LC-5283,Y-GEN-2282
FAB-W1290,LC-5284,Y-GEN-2283
FAB-W1291,LC-5285,Y-GEN-2284
FAB-W1292,LC-5286,Y-GEN-2285
FAB-W1293,LC-5287,Y-GEN-2286
FAB-W1294,LC-5288,Y-GEN-2287
FAB-W1295,LC-5289,Y-GEN-2288
FAB-W1296,LC-5290,Y-GEN-2289
FAB-W1297,LC-5291,Y-GEN-2290
FAB-W1298,LC-5292,Y-GEN-2291
FAB-W1299,LC-5293,Y-GEN-2292
FAB-W1300,LC-5294,Y-GEN-2293
FAB-W1301,LC-5295,Y-GEN-2294
FAB-W1302,LC-5296,Y-GEN-2295
FAB-W1303,LC-5297,Y-GEN-2296
FAB-W1304,LC-5298,Y-GEN-2297
FAB-W1305,LC-5299,Y-GEN-2298
FAB-W1306,LC-5300,Y-GEN-2299
FAB-W1307,LC-5301,Y-GEN-2300
FAB-W1308,LC-5302,Y-GEN-2301
FAB-W1309,LC-5303,Y-GEN-2302
FAB-W1310,LC-5304,Y-GEN-2303
FAB-W1311,LC-5305,Y-GEN-2304
FAB-W1312,LC-5306,Y-GEN-2305
FAB-W1313,LC-5307,Y-GEN-2306
FAB-W1314,LC-5308,Y-GEN-2307
FAB-W1315,LC-5309,Y-GEN-2308
FAB-W1316,LC-5310,Y-GEN-2309
FAB-W1317,LC-5311,Y-GEN-2310
FAB-W1318,LC-5312,Y-GEN-2311
FAB-W1319,LC-5313,Y-GEN-2312
FAB-W1320,LC-5314,Y-GEN-2313
FAB-W1321,LC-5315,Y-GEN-2314
FAB-W1322,LC-5316,Y-GEN-2315
FAB-W1323,LC-5317,Y-GEN-2316
FAB-W1324,LC-5318,Y-GEN-2317
FAB-W1325,LC-5319,Y-GEN-2318
FAB-W1326,LC-5320,Y-GEN-2319
FAB-W1327,LC-5321,Y-GEN-2320
FAB-W1328,LC-5322,Y-GEN-2321
FAB-W1329,LC-5323,Y-GEN-2322
FAB-W1330,LC-5324,Y-GEN-2323
FAB-W1331,LC-5325,Y-GEN-2324
FAB-W1332,LC-5326,Y-GEN-2325
FAB-W1333,LC-5327,Y-GEN-2326
FAB-W1334,LC-5328,Y-GEN-2327
FAB-W1335,LC-5329,Y-GEN-2328
FAB-W1336,LC-5330,Y-GEN-2329
FAB-W1337,LC-5331,Y-GEN-2330
FAB-W1338,LC-5332,Y-GEN-2331
FAB-W1339,LC-5333,Y-GEN-2332
FAB-W1340,LC-5334,Y-GEN-2333
FAB-W1341,LC-5335,Y-GEN-2334
FAB-W1342,LC-5336,Y-GEN-2335
FAB-W1343,LC-5337,Y-GEN-2336
FAB-W1344,LC-5338,Y-GEN-2337
FAB-W1345,LC-5339,Y-GEN-2338
FAB-W1346,LC-5340,Y-GEN-2339
FAB-W1347,LC-5341,Y-GEN-2340
FAB-W1348,LC-5342,Y-GEN-2341
FAB-W1349,LC-5343,Y-GEN-2342
FAB-W1350,LC-5344,Y-GEN-2343
FAB-W1351,LC-5345,Y-GEN-2344
FAB-W1352,LC-5346,Y-GEN-2345
FAB-W1353,LC-5347,Y-GEN-2346
FAB-W1354,LC-5348,Y-GEN-2347
FAB-W1355,LC-5349,Y-GEN-2348
FAB-W1356,LC-5350,Y-GEN-2349
FAB-W1357,LC-5351,Y-GEN-2350
FAB-W1358,LC-5352,Y-GEN-2351
FAB-W1359,LC-5353,Y-GEN-2352
FAB-W1360,LC-5354,Y-GEN-2353
FAB-W1361,LC-5355,Y-GEN-2354
FAB-W1362,LC-5356,Y-GEN-2355
FAB-W1363,LC-5357,Y-GEN-2356
FAB-W1364,LC-5358,Y-GEN-2357
FAB-W1365,LC-5359,Y-GEN-2358
FAB-W1366,LC-5360,Y-GEN-2359
FAB-W1367,LC-5361,Y-GEN-2360
FAB-W1368,LC-5362,Y-GEN-2361
FAB-W1369,LC-5363,Y-GEN-2362
FAB-W1370,LC-5364,Y-GEN-2363
FAB-W1371,LC-5365,Y-GEN-2364
FAB-W1372,LC-5366,Y-GEN-2365
FAB-W1373,LC-5367,Y-GEN-2366
FAB-W1374,LC-5368,Y-GEN-2367
FAB-W1375,LC-5369,Y-GEN-2368
FAB-W1376,LC-5370,Y-GEN-2369
FAB-W1377,LC-5371,Y-GEN-2370
FAB-W1378,LC-5372,Y-GEN-2371
FAB-W1379,LC-5373,Y-GEN-2372
FAB-W1380,LC-5374,Y-GEN-2373
FAB-W1381,LC-5375,Y-GEN-2374
FAB-W1382,LC-5376,Y-GEN-2375
FAB-W1383,LC-5377,Y-GEN-2376
FAB-W1384,LC-5378,Y-GEN-2377
FAB-W1385,LC-5379,Y-GEN-2378
FAB-W1386,LC-5380,Y-GEN-2379
FAB-W1387,LC-5381,Y-GEN-2380
FAB-W1388,LC-5382,Y-GEN-2381
FAB-W1389,LC-5383,Y-GEN-2382
FAB-W1390,LC-5384,Y-GEN-2383
FAB-W1391,LC-5385,Y-GEN-2384
FAB-W1392,LC-5386,Y-GEN-2385
FAB-W1393,LC-5387,Y-GEN-2386
FAB-W1394,LC-5388,Y-GEN-2387
FAB-W1395,LC-5389,Y-GEN-2388
FAB-W1396,LC-5390,Y-GEN-2389
FAB-W1397,LC-5391,Y-GEN-2390
FAB-W1398,LC-5392,Y-GEN-2391
FAB-W1399,LC-5393,Y-GEN-2392
FAB-W1400,LC-5394,Y-GEN-2393
FAB-W1401,LC-5395,Y-GEN-2394
FAB-W1402,LC-5396,Y-GEN-2395
FAB-W1403,LC-5397,Y-GEN-2396
FAB-W1404,LC-5398,Y-GEN-2397
FAB-W1405,LC-5399,Y-GEN-2398
FAB-W1406,LC-5400,Y-GEN-2399
FAB-W1407,LC-5401,Y-GEN-2400
FAB-W1408,LC-5402,Y-GEN-2401
FAB-W1409,LC-5403,Y-GEN-2402
FAB-W1410,LC-5404,Y-GEN-2403
FAB-W1411,LC-5405,Y-GEN-2404
FAB-W1412,LC-5406,Y-GEN-2405
FAB-W1413,LC-5407,Y-GEN-2406
FAB-W1414,LC-5408,Y-GEN-2407
FAB-W1415,LC-5409,Y-GEN-2408
FAB-W1416,LC-5410,Y-GEN-2409
FAB-W1417,LC-5411,Y-GEN-2410
FAB-W1418,LC-5412,Y-GEN-2411
FAB-W1419,LC-5413,Y-GEN-2412
FAB-W1420,LC-5414,Y-GEN-2413
FAB-W1421,LC-5415,Y-GEN-2414
FAB-W1422,LC-5416,Y-GEN-2415
FAB-W1423,LC-5417,Y-GEN-2416
FAB-W1424,LC-5418,Y-GEN-2417
FAB-W1425,LC-5419,Y-GEN-2418
FAB-W1426,LC-5420,Y-GEN-2419
FAB-W1427,LC-5421,Y-GEN-2420
FAB-W1428,LC-5422,Y-GEN-2421
FAB-W1429,LC-5423,Y-GEN-2422
FAB-W1430,LC-5424,Y-GEN-2423
FAB-W1431,LC-5425,Y-GEN-2424
FAB-W1432,LC-5426,Y-GEN-2425
FAB-W1433,LC-5427,Y-GEN-2426
FAB-W1434,LC-5428,Y-GEN-2427
FAB-W1435,LC-5429,Y-GEN-2428
FAB-W1436,LC-5430,Y-GEN-2429
FAB-W1437,LC-5431,Y-GEN-2430
FAB-W1438,LC-5432,Y-GEN-2431
FAB-W1439,LC-5433,Y-GEN-2432
FAB-W1440,LC-5434,Y-GEN-2433
FAB-W1441,LC-5435,Y-GEN-2434
FAB-W1442,LC-5436,Y-GEN-2435
FAB-W1443,LC-5437,Y-GEN-2436
FAB-W1444,LC-5438,Y-GEN-2437
FAB-W1445,LC-5439,Y-GEN-2438
FAB-W1446,LC-5440,Y-GEN-2439
FAB-W1447,LC-5441,Y-GEN-2440
FAB-W1448,LC-5442,Y-GEN-2441
FAB-W1449,LC-5443,Y-GEN-2442
FAB-W1450,LC-5444,Y-GEN-2443
FAB-W1451,LC-5445,Y-GEN-2444
FAB-W1452,LC-5446,Y-GEN-2445
FAB-W1453,LC-5447,Y-GEN-2446
FAB-W1454,LC-5448,Y-GEN-2447
FAB-W1455,LC-5449,Y-GEN-2448
FAB-W1456,LC-5450,Y-GEN-2449
FAB-W1457,LC-5451,Y-GEN-2450
FAB-W1458,LC-5452,Y-GEN-2451
FAB-W1459,LC-5453,Y-GEN-2452
FAB-W1460,LC-5454,Y-GEN-2453
FAB-W1461,LC-5455,Y-GEN-2454
FAB-W1462,LC-5456,Y-GEN-2455
FAB-W1463,LC-5457,Y-GEN-2456
FAB-W1464,LC-5458,Y-GEN-2457
FAB-W1465,LC-5459,Y-GEN-2458
FAB-W1466,LC-5460,Y-GEN-2459
FAB-W1467,LC-5461,Y-GEN-2460
FAB-W1468,LC-5462,Y-GEN-2461
FAB-W1469,LC-5463,Y-GEN-2462
FAB-W1470,LC-5464,Y-GEN-2463
FAB-W1471,LC-5465,Y-GEN-2464
FAB-W1472,LC-5466,Y-GEN-2465
FAB-W1473,LC-5467,Y-GEN-2466
FAB-W1474,LC-5468,Y-GEN-2467
FAB-W1475,LC-5469,Y-GEN-2468
FAB-W1476,LC-5470,Y-GEN-2469
FAB-W1477,LC-5471,Y-GEN-2470
FAB-W1478,LC-5472,Y-GEN-2471
FAB-W1479,LC-5473,Y-GEN-2472
FAB-W1480,LC-5474,Y-GEN-2473
FAB-W1481,LC-5475,Y-GEN-2474
FAB-W1482,LC-5476,Y-GEN-2475
FAB-W1483,LC-5477,Y-GEN-2476
FAB-W1484,LC-5478,Y-GEN-2477
FAB-W1485,LC-5479,Y-GEN-2478
FAB-W1486,LC-5480,Y-GEN-2479
FAB-W1487,LC-5481,Y-GEN-2480
FAB-W1488,LC-5482,Y-GEN-2481
FAB-W1489,LC-5483,Y-GEN-2482
FAB-W1490,LC-5484,Y-GEN-2483
FAB-W1491,LC-5485,Y-GEN-2484
FAB-W1492,LC-5486,Y-GEN-2485
FAB-W1493,LC-5487,Y-GEN-2486
FAB-W1494,LC-5488,Y-GEN-2487
FAB-W1495,LC-5489,Y-GEN-2488
FAB-W1496,LC-5490,Y-GEN-2489
FAB-W1497,LC-5491,Y-GEN-2490
FAB-W1498,LC-5492,Y-GEN-2491
FAB-W1499,LC-5493,Y-GEN-2492
FAB-W1500,LC-5494,Y-GEN-2493
FAB-W1501,LC-5495,Y-GEN-2494
FAB-W1502,LC-5496,Y-GEN-2495
FAB-W1503,LC-5497,Y-GEN-2496
FAB-W1504,LC-5498,Y-GEN-2497
FAB-W1505,LC-5499,Y-GEN-2498
FAB-W1506,LC-5500,Y-GEN-2499
FAB-W1507,LC-5501,Y-GEN-2500
FAB-W1508,LC-5502,Y-GEN-2501
FAB-W1509,LC-5503,Y-GEN-2502
FAB-W1510,LC-5504,Y-GEN-2503
FAB-W1511,LC-5505,Y-GEN-2504
FAB-W1512,LC-5506,Y-GEN-2505
FAB-W1513,LC-5507,Y-GEN-2506
FAB-W1514,LC-5508,Y-GEN-2507
FAB-W1515,LC-5509,Y-GEN-2508
FAB-W1516,LC-5510,Y-GEN-2509
FAB-W1517,LC-5511,Y-GEN-2510
FAB-W1518,LC-5512,Y-GEN-2511
FAB-W1519,LC-5513,Y-GEN-2512
FAB-W1520,LC-5514,Y-GEN-2513
FAB-W1521,LC-5515,Y-GEN-2514
FAB-W1522,LC-5516,Y-GEN-2515
FAB-W1523,LC-5517,Y-GEN-2516
FAB-W1524,LC-5518,Y-GEN-2517
FAB-W1525,LC-5519,Y-GEN-2518
FAB-W1526,LC-5520,Y-GEN-2519
FAB-W1527,LC-5521,Y-GEN-2520
FAB-W1528,LC-5522,Y-GEN-2521
FAB-W1529,LC-5523,Y-GEN-2522
FAB-W1530,LC-5524,Y-GEN-2523
FAB-W1531,LC-5525,Y-GEN-2524
FAB-W1532,LC-5526,Y-GEN-2525
FAB-W1533,LC-5527,Y-GEN-2526
FAB-W1534,LC-5528,Y-GEN-2527
FAB-W1535,LC-5529,Y-GEN-2528
FAB-W1536,LC-5530,Y-GEN-2529
FAB-W1537,LC-5531,Y-GEN-2530
FAB-W1538,LC-5532,Y-GEN-2531
FAB-W1539,LC-5533,Y-GEN-2532
FAB-W1540,LC-5534,Y-GEN-2533
FAB-W1541,LC-5535,Y-GEN-2534
FAB-W1542,LC-5536,Y-GEN-2535
FAB-W1543,LC-5537,Y-GEN-2536
FAB-W1544,LC-5538,Y-GEN-2537
FAB-W1545,LC-5539,Y-GEN-2538
FAB-W1546,LC-5540,Y-GEN-2539
FAB-W1547,LC-5541,Y-GEN-2540
FAB-W1548,LC-5542,Y-GEN-2541
FAB-W1549,LC-5543,Y-GEN-2542
FAB-W1550,LC-5544,Y-GEN-2543
FAB-W1551,LC-5545,Y-GEN-2544
FAB-W1552,LC-5546,Y-GEN-2545
FAB-W1553,LC-5547,Y-GEN-2546
FAB-W1554,LC-5548,Y-GEN-2547
FAB-W1555,LC-5549,Y-GEN-2548
FAB-W1556,LC-5550,Y-GEN-2549
FAB-W1557,LC-5551,Y-GEN-2550
FAB-W1558,LC-5552,Y-GEN-2551
FAB-W1559,LC-5553,Y-GEN-2552
FAB-W1560,LC-5554,Y-GEN-2553
FAB-W1561,LC-5555,Y-GEN-2554
FAB-W1562,LC-5556,Y-GEN-2555
FAB-W1563,LC-5557,Y-GEN-2556
FAB-W1564,LC-5558,Y-GEN-2557
FAB-W1565,LC-5559,Y-GEN-2558
FAB-W1566,LC-5560,Y-GEN-2559
FAB-W1567,LC-5561,Y-GEN-2560
FAB-W1568,LC-5562,Y-GEN-2561
FAB-W1569,LC-5563,Y-GEN-2562
FAB-W1570,LC-5564,Y-GEN-2563
FAB-W1571,LC-5565,Y-GEN-2564
FAB-W1572,LC-5566,Y-GEN-2565
FAB-W1573,LC-5567,Y-GEN-2566
FAB-W1574,LC-5568,Y-GEN-2567
FAB-W1575,LC-5569,Y-GEN-2568
FAB-W1576,LC-5570,Y-GEN-2569
FAB-W1577,LC-5571,Y-GEN-2570
FAB-W1578,LC-5572,Y-GEN-2571
FAB-W1579,LC-5573,Y-GEN-2572
FAB-W1580,LC-5574,Y-GEN-2573
FAB-W1581,LC-5575,Y-GEN-2574
FAB-W1582,LC-5576,Y-GEN-2575
FAB-W1583,LC-5577,Y-GEN-2576
FAB-W1584,LC-5578,Y-GEN-2577
FAB-W1585,LC-5579,Y-GEN-2578
FAB-W1586,LC-5580,Y-GEN-2579
FAB-W1587,LC-5581,Y-GEN-2580
FAB-W1588,LC-5582,Y-GEN-2581
FAB-W1589,LC-5583,Y-GEN-2582
FAB-W1590,LC-5584,Y-GEN-2583
FAB-W1591,LC-5585,Y-GEN-2584
FAB-W1592,LC-5586,Y-GEN-2585
FAB-W1593,LC-5587,Y-GEN-2586
FAB-W1594,LC-5588,Y-GEN-2587
FAB-W1595,LC-5589,Y-GEN-2588
FAB-W1596,LC-5590,Y-GEN-2589
FAB-W1597,LC-5591,Y-GEN-2590
FAB-W1598,LC-5592,Y-GEN-2591
FAB-W1599,LC-5593,Y-GEN-2592
FAB-W1600,LC-5594,Y-GEN-2593
FAB-W1601,LC-5595,Y-GEN-2594
FAB-W1602,LC-5596,Y-GEN-2595
FAB-W1603,LC-5597,Y-GEN-2596
FAB-W1604,LC-5598,Y-GEN-2597
FAB-W1605,LC-5599,Y-GEN-2598
FAB-W1606,LC-5600,Y-GEN-2599
FAB-W1607,LC-5601,Y-GEN-2600
FAB-W1608,LC-5602,Y-GEN-2601
FAB-W1609,LC-5603,Y-GEN-2602
FAB-W1610,LC-5604,Y-GEN-2603
FAB-W1611,LC-5605,Y-GEN-2604
FAB-W1612,LC-5606,Y-GEN-2605
FAB-W1613,LC-5607,Y-GEN-2606
FAB-W1614,LC-5608,Y-GEN-2607
FAB-W1615,LC-5609,Y-GEN-2608
FAB-W1616,LC-5610,Y-GEN-2609
FAB-W1617,LC-5611,Y-GEN-2610
FAB-W1618,LC-5612,Y-GEN-2611
FAB-W1619,LC-5613,Y-GEN-2612
FAB-W1620,LC-5614,Y-GEN-2613
FAB-W1621,LC-5615,Y-GEN-2614
FAB-W1622,LC-5616,Y-GEN-2615
FAB-W1623,LC-5617,Y-GEN-2616
FAB-W1624,LC-5618,Y-GEN-2617
FAB-W1625,LC-5619,Y-GEN-2618
FAB-W1626,LC-5620,Y-GEN-2619
FAB-W1627,LC-5621,Y-GEN-2620
FAB-W1628,LC-5622,Y-GEN-2621
FAB-W1629,LC-5623,Y-GEN-2622
FAB-W1630,LC-5624,Y-GEN-2623
FAB-W1631,LC-5625,Y-GEN-2624
FAB-W1632,LC-5626,Y-GEN-2625
FAB-W1633,LC-5627,Y-GEN-2626
FAB-W1634,LC-5628,Y-GEN-2627
FAB-W1635,LC-5629,Y-GEN-2628
FAB-W1636,LC-5630,Y-GEN-2629
FAB-W1637,LC-5631,Y-GEN-2630
FAB-W1638,LC-5632,Y-GEN-2631
FAB-W1639,LC-5633,Y-GEN-2632
FAB-W1640,LC-5634,Y-GEN-2633
FAB-W1641,LC-5635,Y-GEN-2634
FAB-W1642,LC-5636,Y-GEN-2635
FAB-W1643,LC-5637,Y-GEN-2636
FAB-W1644,LC-5638,Y-GEN-2637
FAB-W1645,LC-5639,Y-GEN-2638
FAB-W1646,LC-5640,Y-GEN-2639
FAB-W1647,LC-5641,Y-GEN-2640
FAB-W1648,LC-5642,Y-GEN-2641
FAB-W1649,LC-5643,Y-GEN-2642
FAB-W1650,LC-5644,Y-GEN-2643
FAB-W1651,LC-5645,Y-GEN-2644
FAB-W1652,LC-5646,Y-GEN-2645
FAB-W1653,LC-5647,Y-GEN-2646
FAB-W1654,LC-5648,Y-GEN-2647
FAB-W1655,LC-5649,Y-GEN-2648
FAB-W1656,LC-5650,Y-GEN-2649
FAB-W1657,LC-5651,Y-GEN-2650
FAB-W1658,LC-5652,Y-GEN-2651
FAB-W1659,LC-5653,Y-GEN-2652
FAB-W1660,LC-5654,Y-GEN-2653
FAB-W1661,LC-5655,Y-GEN-2654
FAB-W1662,LC-5656,Y-GEN-2655
FAB-W1663,LC-5657,Y-GEN-2656
FAB-W1664,LC-5658,Y-GEN-2657
FAB-W1665,LC-5659,Y-GEN-2658
FAB-W1666,LC-5660,Y-GEN-2659
FAB-W1667,LC-5661,Y-GEN-2660
FAB-W1668,LC-5662,Y-GEN-2661
FAB-W1669,LC-5663,Y-GEN-2662
FAB-W1670,LC-5664,Y-GEN-2663
FAB-W1671,LC-5665,Y-GEN-2664
FAB-W1672,LC-5666,Y-GEN-2665
FAB-W1673,LC-5667,Y-GEN-2666
FAB-W1674,LC-5668,Y-GEN-2667
FAB-W1675,LC-5669,Y-GEN-2668
FAB-W1676,LC-5670,Y-GEN-2669
FAB-W1677,LC-5671,Y-GEN-2670
FAB-W1678,LC-5672,Y-GEN-2671
FAB-W1679,LC-5673,Y-GEN-2672
FAB-W1680,LC-5674,Y-GEN-2673
FAB-W1681,LC-5675,Y-GEN-2674
FAB-W1682,LC-5676,Y-GEN-2675
FAB-W1683,LC-5677,Y-GEN-2676
FAB-W1684,LC-5678,Y-GEN-2677
FAB-W1685,LC-5679,Y-GEN-2678
FAB-W1686,LC-5680,Y-GEN-2679
FAB-W1687,LC-5681,Y-GEN-2680
FAB-W1688,LC-5682,Y-GEN-2681
FAB-W1689,LC-5683,Y-GEN-2682
FAB-W1690,LC-5684,Y-GEN-2683
FAB-W1691,LC-5685,Y-GEN-2684
FAB-W1692,LC-5686,Y-GEN-2685
FAB-W1693,LC-5687,Y-GEN-2686
FAB-W1694,LC-5688,Y-GEN-2687
FAB-W1695,LC-5689,Y-GEN-2688
FAB-W1696,LC-5690,Y-GEN-2689
FAB-W1697,LC-5691,Y-GEN-2690
FAB-W1698,LC-5692,Y-GEN-2691
FAB-W1699,LC-5693,Y-GEN-2692
FAB-W1700,LC-5694,Y-GEN-2693
FAB-W1701,LC-5695,Y-GEN-2694
FAB-W1702,LC-5696,Y-GEN-2695
FAB-W1703,LC-5697,Y-GEN-2696
FAB-W1704,LC-5698,Y-GEN-2697
FAB-W1705,LC-5699,Y-GEN-2698
FAB-W1706,LC-5700,Y-GEN-2699
FAB-W1707,LC-5701,Y-GEN-2700
FAB-W1708,LC-5702,Y-GEN-2701
FAB-W1709,LC-5703,Y-GEN-2702
FAB-W1710,LC-5704,Y-GEN-2703
FAB-W1711,LC-5705,Y-GEN-2704
FAB-W1712,LC-5706,Y-GEN-2705
FAB-W1713,LC-5707,Y-GEN-2706
FAB-W1714,LC-5708,Y-GEN-2707
FAB-W1715,LC-5709,Y-GEN-2708
FAB-W1716,LC-5710,Y-GEN-2709
FAB-W1717,LC-5711,Y-GEN-2710
FAB-W1718,LC-5712,Y-GEN-2711
FAB-W1719,LC-5713,Y-GEN-2712
FAB-W1720,LC-5714,Y-GEN-2713
FAB-W1721,LC-5715,Y-GEN-2714
FAB-W1722,LC-5716,Y-GEN-2715
FAB-W1723,LC-5717,Y-GEN-2716
FAB-W1724,LC-5718,Y-GEN-2717
FAB-W1725,LC-5719,Y-GEN-2718
FAB-W1726,LC-5720,Y-GEN-2719
FAB-W1727,LC-5721,Y-GEN-2720
FAB-W1728,LC-5722,Y-GEN-2721
FAB-W1729,LC-5723,Y-GEN-2722
FAB-W1730,LC-5724,Y-GEN-2723
FAB-W1731,LC-5725,Y-GEN-2724
FAB-W1732,LC-5726,Y-GEN-2725
FAB-W1733,LC-5727,Y-GEN-2726
FAB-W1734,LC-5728,Y-GEN-2727
FAB-W1735,LC-5729,Y-GEN-2728
FAB-W1736,LC-5730,Y-GEN-2729
FAB-W1737,LC-5731,Y-GEN-2730
FAB-W1738,LC-5732,Y-GEN-2731
FAB-W1739,LC-5733,Y-GEN-2732
FAB-W1740,LC-5734,Y-GEN-2733
FAB-W1741,LC-5735,Y-GEN-2734
FAB-W1742,LC-5736,Y-GEN-2735
FAB-W1743,LC-5737,Y-GEN-2736
FAB-W1744,LC-5738,Y-GEN-2737
FAB-W1745,LC-5739,Y-GEN-2738
