plant_code,report_period,loom_code,cut_weight_ppc
6100,202404,LC-6827,0.9133
7100,202403,LC-6828,1.236
7100,202404,LC-6828,1.2932
9100,202403,LC-6829,1.3062
9100,202404,LC-6829,1.3455
6100,202403,LC-6830,0.7139
6100,202404,LC-6830,0.7456
7100,202403,LC-6831,0.7564
7100,202404,LC-6831,0.7685
9100,202403,LC-6832,1.5353
9100,202404,LC-6832,1.5582
6100,202403,LC-6833,1.5328
6100,202404,LC-6833,1.5919
7100,202403,LC-6834,1.1128
7100,202404,LC-6834,1.0933
9100,202403,LC-6835,1.135
9100,202404,LC-6835,1.1276
6100,202403,LC-6836,1.2508
6100,202404,LC-6836,1.2891
7100,202403,LC-6837,0.888
7100,202404,LC-6837,0.8822
9100,202403,LC-6838,1.4193
9100,202404,LC-6838,1.4113
6100,202403,LC-6839,0.8041
6100,202404,LC-6839,0.8042
7100,202403,LC-6840,0.8402
7100,202404,LC-6840,0.8368
9100,202403,LC-6841,1.3367
9100,202404,LC-6841,1.34
6100,202403,LC-6842,1.3999
6100,202404,LC-6842,1.4012
7100,202403,LC-6843,1.323
7100,202404,LC-6843,1.3135
9100,202403,LC-6844,0.7099
9100,202404,LC-6844,0.7299
6100,202403,LC-6845,0.9193
6100,202404,LC-6845,0.9341
7100,202403,LC-6846,0.7894
7100,202404,LC-6846,0.8038
9100,202403,LC-6847,0.8401
9100,202404,LC-6847,0.8631
6100,202403,LC-6848,1.1935
6100,202404,LC-6848,1.2493
7100,202403,LC-6849,1.3667
7100,202404,LC-6849,1.3562
9100,202403,LC-6850,1.3946
9100,202404,LC-6850,1.4626
6100,202403,LC-6851,1.162
6100,202404,LC-6851,1.2127
7100,202403,LC-6852,1.4354
7100,202404,LC-6852,1.4434
9100,202403,LC-6853,0.7374
9100,202404,LC-6853,0.731
6100,202403,LC-6854,1.3588
6100,202404,LC-6854,1.3525
7100,202403,LC-6855,0.7436
7100,202404,LC-6855,0.7309
9100,202403,LC-6856,1.049
9100,202404,LC-6856,1.0693
6100,202403,LC-6857,0.9004
6100,202404,LC-6857,0.9224
7100,202403,LC-6858,1.3594
7100,202404,LC-6858,1.3774
9100,202403,LC-6859,1.2729
9100,202404,LC-6859,1.2596
6100,202403,LC-6860,1.1362
6100,202404,LC-6860,1.1361
7100,202403,LC-6861,1.4794
7100,202404,LC-6861,1.5113
9100,202403,LC-6862,1.1952
9100,202404,LC-6862,1.1812
6100,202403,LC-6863,1.3692
6100,202404,LC-6863,1.3954
7100,202403,LC-6864,1.1964
7100,202404,LC-6864,1.2271
9100,202403,LC-6865,1.1509
9100,202404,LC-6865,1.1853
6100,202403,LC-6866,0.852
6100,202404,LC-6866,0.8598
7100,202403,LC-6867,1.3612
7100,202404,LC-6867,1.4025
9100,202403,LC-6868,0.9633
9100,202404,LC-6868,0.9524
6100,202403,LC-6869,1.5732
6100,202404,LC-6869,1.6307
7100,202403,LC-6870,1.4761
7100,202404,LC-6870,1.488
9100,202403,LC-6871,1.1299
9100,202404,LC-6871,1.1153
6100,202403,LC-6872,0.7207
6100,202404,LC-6872,0.7514
7100,202403,LC-6873,1.1685
7100,202404,LC-6873,1.1874
9100,202403,LC-6874,0.9332
9100,202404,LC-6874,0.9517
6100,202403,LC-6875,1.2443
6100,202404,LC-6875,1.2522
7100,202403,LC-6876,1.2444
7100,202404,LC-6876,1.2479
9100,202403,LC-6877,1.0205
9100,202404,LC-6877,1.047
6100,202403,LC-6878,1.3728
6100,202404,LC-6878,1.3646
7100,202403,LC-6879,0.8746
7100,202404,LC-6879,0.8665
9100,202403,LC-6880,1.5225
9100,202404,LC-6880,1.5369
6100,202403,LC-6881,0.9854
6100,202404,LC-6881,1.0035
7100,202403,LC-6882,0.8678
7100,202404,LC-6882,0.8817
9100,202403,LC-6883,0.7863
9100,202404,LC-6883,0.7735
6100,202403,LC-6884,0.9854
6100,202404,LC-6884,1.0263
7100,202403,LC-6885,1.0835
7100,202404,LC-6885,1.0877
9100,202403,LC-6886,1.0856
9100,202404,LC-6886,1.1055
6100,202403,LC-6887,0.8747
6100,202404,LC-6887,0.8809
7100,202403,LC-6888,0.7465
7100,202404,LC-6888,0.753
9100,202403,LC-6889,0.812
9100,202404,LC-6889,0.8381
6100,202403,LC-6890,1.044
6100,202404,LC-6890,1.0463
7100,202403,LC-6891,0.8861
7100,202404,LC-6891,0.8803
9100,202403,LC-6892,1.5199
9100,202404,LC-6892,1.5119
6100,202403,LC-6893,0.9635
6100,202404,LC-6893,1.0003
7100,202403,LC-6894,0.7498
7100,202404,LC-6894,0.7357
9100,202403,LC-6895,1.5713
9100,202404,LC-6895,1.5679
6100,202403,LC-6896,1.0779
6100,202404,LC-6896,1.0865
7100,202403,LC-6897,1.2536
7100,202404,LC-6897,1.2509
9100,202403,LC-6898,0.9845
9100,202404,LC-6898,1.0195
6100,202403,LC-6899,1.5043
6100,202404,LC-6899,1.5272
7100,202403,LC-6900,1.189
7100,202404,LC-6900,1.2328
9100,202403,LC-6901,1.4564
9100,202404,LC-6901,1.5094
6100,202403,LC-6902,0.737
6100,202404,LC-6902,0.7594
7100,202403,LC-6903,0.7422
7100,202404,LC-6903,0.76
9100,202403,LC-6904,0.8481
9100,202404,LC-6904,0.8827
6100,202403,LC-6905,1.0438
6100,202404,LC-6905,1.0808
7100,202403,LC-6906,0.9293
7100,202404,LC-6906,0.9283
9100,202403,LC-6907,1.0715
9100,202404,LC-6907,1.1206
6100,202403,LC-6908,1.0262
6100,202404,LC-6908,1.0187
7100,202403,LC-6909,1.0119
7100,202404,LC-6909,1.0519
9100,202403,LC-6910,0.7919
9100,202404,LC-6910,0.8083
6100,202403,LC-6911,1.0527
6100,202404,LC-6911,1.0548
7100,202403,LC-6912,1.1442
7100,202404,LC-6912,1.1278
9100,202403,LC-6913,0.9401
9100,202404,LC-6913,0.9715
6100,202403,LC-6914,1.5015
6100,202404,LC-6914,1.4777
7100,202403,LC-6915,0.9474
7100,202404,LC-6915,0.9794
9100,202403,LC-6916,1.2748
9100,202404,LC-6916,1.2597
6100,202403,LC-6917,0.7096
6100,202404,LC-6917,0.7265
7100,202403,LC-6918,0.7077
7100,202404,LC-6918,0.7148
9100,202403,LC-6919,0.8128
9100,202404,LC-6919,0.8361
6100,202403,LC-6920,1.1939
6100,202404,LC-6920,1.1876
7100,202403,LC-6921,1.0319
7100,202404,LC-6921,1.042
9100,202403,LC-6922,1.0561
9100,202404,LC-6922,1.0892
6100,202403,LC-6923,1.1903
6100,202404,LC-6923,1.2125
7100,202403,LC-6924,0.8833
7100,202404,LC-6924,0.9054
9100,202403,LC-6925,1.3346
9100,202404,LC-6925,1.3835
6100,202403,LC-6926,1.2409
6100,202404,LC-6926,1.2423
7100,202403,LC-6927,1.2098
7100,202404,LC-6927,1.2144
9100,202403,LC-6928,0.8637
9100,202404,LC-6928,0.8693
6100,202403,LC-6929,1.051
6100,202404,LC-6929,1.0503
7100,202403,LC-6930,1.1206
7100,202404,LC-6930,1.1501
9100,202403,LC-6931,1.4648
9100,202404,LC-6931,1.5329
6100,202403,LC-6932,1.5001
6100,202404,LC-6932,1.5533
7100,202403,LC-6933,1.4997
7100,202404,LC-6933,1.5388
9100,202403,LC-6934,1.2426
9100,202404,LC-6934,1.2955
6100,202403,LC-6935,1.5059
6100,202404,LC-6935,1.5295
7100,202403,LC-6936,0.7096
7100,202404,LC-6936,0.6976
9100,202403,LC-6937,0.9368
9100,202404,LC-6937,0.928
6100,202403,LC-6938,0.9001
6100,202404,LC-6938,0.9002
7100,202403,LC-6939,1.0301
7100,202404,LC-6939,1.061
9100,202403,LC-6940,1.3235
9100,202404,LC-6940,1.3806
6100,202403,LC-6941,1.3312
6100,202404,LC-6941,1.3382
7100,202403,LC-6942,1.5273
7100,202404,LC-6942,1.5659
9100,202403,LC-6943,0.966
9100,202404,LC-6943,0.9789
6100,202403,LC-6944,1.4342
6100,202404,LC-6944,1.4228
7100,202403,LC-6945,1.0524
7100,202404,LC-6945,1.0427
9100,202403,LC-6946,1.1616
9100,202404,LC-6946,1.2122
6100,202403,LC-6947,1.256
6100,202404,LC-6947,1.2883
7100,202403,LC-6948,1.1179
7100,202404,LC-6948,1.1136
9100,202403,LC-6949,1.4441
9100,202404,LC-6949,1.4757
6100,202403,LC-6950,1.4641
6100,202404,LC-6950,1.4767
7100,202403,LC-6951,1.5722
7100,202404,LC-6951,1.6081
9100,202403,LC-6952,0.9214
9100,202404,LC-6952,0.9283
6100,202403,LC-6953,1.4032
6100,202404,LC-6953,1.4629
7100,202403,LC-6954,1.3208
7100,202404,LC-6954,1.3552
9100,202403,LC-6955,1.4156
9100,202404,LC-6955,1.4453
6100,202403,LC-6956,1.1192
6100,202404,LC-6956,1.122
7100,202403,LC-6957,0.9749
7100,202404,LC-6957,0.9739
9100,202403,LC-6958,1.048
9100,202404,LC-6958,1.0601
6100,202403,LC-6959,1.4055
6100,202404,LC-6959,1.4239
7100,202403,LC-6960,0.9045
7100,202404,LC-6960,0.8907
9100,202403,LC-6961,1.0276
9100,202404,LC-6961,1.0787
6100,202403,LC-6962,1.1498
6100,202404,LC-6962,1.1447
7100,202403,LC-6963,0.7509
7100,202404,LC-6963,0.7748
9100,202403,LC-6964,1.4226
9100,202404,LC-6964,1.4368
6100,202403,LC-6965,1.4837
6100,202404,LC-6965,1.5037
7100,202403,LC-6966,1.0961
7100,202404,LC-6966,1.1482
9100,202403,LC-6967,1.1147
9100,202404,LC-6967,1.0974
6100,202403,LC-6968,0.9214
6100,202404,LC-6968,0.944
7100,202403,LC-6969,1.2335
7100,202404,LC-6969,1.2328
9100,202403,LC-6970,1.5992
9100,202404,LC-6970,1.6456
6100,202403,LC-6971,0.7606
6100,202404,LC-6971,0.7685
7100,202403,LC-6972,0.9014
7100,202404,LC-6972,0.9044
9100,202403,LC-6973,1.1233
9100,202404,LC-6973,1.1172
6100,202403,LC-6974,0.9183
6100,202404,LC-6974,0.9434
7100,202403,LC-6975,1.4934
7100,202404,LC-6975,1.5132
9100,202403,LC-6976,1.2448
9100,202404,LC-6976,1.2867
6100,202403,LC-6977,0.7071
6100,202404,LC-6977,0.7141
7100,202403,LC-6978,0.9247
7100,202404,LC-6978,0.9167
9100,202403,LC-6979,0.8303
9100,202404,LC-6979,0.867
6100,202403,LC-6980,1.2967
6100,202404,LC-6980,1.3364
7100,202403,LC-6981,0.8509
7100,202404,LC-6981,0.8352
9100,202403,LC-6982,0.7112
9100,202404,LC-6982,0.7233
6100,202403,LC-6983,0.7996
6100,202404,LC-6983,0.7845
7100,202403,LC-6984,1.1905
7100,202404,LC-6984,1.2135
9100,202403,LC-6985,0.7554
9100,202404,LC-6985,0.7803
6100,202403,LC-6986,0.9964
6100,202404,LC-6986,1.0233
7100,202403,LC-6987,0.9132
7100,202404,LC-6987,0.9394
9100,202403,LC-6988,1.0294
9100,202404,LC-6988,1.0742
6100,202403,LC-6989,1.1752
6100,202404,LC-6989,1.1818
7100,202403,LC-6990,0.8791
7100,202404,LC-6990,0.9012
9100,202403,LC-6991,0.8222
9100,202404,LC-6991,0.8207
6100,202403,LC-6992,1.3295
6100,202404,LC-6992,1.353
7100,202403,LC-6993,1.4098
7100,202404,LC-6993,1.4301
9100,202403,LC-6994,1.5975
9100,202404,LC-6994,1.6138
6100,202403,LC-6995,1.4498
6100,202404,LC-6995,1.4409
7100,202403,LC-6996,1.3521
7100,202404,LC-6996,1.3614
9100,202403,LC-6997,0.9891
9100,202404,LC-6997,1.0122
6100,202403,LC-6998,1.5291
6100,202404,LC-6998,1.5626
7100,202403,LC-6999,0.7862
7100,202404,LC-6999,0.8231
9100,202403,LC-7000,1.207
9100,202404,LC-7000,1.2211
6100,202403,LC-7001,1.561
6100,202404,LC-7001,1.5646
7100,202403,LC-7002,1.2883
7100,202404,LC-7002,1.325
9100,202403,LC-7003,1.38
9100,202404,LC-7003,1.4314
6100,202403,LC-7004,0.7134
6100,202404,LC-7004,0.7235
7100,202403,LC-7005,1.3955
7100,202404,LC-7005,1.4098
9100,202403,LC-7006,1.2314
9100,202404,LC-7006,1.2926
6100,202403,LC-7007,1.3209
6100,202404,LC-7007,1.3268
7100,202403,LC-7008,1.2225
7100,202404,LC-7008,1.2746
9100,202403,LC-7009,0.86
9100,202404,LC-7009,0.8546
6100,202403,LC-7010,1.2351
6100,202404,LC-7010,1.2344
7100,202403,LC-7011,1.5253
7100,202404,LC-7011,1.5089
9100,202403,LC-7012,0.7261
9100,202404,LC-7012,0.7293
6100,202403,LC-7013,1.1243
6100,202404,LC-7013,1.1328
7100,202403,LC-7014,0.7657
7100,202404,LC-7014,0.7505
9100,202403,LC-7015,0.7154
9100,202404,LC-7015,0.7215
6100,202403,LC-7016,0.7053
6100,202404,LC-7016,0.7204
7100,202403,LC-7017,1.0467
7100,202404,LC-7017,1.0618
9100,202403,LC-7018,0.7828
9100,202404,LC-7018,0.7963
6100,202403,LC-7019,0.9509
6100,202404,LC-7019,0.9838
7100,202403,LC-7020,0.9396
7100,202404,LC-7020,0.9562
9100,202403,LC-7021,0.8778
9100,202404,LC-7021,0.8838
6100,202403,LC-7022,1.5817
6100,202404,LC-7022,1.5661
7100,202403,LC-7023,1.4994
7100,202404,LC-7023,1.4719
9100,202403,LC-7024,1.0087
9100,202404,LC-7024,1.0413
6100,202403,LC-7025,0.9644
6100,202404,LC-7025,0.9588
7100,202403,LC-7026,0.7637
7100,202404,LC-7026,0.7784
9100,202403,LC-7027,1.0216
9100,202404,LC-7027,1.0399
6100,202403,LC-7028,1.2334
6100,202404,LC-7028,1.227
7100,202403,LC-7029,1.1853
7100,202404,LC-7029,1.2354
9100,202403,LC-7030,0.8653
9100,202404,LC-7030,0.8668
6100,202403,LC-7031,1.3384
6100,202404,LC-7031,1.3496
7100,202403,LC-7032,1.3687
7100,202404,LC-7032,1.3445
9100,202403,LC-7033,0.9998
9100,202404,LC-7033,1.0447
6100,202403,LC-7034,0.8629
6100,202404,LC-7034,0.8842
7100,202403,LC-7035,1.2668
7100,202404,LC-7035,1.3142
9100,202403,LC-7036,1.2031
9100,202404,LC-7036,1.2511
6100,202403,LC-7037,1.4838
6100,202404,LC-7037,1.4867
7100,202403,LC-7038,1.57
7100,202404,LC-7038,1.5429
9100,202403,LC-7039,1.5931
9100,202404,LC-7039,1.5823
6100,202403,LC-7040,1.0509
6100,202404,LC-7040,1.0518
7100,202403,LC-7041,0.8941
7100,202404,LC-7041,0.927
9100,202403,LC-7042,1.5532
9100,202404,LC-7042,1.55
6100,202403,LC-7043,0.7279
6100,202404,LC-7043,0.7589
7100,202403,LC-7044,1.2893
7100,202404,LC-7044,1.3113
9100,202403,LC-7045,1.331
9100,202404,LC-7045,1.3426
6100,202403,LC-7046,1.3317
6100,202404,LC-7046,1.3248
7100,202403,LC-7047,1.5449
7100,202404,LC-7047,1.5329
9100,202403,LC-7048,1.2938
9100,202404,LC-7048,1.3266
6100,202403,LC-7049,1.0364
6100,202404,LC-7049,1.0281
7100,202403,LC-7050,1.2398
7100,202404,LC-7050,1.2868
9100,202403,LC-7051,1.2416
9100,202404,LC-7051,1.2341
6100,202403,LC-7052,1.0551
6100,202404,LC-7052,1.0595
7100,202403,LC-7053,1.1535
7100,202404,LC-7053,1.1841
9100,202403,LC-7054,1.2809
9100,202404,LC-7054,1.2657
6100,202403,LC-7055,1.3195
6100,202404,LC-7055,1.3141
7100,202403,LC-7056,0.7759
7100,202404,LC-7056,0.7852
9100,202403,LC-7057,0.9264
9100,202404,LC-7057,0.9503
6100,202403,LC-7058,1.5183
6100,202404,LC-7058,1.491
7100,202403,LC-7059,0.7843
7100,202404,LC-7059,0.7975
9100,202403,LC-7060,1.1182
9100,202404,LC-7060,1.1734
6100,202403,LC-7061,1.0956
6100,202404,LC-7061,1.1392
7100,202403,LC-7062,1.5749
7100,202404,LC-7062,1.6304
9100,202403,LC-7063,1.1099
9100,202404,LC-7063,1.0927
6100,202403,LC-7064,0.7243
6100,202404,LC-7064,0.7272
7100,202403,LC-7065,1.5669
7100,202404,LC-7065,1.5856
9100,202403,LC-7066,0.8963
9100,202404,LC-7066,0.9116
6100,202403,LC-7067,0.7819
6100,202404,LC-7067,0.8024
7100,202403,LC-7068,0.915
7100,202404,LC-7068,0.9547
9100,202403,LC-7069,1.2921
9100,202404,LC-7069,1.3319
6100,202403,LC-7070,1.1058
6100,202404,LC-7070,1.1598
7100,202403,LC-7071,1.3417
7100,202404,LC-7071,1.3474
9100,202403,LC-7072,1.3604
9100,202404,LC-7072,1.3408
6100,202403,LC-7073,1.5648
6100,202404,LC-7073,1.6212
7100,202403,LC-7074,0.9285
7100,202404,LC-7074,0.9326
9100,202403,LC-7075,1.1341
9100,202404,LC-7075,1.1588
6100,202403,LC-7076,1.2749
6100,202404,LC-7076,1.2978
7100,202403,LC-7077,1.3359
7100,202404,LC-7077,1.3294
9100,202403,LC-7078,1.4418
9100,202404,LC-7078,1.5051
6100,202403,LC-7079,1.4405
6100,202404,LC-7079,1.5077
7100,202403,LC-7080,1.4318
7100,202404,LC-7080,1.4195
9100,202403,LC-7081,1.5463
9100,202404,LC-7081,1.5564
6100,202403,LC-7082,1.5557
6100,202404,LC-7082,1.581
7100,202403,LC-7083,1.3742
7100,202404,LC-7083,1.4076
9100,202403,LC-7084,0.9123
9100,202404,LC-7084,0.9361
6100,202403,LC-7085,1.4636
6100,202404,LC-7085,1.4459
7100,202403,LC-7086,1.3809
7100,202404,LC-7086,1.3808
9100,202403,LC-7087,1.5891
9100,202404,LC-7087,1.6236
6100,202403,LC-7088,0.8659
6100,202404,LC-7088,0.8852
7100,202403,LC-7089,1.0121
7100,202404,LC-7089,1.0238
9100,202403,LC-7090,0.8025
9100,202404,LC-7090,0.8243
6100,202403,LC-7091,0.9969
6100,202404,LC-7091,1.0292
7100,202403,LC-7092,1.125
7100,202404,LC-7092,1.1653
9100,202403,LC-7093,1.2051
9100,202404,LC-7093,1.2075
6100,202403,LC-7094,0.8033
6100,202404,LC-7094,0.8349
7100,202403,LC-7095,0.851
7100,202404,LC-7095,0.8442
9100,202403,LC-7096,1.2149
9100,202404,LC-7096,1.2446
6100,202403,LC-7097,0.8952
6100,202404,LC-7097,0.8983
7100,202403,LC-7098,1.088
7100,202404,LC-7098,1.0977
9100,202403,LC-7099,0.7119
9100,202404,LC-7099,0.7156
6100,202403,LC-7100,1.4607
6100,202404,LC-7100,1.5316
7100,202403,LC-7101,0.7799
7100,202404,LC-7101,0.8125
9100,202403,LC-7102,1.5871
9100,202404,LC-7102,1.5606
6100,202403,LC-7103,0.9402
6100,202404,LC-7103,0.9582
7100,202403,LC-7104,1.1538
7100,202404,LC-7104,1.1716
9100,202403,LC-7105,1.0596
9100,202404,LC-7105,1.0709
6100,202403,LC-7106,1.3162
6100,202404,LC-7106,1.3285
7100,202403,LC-7107,1.1532
7100,202404,LC-7107,1.1882
9100,202403,LC-7108,1.1425
9100,202404,LC-7108,1.1599
6100,202403,LC-7109,1.0567
6100,202404,LC-7109,1.0356
7100,202403,LC-7110,0.812
7100,202404,LC-7110,0.8382
9100,202403,LC-7111,1.3098
9100,202404,LC-7111,1.3376
6100,202403,LC-7112,1.1052
6100,202404,LC-7112,1.1561
7100,202403,LC-7113,1.2669
7100,202404,LC-7113,1.2844
9100,202403,LC-7114,1.5741
9100,202404,LC-7114,1.5586
6100,202403,LC-7115,1.548
6100,202404,LC-7115,1.5582
7100,202403,LC-7116,1.1323
7100,202404,LC-7116,1.1632
9100,202403,LC-7117,0.8656
9100,202404,LC-7117,0.8605
6100,202403,LC-7118,1.431
6100,202404,LC-7118,1.4127
7100,202403,LC-7119,0.7279
7100,202404,LC-7119,0.7319
9100,202403,LC-7120,1.2833
9100,202404,LC-7120,1.2612
6100,202403,LC-7121,1.0085
6100,202404,LC-7121,0.9942
7100,202403,LC-7122,1.0638
7100,202404,LC-7122,1.0756
9100,202403,LC-7123,1.3296
9100,202404,LC-7123,1.3641
6100,202403,LC-7124,1.5137
6100,202404,LC-7124,1.4917
7100,202403,LC-7125,1.5481
7100,202404,LC-7125,1.531
9100,202403,LC-7126,1.2742
9100,202404,LC-7126,1.288
6100,202403,LC-7127,1.5055
6100,202404,LC-7127,1.5644
7100,202403,LC-7128,1.4165
7100,202404,LC-7128,1.4121
9100,202403,LC-7129,1.2625
9100,202404,LC-7129,1.2755
6100,202403,LC-7130,1.2497
6100,202404,LC-7130,1.2846
7100,202403,LC-7131,1.1626
7100,202404,LC-7131,1.2025
9100,202403,LC-7132,1.1324
9100,202404,LC-7132,1.1677
6100,202403,LC-7133,1.4009
6100,202404,LC-7133,1.3967
7100,202403,LC-7134,1.1087
7100,202404,LC-7134,1.1189
9100,202403,LC-7135,1.3325
9100,202404,LC-7135,1.3862
6100,202403,LC-7136,1.3576
6100,202404,LC-7136,1.4063
7100,202403,LC-7137,1.2984
7100,202404,LC-7137,1.3246
9100,202403,LC-7138,1.2122
9100,202404,LC-7138,1.1894
6100,202403,LC-7139,1.4987
6100,202404,LC-7139,1.4854
7100,202403,LC-7140,0.9434
7100,202404,LC-7140,0.9609
9100,202403,LC-7141,0.7757
9100,202404,LC-7141,0.7896
6100,202403,LC-7142,0.906
6100,202404,LC-7142,0.936
7100,202403,LC-7143,1.1233
7100,202404,LC-7143,1.1497
9100,202403,LC-7144,0.7845
9100,202404,LC-7144,0.8081
6100,202403,LC-7145,1.4356
6100,202404,LC-7145,1.4091
7100,202403,LC-7146,1.2615
7100,202404,LC-7146,1.2754
9100,202403,LC-7147,0.8657
9100,202404,LC-7147,0.9064
6100,202403,LC-7148,0.8674
6100,202404,LC-7148,0.8669
7100,202403,LC-7149,1.2978
7100,202404,LC-7149,1.2801
9100,202403,LC-7150,1.4263
9100,202404,LC-7150,1.4278
6100,202403,LC-7151,1.1886
6100,202404,LC-7151,1.1664
7100,202403,LC-7152,1.1107
7100,202404,LC-7152,1.15
9100,202403,LC-7153,1.3019
9100,202404,LC-7153,1.3508
6100,202403,LC-7154,0.8264
6100,202404,LC-7154,0.8342
7100,202403,LC-7155,1.3266
7100,202404,LC-7155,1.3413
9100,202403,LC-7156,1.242
9100,202404,LC-7156,1.2683
6100,202403,LC-7157,0.955
6100,202404,LC-7157,0.9733
7100,202403,LC-7158,1.0898
7100,202404,LC-7158,1.0875
9100,202403,LC-7159,1.5627
9100,202404,LC-7159,1.5483
6100,202403,LC-7160,1.4525
6100,202404,LC-7160,1.449
7100,202403,LC-7161,0.7981
7100,202404,LC-7161,0.7907
9100,202403,LC-7162,1.3557
9100,202404,LC-7162,1.3985
6100,202403,LC-7163,0.7327
6100,202404,LC-7163,0.7311
7100,202403,LC-7164,1.2031
7100,202404,LC-7164,1.2489
9100,202403,LC-7165,0.7895
9100,202404,LC-7165,0.7819
6100,202403,LC-7166,0.7846
6100,202404,LC-7166,0.7818
7100,202403,LC-7167,1.3453
7100,202404,LC-7167,1.3745
9100,202403,LC-7168,0.9986
9100,202404,LC-7168,1.0075
6100,202403,LC-7169,1.0878
6100,202404,LC-7169,1.0994
7100,202403,LC-7170,1.1483
7100,202404,LC-7170,1.132
9100,202403,LC-7171,0.9085
9100,202404,LC-7171,0.9111
6100,202403,LC-7172,1.5706
6100,202404,LC-7172,1.6113
7100,202403,LC-7173,1.2453
7100,202404,LC-7173,1.2699
9100,202403,LC-7174,1.3957
9100,202404,LC-7174,1.465
6100,202403,LC-7175,1.0165
6100,202404,LC-7175,1.0169
7100,202403,LC-7176,1.4688
7100,202404,LC-7176,1.5009
9100,202403,LC-7177,0.8359
9100,202404,LC-7177,0.8283
6100,202403,LC-7178,0.971
6100,202404,LC-7178,0.9736
7100,202403,LC-7179,1.2961
7100,202404,LC-7179,1.2748
9100,202403,LC-7180,1.3614
9100,202404,LC-7180,1.3571
6100,202403,LC-7181,1.0799
6100,202404,LC-7181,1.1313
7100,202403,LC-7182,1.0195
7100,202404,LC-7182,1.0048
9100,202403,LC-7183,1.1624
9100,202404,LC-7183,1.2084
6100,202403,LC-7184,1.365
6100,202404,LC-7184,1.3624
7100,202403,LC-7185,1.3426
7100,202404,LC-7185,1.3807
9100,202403,LC-7186,1.2506
9100,202404,LC-7186,1.2853
6100,202403,LC-7187,1.3847
6100,202404,LC-7187,1.3685
7100,202403,LC-7188,1.0254
7100,202404,LC-7188,1.0307
9100,202403,LC-7189,1.26
9100,202404,LC-7189,1.3203
6100,202403,LC-7190,1.0193
6100,202404,LC-7190,1.0435
7100,202403,LC-7191,1.4778
7100,202404,LC-7191,1.4681
9100,202403,LC-7192,1.4735
9100,202404,LC-7192,1.5364
6100,202403,LC-7193,1.4117
6100,202404,LC-7193,1.4575
7100,202403,LC-7194,0.7251
7100,202404,LC-7194,0.7344
9100,202403,LC-7195,1.3618
9100,202404,LC-7195,1.3945
6100,202403,LC-7196,1.2582
6100,202404,LC-7196,1.2995
7100,202403,LC-7197,1.2233
7100,202404,LC-7197,1.1991
9100,202403,LC-7198,1.0186
9100,202404,LC-7198,1.0011
6100,202403,LC-7199,1.1671
6100,202404,LC-7199,1.2196
7100,202403,LC-7200,1.051
7100,202404,LC-7200,1.0305
9100,202403,LC-7201,1.247
9100,202404,LC-7201,1.286
6100,202403,LC-7202,1.089
6100,202404,LC-7202,1.0701
7100,202403,LC-7203,1.2681
7100,202404,LC-7203,1.3142
9100,202403,LC-7204,0.8763
9100,202404,LC-7204,0.9004
6100,202403,LC-7205,1.1733
6100,202404,LC-7205,1.2144
7100,202403,LC-7206,0.7059
7100,202404,LC-7206,0.731
9100,202403,LC-7207,0.8501
9100,202404,LC-7207,0.889
6100,202403,LC-7208,0.9881
6100,202404,LC-7208,0.9764
7100,202403,LC-7209,0.8131
7100,202404,LC-7209,0.811
9100,202403,LC-7210,1.2773
9100,202404,LC-7210,1.3258
6100,202403,LC-7211,1.0829
6100,202404,LC-7211,1.0866
7100,202403,LC-7212,1.5283
7100,202404,LC-7212,1.5199
9100,202403,LC-7213,0.9991
9100,202404,LC-7213,0.9995
6100,202403,LC-7214,1.0878
6100,202404,LC-7214,1.0851
7100,202403,LC-7215,0.8605
7100,202404,LC-7215,0.9034
9100,202403,LC-7216,1.0331
9100,202404,LC-7216,1.0328
6100,202403,LC-7217,1.4657
6100,202404,LC-7217,1.472
7100,202403,LC-7218,0.9201
7100,202404,LC-7218,0.9485
9100,202403,LC-7219,1.2099
9100,202404,LC-7219,1.2063
6100,202403,LC-7220,1.365
6100,202404,LC-7220,1.412
7100,202403,LC-7221,0.9523
7100,202404,LC-7221,0.9549
9100,202403,LC-7222,1.0523
9100,202404,LC-7222,1.0719
6100,202403,LC-7223,1.5575
6100,202404,LC-7223,1.609
7100,202403,LC-7224,1.2939
7100,202404,LC-7224,1.3091
9100,202403,LC-7225,1.1969
9100,202404,LC-7225,1.2093
6100,202403,LC-7226,0.7256
6100,202404,LC-7226,0.7222
7100,202403,LC-7227,1.1785
7100,202404,LC-7227,1.2217
9100,202403,LC-7228,0.7154
9100,202404,LC-7228,0.7335
6100,202403,LC-7229,1.4971
6100,202404,LC-7229,1.5604
7100,202403,LC-7230,1.529
7100,202404,LC-7230,1.5838
9100,202403,LC-7231,0.7713
9100,202404,LC-7231,0.7564
6100,202403,LC-7232,1.4015
6100,202404,LC-7232,1.3849
7100,202403,LC-7233,1.4369
7100,202404,LC-7233,1.4162
9100,202403,LC-7234,1.5633
9100,202404,LC-7234,1.6376
6100,202403,LC-7235,0.7762
6100,202404,LC-7235,0.7991
7100,202403,LC-7236,0.9849
7100,202404,LC-7236,0.9867
9100,202403,LC-7237,0.7834
9100,202404,LC-7237,0.7878
6100,202403,LC-7238,1.3334
6100,202404,LC-7238,1.3196
7100,202403,LC-7239,0.8323
7100,202404,LC-7239,0.845
9100,202403,LC-7240,1.1196
